REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
7,htn_screened,83.2,79.3,87.1,Proportion,"83.2 (79.3, 87.1)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_disease,23.1,19.8,26.3,Proportion,"23.1 (19.8, 26.3)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_diagnosed,3.6,2.1,5.1,Proportion,"3.6 (2.1, 5.1)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_treated,2.7,1.3,4.1,Proportion,"2.7 (1.3, 4.1)",2717,,NA,Jammu & Kashmir,1,Kathua
7,htn_controlled,2.5,1.2,3.7,Proportion,"2.5 (1.2, 3.7)",2717,,NA,Jammu & Kashmir,1,Kathua
8,htn_screened,72.3,67.9,76.8,Proportion,"72.3 (67.9, 76.8)",3148,,NA,Jammu & Kashmir,1,Baramula
8,htn_disease,24.6,21.6,27.5,Proportion,"24.6 (21.6, 27.5)",3148,,NA,Jammu & Kashmir,1,Baramula
8,htn_diagnosed,11.4,9,13.9,Proportion,"11.4 (9, 13.9)",3148,,NA,Jammu & Kashmir,1,Baramula
8,htn_treated,9.5,7.4,11.6,Proportion,"9.5 (7.4, 11.6)",3148,,NA,Jammu & Kashmir,1,Baramula
8,htn_controlled,6.9,5.1,8.6,Proportion,"6.9 (5.1, 8.6)",3148,,NA,Jammu & Kashmir,1,Baramula
9,htn_screened,66,60.6,71.5,Proportion,"66 (60.6, 71.5)",2865,,NA,Jammu & Kashmir,1,Bandipore
9,htn_disease,27.9,22.9,32.8,Proportion,"27.9 (22.9, 32.8)",2865,,NA,Jammu & Kashmir,1,Bandipore
9,htn_diagnosed,17.5,11.8,23.1,Proportion,"17.5 (11.8, 23.1)",2865,,NA,Jammu & Kashmir,1,Bandipore
9,htn_treated,8.6,6.8,10.4,Proportion,"8.6 (6.8, 10.4)",2865,,NA,Jammu & Kashmir,1,Bandipore
9,htn_controlled,13.2,7.7,18.8,Proportion,"13.2 (7.7, 18.8)",2865,,NA,Jammu & Kashmir,1,Bandipore
10,htn_screened,79.3,72.7,85.9,Proportion,"79.3 (72.7, 85.9)",2452,,NA,Jammu & Kashmir,1,Srinagar
10,htn_disease,31.7,27.4,36,Proportion,"31.7 (27.4, 36)",2452,,NA,Jammu & Kashmir,1,Srinagar
10,htn_diagnosed,24.2,20.4,28,Proportion,"24.2 (20.4, 28)",2452,,NA,Jammu & Kashmir,1,Srinagar
10,htn_treated,14,10.7,17.2,Proportion,"14 (10.7, 17.2)",2452,,NA,Jammu & Kashmir,1,Srinagar
10,htn_controlled,18.3,14.5,22,Proportion,"18.3 (14.5, 22)",2452,,NA,Jammu & Kashmir,1,Srinagar
11,htn_screened,71.3,67.8,74.7,Proportion,"71.3 (67.8, 74.7)",2939,,NA,Jammu & Kashmir,1,Ganderbal
11,htn_disease,24.2,20.6,27.9,Proportion,"24.2 (20.6, 27.9)",2939,,NA,Jammu & Kashmir,1,Ganderbal
11,htn_diagnosed,13.7,10.6,16.9,Proportion,"13.7 (10.6, 16.9)",2939,,NA,Jammu & Kashmir,1,Ganderbal
11,htn_treated,8.9,6.6,11.1,Proportion,"8.9 (6.6, 11.1)",2939,,NA,Jammu & Kashmir,1,Ganderbal
11,htn_controlled,9.5,7.2,11.8,Proportion,"9.5 (7.2, 11.8)",2939,,NA,Jammu & Kashmir,1,Ganderbal
12,htn_screened,81,78.1,84,Proportion,"81 (78.1, 84)",2802,,NA,Jammu & Kashmir,1,Pulwama
12,htn_disease,28.3,24.8,31.8,Proportion,"28.3 (24.8, 31.8)",2802,,NA,Jammu & Kashmir,1,Pulwama
12,htn_diagnosed,16,13.2,18.8,Proportion,"16 (13.2, 18.8)",2802,,NA,Jammu & Kashmir,1,Pulwama
12,htn_treated,8.7,7,10.3,Proportion,"8.7 (7, 10.3)",2802,,NA,Jammu & Kashmir,1,Pulwama
12,htn_controlled,10.3,7.6,13,Proportion,"10.3 (7.6, 13)",2802,,NA,Jammu & Kashmir,1,Pulwama
13,htn_screened,77.5,70.7,84.3,Proportion,"77.5 (70.7, 84.3)",2668,,NA,Jammu & Kashmir,1,Shupiyan
13,htn_disease,22.1,17.7,26.5,Proportion,"22.1 (17.7, 26.5)",2668,,NA,Jammu & Kashmir,1,Shupiyan
13,htn_diagnosed,11.4,8.1,14.6,Proportion,"11.4 (8.1, 14.6)",2668,,NA,Jammu & Kashmir,1,Shupiyan
13,htn_treated,4.2,2.8,5.6,Proportion,"4.2 (2.8, 5.6)",2668,,NA,Jammu & Kashmir,1,Shupiyan
13,htn_controlled,8.5,5.4,11.5,Proportion,"8.5 (5.4, 11.5)",2668,,NA,Jammu & Kashmir,1,Shupiyan
14,htn_screened,77.9,73.1,82.7,Proportion,"77.9 (73.1, 82.7)",2575,,NA,Jammu & Kashmir,1,Anantnag
14,htn_disease,23.2,18.1,28.3,Proportion,"23.2 (18.1, 28.3)",2575,,NA,Jammu & Kashmir,1,Anantnag
14,htn_diagnosed,12.3,9.5,15.2,Proportion,"12.3 (9.5, 15.2)",2575,,NA,Jammu & Kashmir,1,Anantnag
14,htn_treated,10.3,7.7,13,Proportion,"10.3 (7.7, 13)",2575,,NA,Jammu & Kashmir,1,Anantnag
14,htn_controlled,5.7,4,7.5,Proportion,"5.7 (4, 7.5)",2575,,NA,Jammu & Kashmir,1,Anantnag
15,htn_screened,80.3,77.1,83.5,Proportion,"80.3 (77.1, 83.5)",2624,,NA,Jammu & Kashmir,1,Kulgam
15,htn_disease,25.3,21.4,29.2,Proportion,"25.3 (21.4, 29.2)",2624,,NA,Jammu & Kashmir,1,Kulgam
15,htn_diagnosed,8.9,7.2,10.5,Proportion,"8.9 (7.2, 10.5)",2624,,NA,Jammu & Kashmir,1,Kulgam
15,htn_treated,6.4,5.1,7.7,Proportion,"6.4 (5.1, 7.7)",2624,,NA,Jammu & Kashmir,1,Kulgam
15,htn_controlled,4.2,2.9,5.6,Proportion,"4.2 (2.9, 5.6)",2624,,NA,Jammu & Kashmir,1,Kulgam
16,htn_screened,65.3,61.1,69.5,Proportion,"65.3 (61.1, 69.5)",2309,,NA,Jammu & Kashmir,1,Doda
16,htn_disease,23.5,19.1,27.9,Proportion,"23.5 (19.1, 27.9)",2309,,NA,Jammu & Kashmir,1,Doda
16,htn_diagnosed,9.5,6.1,12.8,Proportion,"9.5 (6.1, 12.8)",2309,,NA,Jammu & Kashmir,1,Doda
16,htn_treated,8,5.2,10.9,Proportion,"8 (5.2, 10.9)",2309,,NA,Jammu & Kashmir,1,Doda
16,htn_controlled,3.7,2.5,4.9,Proportion,"3.7 (2.5, 4.9)",2309,,NA,Jammu & Kashmir,1,Doda
17,htn_screened,79.3,75,83.6,Proportion,"79.3 (75, 83.6)",2902,,NA,Jammu & Kashmir,1,Ramban
17,htn_disease,25.2,20.3,30,Proportion,"25.2 (20.3, 30)",2902,,NA,Jammu & Kashmir,1,Ramban
17,htn_diagnosed,15.1,10.3,19.8,Proportion,"15.1 (10.3, 19.8)",2902,,NA,Jammu & Kashmir,1,Ramban
17,htn_treated,6.3,4,8.5,Proportion,"6.3 (4, 8.5)",2902,,NA,Jammu & Kashmir,1,Ramban
17,htn_controlled,10.2,6.6,13.9,Proportion,"10.2 (6.6, 13.9)",2902,,NA,Jammu & Kashmir,1,Ramban
18,htn_screened,71,65.9,76,Proportion,"71 (65.9, 76)",2629,,NA,Jammu & Kashmir,1,Kishtwar
18,htn_disease,17,13.7,20.4,Proportion,"17 (13.7, 20.4)",2629,,NA,Jammu & Kashmir,1,Kishtwar
18,htn_diagnosed,12.1,10.2,14,Proportion,"12.1 (10.2, 14)",2629,,NA,Jammu & Kashmir,1,Kishtwar
18,htn_treated,7.6,5.5,9.7,Proportion,"7.6 (5.5, 9.7)",2629,,NA,Jammu & Kashmir,1,Kishtwar
18,htn_controlled,8.8,6.7,10.9,Proportion,"8.8 (6.7, 10.9)",2629,,NA,Jammu & Kashmir,1,Kishtwar
19,htn_screened,77.4,71.6,83.1,Proportion,"77.4 (71.6, 83.1)",2755,,NA,Jammu & Kashmir,1,Udhampur
19,htn_disease,23.6,17.4,29.8,Proportion,"23.6 (17.4, 29.8)",2755,,NA,Jammu & Kashmir,1,Udhampur
19,htn_diagnosed,10,7.6,12.4,Proportion,"10 (7.6, 12.4)",2755,,NA,Jammu & Kashmir,1,Udhampur
19,htn_treated,5.8,4.5,7.1,Proportion,"5.8 (4.5, 7.1)",2755,,NA,Jammu & Kashmir,1,Udhampur
19,htn_controlled,5.3,3.7,7,Proportion,"5.3 (3.7, 7)",2755,,NA,Jammu & Kashmir,1,Udhampur
20,htn_screened,68.3,62.5,74,Proportion,"68.3 (62.5, 74)",2508,,NA,Jammu & Kashmir,1,Reasi
20,htn_disease,17.6,14.7,20.5,Proportion,"17.6 (14.7, 20.5)",2508,,NA,Jammu & Kashmir,1,Reasi
20,htn_diagnosed,7.4,5.4,9.4,Proportion,"7.4 (5.4, 9.4)",2508,,NA,Jammu & Kashmir,1,Reasi
20,htn_treated,4.1,3,5.1,Proportion,"4.1 (3, 5.1)",2508,,NA,Jammu & Kashmir,1,Reasi
20,htn_controlled,5.2,3.8,6.6,Proportion,"5.2 (3.8, 6.6)",2508,,NA,Jammu & Kashmir,1,Reasi
21,htn_screened,75.9,71.2,80.7,Proportion,"75.9 (71.2, 80.7)",2491,,NA,Jammu & Kashmir,1,Jammu
21,htn_disease,26.1,22.7,29.4,Proportion,"26.1 (22.7, 29.4)",2491,,NA,Jammu & Kashmir,1,Jammu
21,htn_diagnosed,16.5,14.1,18.9,Proportion,"16.5 (14.1, 18.9)",2491,,NA,Jammu & Kashmir,1,Jammu
21,htn_treated,10.4,8.6,12.1,Proportion,"10.4 (8.6, 12.1)",2491,,NA,Jammu & Kashmir,1,Jammu
21,htn_controlled,10.2,8.4,12,Proportion,"10.2 (8.4, 12)",2491,,NA,Jammu & Kashmir,1,Jammu
22,htn_screened,76,72.1,79.8,Proportion,"76 (72.1, 79.8)",2628,,NA,Jammu & Kashmir,1,Samba
22,htn_disease,26.8,22.9,30.7,Proportion,"26.8 (22.9, 30.7)",2628,,NA,Jammu & Kashmir,1,Samba
22,htn_diagnosed,14.2,11.1,17.3,Proportion,"14.2 (11.1, 17.3)",2628,,NA,Jammu & Kashmir,1,Samba
22,htn_treated,8.9,6.6,11.3,Proportion,"8.9 (6.6, 11.3)",2628,,NA,Jammu & Kashmir,1,Samba
22,htn_controlled,8,5.8,10.2,Proportion,"8 (5.8, 10.2)",2628,,NA,Jammu & Kashmir,1,Samba
23,htn_screened,72.3,66.9,77.7,Proportion,"72.3 (66.9, 77.7)",2317,,NA,Himachal Pradesh,2,Chamba
23,htn_disease,27,24.2,29.8,Proportion,"27 (24.2, 29.8)",2317,,NA,Himachal Pradesh,2,Chamba
23,htn_diagnosed,10.6,8.4,12.8,Proportion,"10.6 (8.4, 12.8)",2317,,NA,Himachal Pradesh,2,Chamba
23,htn_treated,4.2,2.8,5.5,Proportion,"4.2 (2.8, 5.5)",2317,,NA,Himachal Pradesh,2,Chamba
23,htn_controlled,6.3,4.2,8.4,Proportion,"6.3 (4.2, 8.4)",2317,,NA,Himachal Pradesh,2,Chamba
24,htn_screened,70.3,66,74.5,Proportion,"70.3 (66, 74.5)",2290,,NA,Himachal Pradesh,2,Kangra
24,htn_disease,29.4,26.3,32.5,Proportion,"29.4 (26.3, 32.5)",2290,,NA,Himachal Pradesh,2,Kangra
24,htn_diagnosed,13.7,12,15.3,Proportion,"13.7 (12, 15.3)",2290,,NA,Himachal Pradesh,2,Kangra
24,htn_treated,8.2,6.9,9.6,Proportion,"8.2 (6.9, 9.6)",2290,,NA,Himachal Pradesh,2,Kangra
24,htn_controlled,7.1,5.9,8.4,Proportion,"7.1 (5.9, 8.4)",2290,,NA,Himachal Pradesh,2,Kangra
25,htn_screened,76.7,72.5,80.8,Proportion,"76.7 (72.5, 80.8)",2064,,NA,Himachal Pradesh,2,Lahul & Spiti
25,htn_disease,21.8,18.9,24.7,Proportion,"21.8 (18.9, 24.7)",2064,,NA,Himachal Pradesh,2,Lahul & Spiti
25,htn_diagnosed,9.2,7.4,10.9,Proportion,"9.2 (7.4, 10.9)",2064,,NA,Himachal Pradesh,2,Lahul & Spiti
25,htn_treated,5.2,3.7,6.7,Proportion,"5.2 (3.7, 6.7)",2064,,NA,Himachal Pradesh,2,Lahul & Spiti
25,htn_controlled,4.2,3.2,5.2,Proportion,"4.2 (3.2, 5.2)",2064,,NA,Himachal Pradesh,2,Lahul & Spiti
26,htn_screened,71.6,67.1,76.1,Proportion,"71.6 (67.1, 76.1)",2329,,NA,Himachal Pradesh,2,Kullu
26,htn_disease,25.1,19.9,30.2,Proportion,"25.1 (19.9, 30.2)",2329,,NA,Himachal Pradesh,2,Kullu
26,htn_diagnosed,13.2,8.5,18,Proportion,"13.2 (8.5, 18)",2329,,NA,Himachal Pradesh,2,Kullu
26,htn_treated,5.9,4.2,7.6,Proportion,"5.9 (4.2, 7.6)",2329,,NA,Himachal Pradesh,2,Kullu
26,htn_controlled,8.6,4.8,12.5,Proportion,"8.6 (4.8, 12.5)",2329,,NA,Himachal Pradesh,2,Kullu
27,htn_screened,79.8,76.3,83.4,Proportion,"79.8 (76.3, 83.4)",2351,,NA,Himachal Pradesh,2,Mandi
27,htn_disease,25.4,22.6,28.3,Proportion,"25.4 (22.6, 28.3)",2351,,NA,Himachal Pradesh,2,Mandi
27,htn_diagnosed,12.3,9.9,14.8,Proportion,"12.3 (9.9, 14.8)",2351,,NA,Himachal Pradesh,2,Mandi
27,htn_treated,8.2,5.7,10.6,Proportion,"8.2 (5.7, 10.6)",2351,,NA,Himachal Pradesh,2,Mandi
27,htn_controlled,7.5,5.4,9.6,Proportion,"7.5 (5.4, 9.6)",2351,,NA,Himachal Pradesh,2,Mandi
28,htn_screened,80,76.7,83.2,Proportion,"80 (76.7, 83.2)",2046,,NA,Himachal Pradesh,2,Hamirpur
28,htn_disease,37.3,34.6,39.9,Proportion,"37.3 (34.6, 39.9)",2046,,NA,Himachal Pradesh,2,Hamirpur
28,htn_diagnosed,21.8,19.1,24.4,Proportion,"21.8 (19.1, 24.4)",2046,,NA,Himachal Pradesh,2,Hamirpur
28,htn_treated,14.3,12.2,16.4,Proportion,"14.3 (12.2, 16.4)",2046,,NA,Himachal Pradesh,2,Hamirpur
28,htn_controlled,12.1,9.9,14.3,Proportion,"12.1 (9.9, 14.3)",2046,,NA,Himachal Pradesh,2,Hamirpur
29,htn_screened,73,70.1,75.9,Proportion,"73 (70.1, 75.9)",2223,,NA,Himachal Pradesh,2,Una
29,htn_disease,32.1,28.3,35.9,Proportion,"32.1 (28.3, 35.9)",2223,,NA,Himachal Pradesh,2,Una
29,htn_diagnosed,19,15.3,22.6,Proportion,"19 (15.3, 22.6)",2223,,NA,Himachal Pradesh,2,Una
29,htn_treated,11.8,9.7,13.9,Proportion,"11.8 (9.7, 13.9)",2223,,NA,Himachal Pradesh,2,Una
29,htn_controlled,11.9,9.1,14.8,Proportion,"11.9 (9.1, 14.8)",2223,,NA,Himachal Pradesh,2,Una
30,htn_screened,74.9,71.2,78.5,Proportion,"74.9 (71.2, 78.5)",2412,,NA,Himachal Pradesh,2,Bilaspur
30,htn_disease,25.4,22.6,28.3,Proportion,"25.4 (22.6, 28.3)",2412,,NA,Himachal Pradesh,2,Bilaspur
30,htn_diagnosed,13.2,10.8,15.6,Proportion,"13.2 (10.8, 15.6)",2412,,NA,Himachal Pradesh,2,Bilaspur
30,htn_treated,8.6,7.1,10.2,Proportion,"8.6 (7.1, 10.2)",2412,,NA,Himachal Pradesh,2,Bilaspur
30,htn_controlled,8.4,6.2,10.5,Proportion,"8.4 (6.2, 10.5)",2412,,NA,Himachal Pradesh,2,Bilaspur
31,htn_screened,77,74.2,79.8,Proportion,"77 (74.2, 79.8)",2111,,NA,Himachal Pradesh,2,Solan
31,htn_disease,25.9,23.1,28.7,Proportion,"25.9 (23.1, 28.7)",2111,,NA,Himachal Pradesh,2,Solan
31,htn_diagnosed,10.2,7.8,12.6,Proportion,"10.2 (7.8, 12.6)",2111,,NA,Himachal Pradesh,2,Solan
31,htn_treated,5.9,4.4,7.3,Proportion,"5.9 (4.4, 7.3)",2111,,NA,Himachal Pradesh,2,Solan
31,htn_controlled,4.8,3.2,6.4,Proportion,"4.8 (3.2, 6.4)",2111,,NA,Himachal Pradesh,2,Solan
32,htn_screened,76,73,79.1,Proportion,"76 (73, 79.1)",2721,,NA,Himachal Pradesh,2,Sirmaur
32,htn_disease,26.7,23.1,30.3,Proportion,"26.7 (23.1, 30.3)",2721,,NA,Himachal Pradesh,2,Sirmaur
32,htn_diagnosed,12.5,9,16,Proportion,"12.5 (9, 16)",2721,,NA,Himachal Pradesh,2,Sirmaur
32,htn_treated,6.1,4.5,7.8,Proportion,"6.1 (4.5, 7.8)",2721,,NA,Himachal Pradesh,2,Sirmaur
32,htn_controlled,7.3,4.8,9.9,Proportion,"7.3 (4.8, 9.9)",2721,,NA,Himachal Pradesh,2,Sirmaur
33,htn_screened,83.7,80.2,87.3,Proportion,"83.7 (80.2, 87.3)",2343,,NA,Himachal Pradesh,2,Shimla
33,htn_disease,26.7,23.3,30.1,Proportion,"26.7 (23.3, 30.1)",2343,,NA,Himachal Pradesh,2,Shimla
33,htn_diagnosed,11.8,9.3,14.2,Proportion,"11.8 (9.3, 14.2)",2343,,NA,Himachal Pradesh,2,Shimla
33,htn_treated,8,6,10,Proportion,"8 (6, 10)",2343,,NA,Himachal Pradesh,2,Shimla
33,htn_controlled,5.8,4.4,7.2,Proportion,"5.8 (4.4, 7.2)",2343,,NA,Himachal Pradesh,2,Shimla
34,htn_screened,82.6,80.1,85.1,Proportion,"82.6 (80.1, 85.1)",2252,,NA,Himachal Pradesh,2,Kinnaur
34,htn_disease,25,22.4,27.6,Proportion,"25 (22.4, 27.6)",2252,,NA,Himachal Pradesh,2,Kinnaur
34,htn_diagnosed,10,8.3,11.7,Proportion,"10 (8.3, 11.7)",2252,,NA,Himachal Pradesh,2,Kinnaur
34,htn_treated,5.6,4.7,6.5,Proportion,"5.6 (4.7, 6.5)",2252,,NA,Himachal Pradesh,2,Kinnaur
34,htn_controlled,4.3,3.1,5.5,Proportion,"4.3 (3.1, 5.5)",2252,,NA,Himachal Pradesh,2,Kinnaur
36,htn_screened,85.9,82.9,89,Proportion,"85.9 (82.9, 89)",2488,,NA,Punjab,3,Kapurthala
36,htn_disease,41.2,37.9,44.5,Proportion,"41.2 (37.9, 44.5)",2488,,NA,Punjab,3,Kapurthala
36,htn_diagnosed,20,16.1,23.9,Proportion,"20 (16.1, 23.9)",2488,,NA,Punjab,3,Kapurthala
36,htn_treated,7.9,6.5,9.4,Proportion,"7.9 (6.5, 9.4)",2488,,NA,Punjab,3,Kapurthala
36,htn_controlled,8.9,6.6,11.3,Proportion,"8.9 (6.6, 11.3)",2488,,NA,Punjab,3,Kapurthala
37,htn_screened,83.7,79.9,87.5,Proportion,"83.7 (79.9, 87.5)",2020,,NA,Punjab,3,Jalandhar
37,htn_disease,39.8,36.1,43.5,Proportion,"39.8 (36.1, 43.5)",2020,,NA,Punjab,3,Jalandhar
37,htn_diagnosed,16.3,13.1,19.6,Proportion,"16.3 (13.1, 19.6)",2020,,NA,Punjab,3,Jalandhar
37,htn_treated,7.3,5.9,8.7,Proportion,"7.3 (5.9, 8.7)",2020,,NA,Punjab,3,Jalandhar
37,htn_controlled,6.9,4.8,8.9,Proportion,"6.9 (4.8, 8.9)",2020,,NA,Punjab,3,Jalandhar
38,htn_screened,82.2,78.4,86,Proportion,"82.2 (78.4, 86)",2633,,NA,Punjab,3,Hoshiarpur
38,htn_disease,44.5,42,47,Proportion,"44.5 (42, 47)",2633,,NA,Punjab,3,Hoshiarpur
38,htn_diagnosed,15,12.1,17.9,Proportion,"15 (12.1, 17.9)",2633,,NA,Punjab,3,Hoshiarpur
38,htn_treated,6.2,5,7.5,Proportion,"6.2 (5, 7.5)",2633,,NA,Punjab,3,Hoshiarpur
38,htn_controlled,5.2,3.3,7.1,Proportion,"5.2 (3.3, 7.1)",2633,,NA,Punjab,3,Hoshiarpur
39,htn_screened,83.4,79.6,87.2,Proportion,"83.4 (79.6, 87.2)",2775,,NA,Punjab,3,Shahid Bhagat Singh Nagar
39,htn_disease,44.1,40.8,47.3,Proportion,"44.1 (40.8, 47.3)",2775,,NA,Punjab,3,Shahid Bhagat Singh Nagar
39,htn_diagnosed,15.7,12.1,19.4,Proportion,"15.7 (12.1, 19.4)",2775,,NA,Punjab,3,Shahid Bhagat Singh Nagar
39,htn_treated,5.9,4.7,7.1,Proportion,"5.9 (4.7, 7.1)",2775,,NA,Punjab,3,Shahid Bhagat Singh Nagar
39,htn_controlled,7,4.5,9.5,Proportion,"7 (4.5, 9.5)",2775,,NA,Punjab,3,Shahid Bhagat Singh Nagar
40,htn_screened,83.2,79.4,86.9,Proportion,"83.2 (79.4, 86.9)",2032,,NA,Punjab,3,Fatehgarh Sahib
40,htn_disease,39.8,36.6,42.9,Proportion,"39.8 (36.6, 42.9)",2032,,NA,Punjab,3,Fatehgarh Sahib
40,htn_diagnosed,19,16.2,21.9,Proportion,"19 (16.2, 21.9)",2032,,NA,Punjab,3,Fatehgarh Sahib
40,htn_treated,8.8,7,10.5,Proportion,"8.8 (7, 10.5)",2032,,NA,Punjab,3,Fatehgarh Sahib
40,htn_controlled,9.4,7,11.8,Proportion,"9.4 (7, 11.8)",2032,,NA,Punjab,3,Fatehgarh Sahib
41,htn_screened,89.4,87.1,91.8,Proportion,"89.4 (87.1, 91.8)",1816,,NA,Punjab,3,Ludhiana
41,htn_disease,37.6,33.7,41.5,Proportion,"37.6 (33.7, 41.5)",1816,,NA,Punjab,3,Ludhiana
41,htn_diagnosed,18.7,15.3,22.1,Proportion,"18.7 (15.3, 22.1)",1816,,NA,Punjab,3,Ludhiana
41,htn_treated,7.9,6.3,9.5,Proportion,"7.9 (6.3, 9.5)",1816,,NA,Punjab,3,Ludhiana
41,htn_controlled,9.9,7.7,12.1,Proportion,"9.9 (7.7, 12.1)",1816,,NA,Punjab,3,Ludhiana
42,htn_screened,74.9,69.5,80.2,Proportion,"74.9 (69.5, 80.2)",2727,,NA,Punjab,3,Moga
42,htn_disease,37.8,33.5,42.1,Proportion,"37.8 (33.5, 42.1)",2727,,NA,Punjab,3,Moga
42,htn_diagnosed,16.7,13,20.4,Proportion,"16.7 (13, 20.4)",2727,,NA,Punjab,3,Moga
42,htn_treated,5.6,4.5,6.7,Proportion,"5.6 (4.5, 6.7)",2727,,NA,Punjab,3,Moga
42,htn_controlled,8.6,6,11.3,Proportion,"8.6 (6, 11.3)",2727,,NA,Punjab,3,Moga
44,htn_screened,74.5,67.8,81.1,Proportion,"74.5 (67.8, 81.1)",2515,,NA,Punjab,3,Muktsar
44,htn_disease,37.1,31.5,42.8,Proportion,"37.1 (31.5, 42.8)",2515,,NA,Punjab,3,Muktsar
44,htn_diagnosed,20.3,15,25.6,Proportion,"20.3 (15, 25.6)",2515,,NA,Punjab,3,Muktsar
44,htn_treated,6,4.6,7.4,Proportion,"6 (4.6, 7.4)",2515,,NA,Punjab,3,Muktsar
44,htn_controlled,11.4,7.3,15.6,Proportion,"11.4 (7.3, 15.6)",2515,,NA,Punjab,3,Muktsar
45,htn_screened,73.6,69.8,77.3,Proportion,"73.6 (69.8, 77.3)",2557,,NA,Punjab,3,Faridkot
45,htn_disease,42.6,37.8,47.3,Proportion,"42.6 (37.8, 47.3)",2557,,NA,Punjab,3,Faridkot
45,htn_diagnosed,25.5,21.2,29.9,Proportion,"25.5 (21.2, 29.9)",2557,,NA,Punjab,3,Faridkot
45,htn_treated,8.4,6.8,10,Proportion,"8.4 (6.8, 10)",2557,,NA,Punjab,3,Faridkot
