state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
21,Rural,htn_diagnosed,30.3,28.5,32.1,Proportion,"30.3 (28.5, 32.1)",16893,,NA,Odisha,East
21,Urban,htn_screened,71.6,67.9,75.2,Proportion,"71.6 (67.9, 75.2)",3050,,NA,Odisha,East
21,Urban,htn_diagnosed,39.2,34.6,43.8,Proportion,"39.2 (34.6, 43.8)",3050,,NA,Odisha,East
22,Rural,htn_screened,61.8,59.5,64.1,Proportion,"61.8 (59.5, 64.1)",15900,,NA,Chhattisgarh,Central
22,Rural,htn_diagnosed,17.9,16.1,19.7,Proportion,"17.9 (16.1, 19.7)",15900,,NA,Chhattisgarh,Central
22,Urban,htn_screened,77.1,73.5,80.7,Proportion,"77.1 (73.5, 80.7)",4053,,NA,Chhattisgarh,Central
22,Urban,htn_diagnosed,31.8,27.6,36,Proportion,"31.8 (27.6, 36)",4053,,NA,Chhattisgarh,Central
23,Rural,htn_screened,56.9,55.3,58.4,Proportion,"56.9 (55.3, 58.4)",23355,,NA,Madhya Pradesh,Central
23,Rural,htn_diagnosed,21.1,19.7,22.6,Proportion,"21.1 (19.7, 22.6)",23355,,NA,Madhya Pradesh,Central
23,Urban,htn_screened,72.4,69.7,75,Proportion,"72.4 (69.7, 75)",7085,,NA,Madhya Pradesh,Central
23,Urban,htn_diagnosed,29.4,26.9,31.8,Proportion,"29.4 (26.9, 31.8)",7085,,NA,Madhya Pradesh,Central
24,Rural,htn_screened,59.5,57.3,61.7,Proportion,"59.5 (57.3, 61.7)",14317,,NA,Gujarat,West
24,Rural,htn_diagnosed,23.6,21.9,25.2,Proportion,"23.6 (21.9, 25.2)",14317,,NA,Gujarat,West
24,Urban,htn_screened,76.3,73.3,79.2,Proportion,"76.3 (73.3, 79.2)",6559,,NA,Gujarat,West
24,Urban,htn_diagnosed,35,32,38,Proportion,"35 (32, 38)",6559,,NA,Gujarat,West
25,Rural,htn_screened,72.1,62.7,81.4,Proportion,"72.1 (62.7, 81.4)",577,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Rural,htn_diagnosed,24.9,12.2,37.6,Proportion,"24.9 (12.2, 37.6)",577,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,htn_screened,74.1,64.6,83.5,Proportion,"74.1 (64.6, 83.5)",803,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,htn_diagnosed,32.1,25.7,38.4,Proportion,"32.1 (25.7, 38.4)",803,,NA,Dadra & Nagar Haveli And Daman & Diu,West
27,Rural,htn_screened,64.7,62.6,66.8,Proportion,"64.7 (62.6, 66.8)",16428,,NA,Maharashtra,West
27,Rural,htn_diagnosed,24.6,23.2,26.1,Proportion,"24.6 (23.2, 26.1)",16428,,NA,Maharashtra,West
27,Urban,htn_screened,77.9,75.2,80.6,Proportion,"77.9 (75.2, 80.6)",7520,,NA,Maharashtra,West
27,Urban,htn_diagnosed,31.4,29.2,33.6,Proportion,"31.4 (29.2, 33.6)",7520,,NA,Maharashtra,West
28,Rural,htn_screened,77.4,74.8,80,Proportion,"77.4 (74.8, 80)",5706,,NA,Andhra Pradesh,South
28,Rural,htn_diagnosed,32.5,29.7,35.2,Proportion,"32.5 (29.7, 35.2)",5706,,NA,Andhra Pradesh,South
28,Urban,htn_screened,84.4,81.5,87.2,Proportion,"84.4 (81.5, 87.2)",2505,,NA,Andhra Pradesh,South
28,Urban,htn_diagnosed,41.1,37.4,44.8,Proportion,"41.1 (37.4, 44.8)",2505,,NA,Andhra Pradesh,South
29,Rural,htn_screened,69.3,67.2,71.5,Proportion,"69.3 (67.2, 71.5)",15553,,NA,Karnataka,South
29,Rural,htn_diagnosed,27.9,25.8,30.1,Proportion,"27.9 (25.8, 30.1)",15553,,NA,Karnataka,South
29,Urban,htn_screened,74.5,70,79,Proportion,"74.5 (70, 79)",6565,,NA,Karnataka,South
29,Urban,htn_diagnosed,35.2,31.3,39.1,Proportion,"35.2 (31.3, 39.1)",6565,,NA,Karnataka,South
30,Rural,htn_screened,91.1,86.4,95.8,Proportion,"91.1 (86.4, 95.8)",612,,NA,Goa,West
30,Rural,htn_diagnosed,46.8,39.9,53.8,Proportion,"46.8 (39.9, 53.8)",612,,NA,Goa,West
30,Urban,htn_screened,93.3,90.4,96.3,Proportion,"93.3 (90.4, 96.3)",899,,NA,Goa,West
30,Urban,htn_diagnosed,50.1,44.9,55.3,Proportion,"50.1 (44.9, 55.3)",899,,NA,Goa,West
31,Rural,htn_screened,98.7,97.2,100.3,Proportion,"98.7 (97.2, 100.3)",164,,NA,Lakshadweep,South
31,Rural,htn_diagnosed,39.1,30.7,47.5,Proportion,"39.1 (30.7, 47.5)",164,,NA,Lakshadweep,South
31,Urban,htn_screened,97.6,96,99.1,Proportion,"97.6 (96, 99.1)",720,,NA,Lakshadweep,South
31,Urban,htn_diagnosed,37.1,30.1,44.1,Proportion,"37.1 (30.1, 44.1)",720,,NA,Lakshadweep,South
32,Rural,htn_screened,93.2,92,94.4,Proportion,"93.2 (92, 94.4)",6811,,NA,Kerala,South
32,Rural,htn_diagnosed,50.3,48.1,52.5,Proportion,"50.3 (48.1, 52.5)",6811,,NA,Kerala,South
32,Urban,htn_screened,95.6,94.8,96.4,Proportion,"95.6 (94.8, 96.4)",4616,,NA,Kerala,South
32,Urban,htn_diagnosed,55.2,52.8,57.5,Proportion,"55.2 (52.8, 57.5)",4616,,NA,Kerala,South
33,Rural,htn_screened,86,84.5,87.5,Proportion,"86 (84.5, 87.5)",12289,,NA,Tamil Nadu,South
33,Rural,htn_diagnosed,36.3,33,39.6,Proportion,"36.3 (33, 39.6)",12289,,NA,Tamil Nadu,South
33,Urban,htn_screened,88.9,87.5,90.4,Proportion,"88.9 (87.5, 90.4)",9676,,NA,Tamil Nadu,South
33,Urban,htn_diagnosed,42.9,40.1,45.8,Proportion,"42.9 (40.1, 45.8)",9676,,NA,Tamil Nadu,South
34,Rural,htn_screened,72.6,61.3,83.8,Proportion,"72.6 (61.3, 83.8)",486,,NA,Puducherry,South
34,Rural,htn_diagnosed,32.5,25.2,39.8,Proportion,"32.5 (25.2, 39.8)",486,,NA,Puducherry,South
34,Urban,htn_screened,88.3,82.9,93.6,Proportion,"88.3 (82.9, 93.6)",2695,,NA,Puducherry,South
34,Urban,htn_diagnosed,48.4,40.6,56.2,Proportion,"48.4 (40.6, 56.2)",2695,,NA,Puducherry,South
35,Rural,htn_screened,90.5,87.9,93,Proportion,"90.5 (87.9, 93)",1965,,NA,Andaman & Nicobar Islands,South
35,Rural,htn_diagnosed,31.2,24.8,37.6,Proportion,"31.2 (24.8, 37.6)",1965,,NA,Andaman & Nicobar Islands,South
35,Urban,htn_screened,87.6,83.1,92,Proportion,"87.6 (83.1, 92)",383,,NA,Andaman & Nicobar Islands,South
35,Urban,htn_diagnosed,44.9,39.7,50.1,Proportion,"44.9 (39.7, 50.1)",383,,NA,Andaman & Nicobar Islands,South
36,Rural,htn_screened,81.1,79.3,82.8,Proportion,"81.1 (79.3, 82.8)",14433,,NA,Telangana,South
36,Rural,htn_diagnosed,30.3,28.7,31.9,Proportion,"30.3 (28.7, 31.9)",14433,,NA,Telangana,South
36,Urban,htn_screened,86.5,84.2,88.8,Proportion,"86.5 (84.2, 88.8)",5533,,NA,Telangana,South
36,Urban,htn_diagnosed,42.2,39.4,45.1,Proportion,"42.2 (39.4, 45.1)",5533,,NA,Telangana,South
37,Rural,htn_screened,90.6,86.6,94.5,Proportion,"90.6 (86.6, 94.5)",1144,,NA,Ladakh,North
37,Rural,htn_diagnosed,55.6,43.8,67.3,Proportion,"55.6 (43.8, 67.3)",1144,,NA,Ladakh,North
37,Urban,htn_screened,94,87.5,100.5,Proportion,"94 (87.5, 100.5)",300,,NA,Ladakh,North
37,Urban,htn_diagnosed,69.7,47.3,92,Proportion,"69.7 (47.3, 92)",300,,NA,Ladakh,North
1,Rural,htn_screened,91.5,89.9,93.2,Proportion,"91.5 (89.9, 93.2)",5540,sex,Female,Jammu & Kashmir,North
1,Rural,htn_diagnosed,50.4,46.8,54.1,Proportion,"50.4 (46.8, 54.1)",5540,sex,Female,Jammu & Kashmir,North
1,Rural,htn_screened,83.7,81.2,86.2,Proportion,"83.7 (81.2, 86.2)",5052,sex,Male,Jammu & Kashmir,North
1,Rural,htn_diagnosed,42.4,39,45.9,Proportion,"42.4 (39, 45.9)",5052,sex,Male,Jammu & Kashmir,North
1,Urban,htn_screened,90.4,86.3,94.5,Proportion,"90.4 (86.3, 94.5)",1405,sex,Female,Jammu & Kashmir,North
1,Urban,htn_diagnosed,62.8,56.2,69.3,Proportion,"62.8 (56.2, 69.3)",1405,sex,Female,Jammu & Kashmir,North
1,Urban,htn_screened,83.4,78.1,88.8,Proportion,"83.4 (78.1, 88.8)",1213,sex,Male,Jammu & Kashmir,North
1,Urban,htn_diagnosed,53,47,58.9,Proportion,"53 (47, 58.9)",1213,sex,Male,Jammu & Kashmir,North
2,Rural,htn_screened,91.3,89.2,93.4,Proportion,"91.3 (89.2, 93.4)",3711,sex,Female,Himachal Pradesh,North
2,Rural,htn_diagnosed,55.8,52.2,59.5,Proportion,"55.8 (52.2, 59.5)",3711,sex,Female,Himachal Pradesh,North
2,Rural,htn_screened,75.1,72.4,77.7,Proportion,"75.1 (72.4, 77.7)",3249,sex,Male,Himachal Pradesh,North
2,Rural,htn_diagnosed,30.9,28.2,33.7,Proportion,"30.9 (28.2, 33.7)",3249,sex,Male,Himachal Pradesh,North
2,Urban,htn_screened,94.6,91.8,97.4,Proportion,"94.6 (91.8, 97.4)",333,sex,Female,Himachal Pradesh,North
2,Urban,htn_diagnosed,61.6,55.7,67.5,Proportion,"61.6 (55.7, 67.5)",333,sex,Female,Himachal Pradesh,North
2,Urban,htn_screened,83.9,78.3,89.4,Proportion,"83.9 (78.3, 89.4)",328,sex,Male,Himachal Pradesh,North
2,Urban,htn_diagnosed,37.7,26.9,48.5,Proportion,"37.7 (26.9, 48.5)",328,sex,Male,Himachal Pradesh,North
3,Rural,htn_screened,91.8,90.2,93.4,Proportion,"91.8 (90.2, 93.4)",8192,sex,Female,Punjab,North
3,Rural,htn_diagnosed,54.8,51.9,57.7,Proportion,"54.8 (51.9, 57.7)",8192,sex,Female,Punjab,North
3,Rural,htn_screened,75.1,72.9,77.3,Proportion,"75.1 (72.9, 77.3)",7925,sex,Male,Punjab,North
3,Rural,htn_diagnosed,26.8,24.8,28.9,Proportion,"26.8 (24.8, 28.9)",7925,sex,Male,Punjab,North
3,Urban,htn_screened,93.7,91.6,95.8,Proportion,"93.7 (91.6, 95.8)",3387,sex,Female,Punjab,North
3,Urban,htn_diagnosed,56.3,51.8,60.7,Proportion,"56.3 (51.8, 60.7)",3387,sex,Female,Punjab,North
3,Urban,htn_screened,80.9,78,83.9,Proportion,"80.9 (78, 83.9)",3348,sex,Male,Punjab,North
3,Urban,htn_diagnosed,29.1,25.7,32.5,Proportion,"29.1 (25.7, 32.5)",3348,sex,Male,Punjab,North
4,Rural,htn_screened,100,100,100,Proportion,"100 (100, 100)",9,sex,Female,Chandigarh,North
4,Rural,htn_diagnosed,12.1,11.6,12.7,Proportion,"12.1 (11.6, 12.7)",9,sex,Female,Chandigarh,North
4,Rural,htn_screened,96.5,96.2,96.8,Proportion,"96.5 (96.2, 96.8)",12,sex,Male,Chandigarh,North
4,Rural,htn_diagnosed,3.5,3.1,3.8,Proportion,"3.5 (3.1, 3.8)",12,sex,Male,Chandigarh,North
4,Urban,htn_screened,95.8,92.2,99.3,Proportion,"95.8 (92.2, 99.3)",260,sex,Female,Chandigarh,North
4,Urban,htn_diagnosed,51.7,38.9,64.5,Proportion,"51.7 (38.9, 64.5)",260,sex,Female,Chandigarh,North
4,Urban,htn_screened,74.5,61.7,87.2,Proportion,"74.5 (61.7, 87.2)",227,sex,Male,Chandigarh,North
4,Urban,htn_diagnosed,23.8,11.3,36.3,Proportion,"23.8 (11.3, 36.3)",227,sex,Male,Chandigarh,North
5,Rural,htn_screened,81,78,83.9,Proportion,"81 (78, 83.9)",3856,sex,Female,Uttarakhand,Central
5,Rural,htn_diagnosed,36.4,33,39.8,Proportion,"36.4 (33, 39.8)",3856,sex,Female,Uttarakhand,Central
5,Rural,htn_screened,68,64.7,71.3,Proportion,"68 (64.7, 71.3)",3679,sex,Male,Uttarakhand,Central
5,Rural,htn_diagnosed,23.4,20.7,26.2,Proportion,"23.4 (20.7, 26.2)",3679,sex,Male,Uttarakhand,Central
5,Urban,htn_screened,89.2,84.4,93.9,Proportion,"89.2 (84.4, 93.9)",938,sex,Female,Uttarakhand,Central
5,Urban,htn_diagnosed,50.3,44.7,56,Proportion,"50.3 (44.7, 56)",938,sex,Female,Uttarakhand,Central
5,Urban,htn_screened,74,68.3,79.7,Proportion,"74 (68.3, 79.7)",920,sex,Male,Uttarakhand,Central
5,Urban,htn_diagnosed,26.5,20.5,32.5,Proportion,"26.5 (20.5, 32.5)",920,sex,Male,Uttarakhand,Central
6,Rural,htn_screened,88.7,87.1,90.3,Proportion,"88.7 (87.1, 90.3)",5575,sex,Female,Haryana,North
6,Rural,htn_diagnosed,51.5,47.9,55.1,Proportion,"51.5 (47.9, 55.1)",5575,sex,Female,Haryana,North
6,Rural,htn_screened,69.5,67.1,71.8,Proportion,"69.5 (67.1, 71.8)",5239,sex,Male,Haryana,North
6,Rural,htn_diagnosed,24.3,22.2,26.5,Proportion,"24.3 (22.2, 26.5)",5239,sex,Male,Haryana,North
6,Urban,htn_screened,91.7,89.6,93.9,Proportion,"91.7 (89.6, 93.9)",2637,sex,Female,Haryana,North
6,Urban,htn_diagnosed,53.7,49,58.4,Proportion,"53.7 (49, 58.4)",2637,sex,Female,Haryana,North
6,Urban,htn_screened,72.7,69.8,75.6,Proportion,"72.7 (69.8, 75.6)",2543,sex,Male,Haryana,North
6,Urban,htn_diagnosed,28,24.9,31.1,Proportion,"28 (24.9, 31.1)",2543,sex,Male,Haryana,North
7,Rural,htn_screened,84.6,65,104.1,Proportion,"84.6 (65, 104.1)",117,sex,Female,Nct Of Delhi,North
7,Rural,htn_diagnosed,54.5,26.4,82.7,Proportion,"54.5 (26.4, 82.7)",117,sex,Female,Nct Of Delhi,North
7,Rural,htn_screened,79.9,67.1,92.8,Proportion,"79.9 (67.1, 92.8)",140,sex,Male,Nct Of Delhi,North
7,Rural,htn_diagnosed,28.1,21.7,34.5,Proportion,"28.1 (21.7, 34.5)",140,sex,Male,Nct Of Delhi,North
7,Urban,htn_screened,92.2,90.8,93.6,Proportion,"92.2 (90.8, 93.6)",3489,sex,Female,Nct Of Delhi,North
7,Urban,htn_diagnosed,43.1,39.8,46.3,Proportion,"43.1 (39.8, 46.3)",3489,sex,Female,Nct Of Delhi,North
7,Urban,htn_screened,77.2,74.9,79.6,Proportion,"77.2 (74.9, 79.6)",3750,sex,Male,Nct Of Delhi,North
7,Urban,htn_diagnosed,22.3,20.3,24.3,Proportion,"22.3 (20.3, 24.3)",3750,sex,Male,Nct Of Delhi,North
8,Rural,htn_screened,75.9,73.6,78.3,Proportion,"75.9 (73.6, 78.3)",8529,sex,Female,Rajasthan,North
8,Rural,htn_diagnosed,41.4,38.2,44.5,Proportion,"41.4 (38.2, 44.5)",8529,sex,Female,Rajasthan,North
8,Rural,htn_screened,56,53.6,58.3,Proportion,"56 (53.6, 58.3)",8284,sex,Male,Rajasthan,North
8,Rural,htn_diagnosed,22.9,20.7,25.2,Proportion,"22.9 (20.7, 25.2)",8284,sex,Male,Rajasthan,North
8,Urban,htn_screened,86.8,84.3,89.3,Proportion,"86.8 (84.3, 89.3)",2721,sex,Female,Rajasthan,North
8,Urban,htn_diagnosed,50.8,46.1,55.6,Proportion,"50.8 (46.1, 55.6)",2721,sex,Female,Rajasthan,North
8,Urban,htn_screened,72.5,69.1,76,Proportion,"72.5 (69.1, 76)",2829,sex,Male,Rajasthan,North
8,Urban,htn_diagnosed,33.9,29.4,38.5,Proportion,"33.9 (29.4, 38.5)",2829,sex,Male,Rajasthan,North
9,Rural,htn_screened,80.5,79.4,81.7,Proportion,"80.5 (79.4, 81.7)",22841,sex,Female,Uttar Pradesh,Central
9,Rural,htn_diagnosed,46.5,44.6,48.3,Proportion,"46.5 (44.6, 48.3)",22841,sex,Female,Uttar Pradesh,Central
9,Rural,htn_screened,64.6,63.2,66,Proportion,"64.6 (63.2, 66)",20229,sex,Male,Uttar Pradesh,Central
9,Rural,htn_diagnosed,26.2,24.7,27.7,Proportion,"26.2 (24.7, 27.7)",20229,sex,Male,Uttar Pradesh,Central
9,Urban,htn_screened,84.4,81.8,86.9,Proportion,"84.4 (81.8, 86.9)",5911,sex,Female,Uttar Pradesh,Central
9,Urban,htn_diagnosed,42.1,38.7,45.5,Proportion,"42.1 (38.7, 45.5)",5911,sex,Female,Uttar Pradesh,Central
9,Urban,htn_screened,71,68.6,73.4,Proportion,"71 (68.6, 73.4)",5825,sex,Male,Uttar Pradesh,Central
9,Urban,htn_diagnosed,25.1,22.5,27.6,Proportion,"25.1 (22.5, 27.6)",5825,sex,Male,Uttar Pradesh,Central
10,Rural,htn_screened,85.1,83.7,86.4,Proportion,"85.1 (83.7, 86.4)",10842,sex,Female,Bihar,East
10,Rural,htn_diagnosed,60.5,58.1,62.8,Proportion,"60.5 (58.1, 62.8)",10842,sex,Female,Bihar,East
10,Rural,htn_screened,69.7,67.9,71.5,Proportion,"69.7 (67.9, 71.5)",8241,sex,Male,Bihar,East
10,Rural,htn_diagnosed,43,40.7,45.3,Proportion,"43 (40.7, 45.3)",8241,sex,Male,Bihar,East
10,Urban,htn_screened,91.9,89.6,94.3,Proportion,"91.9 (89.6, 94.3)",1421,sex,Female,Bihar,East
