state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
14,htn_controlled,3.4,3,3.8,Proportion,"3.4 (3, 3.8)",20676,,NA,Total,Manipur,North East
15,htn_screened,79.7,77.7,81.7,Proportion,"79.7 (77.7, 81.7)",18543,,NA,Total,Mizoram,North East
15,htn_disease,26,24.3,27.7,Proportion,"26 (24.3, 27.7)",18543,,NA,Total,Mizoram,North East
15,htn_diagnosed,12.1,11,13.2,Proportion,"12.1 (11, 13.2)",18543,,NA,Total,Mizoram,North East
15,htn_treated,5.6,4.9,6.3,Proportion,"5.6 (4.9, 6.3)",18543,,NA,Total,Mizoram,North East
15,htn_controlled,2.6,2.1,3.1,Proportion,"2.6 (2.1, 3.1)",18543,,NA,Total,Mizoram,North East
16,htn_screened,70.8,68.6,72.9,Proportion,"70.8 (68.6, 72.9)",17662,,NA,Total,Tripura,North East
16,htn_disease,26.1,25.2,27.1,Proportion,"26.1 (25.2, 27.1)",17662,,NA,Total,Tripura,North East
16,htn_diagnosed,13.6,12.6,14.7,Proportion,"13.6 (12.6, 14.7)",17662,,NA,Total,Tripura,North East
16,htn_treated,8.7,7.9,9.5,Proportion,"8.7 (7.9, 9.5)",17662,,NA,Total,Tripura,North East
16,htn_controlled,4.3,3.8,4.9,Proportion,"4.3 (3.8, 4.9)",17662,,NA,Total,Tripura,North East
17,htn_screened,54.9,52.1,57.8,Proportion,"54.9 (52.1, 57.8)",25997,,NA,Total,Meghalaya,North East
17,htn_disease,24.8,23.6,26.1,Proportion,"24.8 (23.6, 26.1)",25997,,NA,Total,Meghalaya,North East
17,htn_diagnosed,8.5,7.7,9.4,Proportion,"8.5 (7.7, 9.4)",25997,,NA,Total,Meghalaya,North East
17,htn_treated,5.9,5.2,6.6,Proportion,"5.9 (5.2, 6.6)",25997,,NA,Total,Meghalaya,North East
17,htn_controlled,2.3,1.9,2.7,Proportion,"2.3 (1.9, 2.7)",25997,,NA,Total,Meghalaya,North East
18,htn_screened,66.4,65.2,67.6,Proportion,"66.4 (65.2, 67.6)",79170,,NA,Total,Assam,North East
18,htn_disease,25,24.4,25.6,Proportion,"25 (24.4, 25.6)",79170,,NA,Total,Assam,North East
18,htn_diagnosed,11.7,11.2,12.2,Proportion,"11.7 (11.2, 12.2)",79170,,NA,Total,Assam,North East
18,htn_treated,7,6.6,7.3,Proportion,"7 (6.6, 7.3)",79170,,NA,Total,Assam,North East
18,htn_controlled,2.7,2.5,2.9,Proportion,"2.7 (2.5, 2.9)",79170,,NA,Total,Assam,North East
19,htn_screened,63.6,62.1,65.1,Proportion,"63.6 (62.1, 65.1)",48764,,NA,Total,West Bengal,East
19,htn_disease,24,23.3,24.8,Proportion,"24 (23.3, 24.8)",48764,,NA,Total,West Bengal,East
19,htn_diagnosed,10,9.6,10.5,Proportion,"10 (9.6, 10.5)",48764,,NA,Total,West Bengal,East
19,htn_treated,7.2,6.9,7.6,Proportion,"7.2 (6.9, 7.6)",48764,,NA,Total,West Bengal,East
19,htn_controlled,3,2.7,3.2,Proportion,"3 (2.7, 3.2)",48764,,NA,Total,West Bengal,East
20,htn_screened,55.6,54.2,57,Proportion,"55.6 (54.2, 57)",58469,,NA,Total,Jharkhand,East
20,htn_disease,27.7,26.9,28.6,Proportion,"27.7 (26.9, 28.6)",58469,,NA,Total,Jharkhand,East
20,htn_diagnosed,10,9.2,10.8,Proportion,"10 (9.2, 10.8)",58469,,NA,Total,Jharkhand,East
20,htn_treated,3.6,3.4,3.9,Proportion,"3.6 (3.4, 3.9)",58469,,NA,Total,Jharkhand,East
20,htn_controlled,1.4,1.2,1.5,Proportion,"1.4 (1.2, 1.5)",58469,,NA,Total,Jharkhand,East
21,htn_screened,48.4,47.3,49.5,Proportion,"48.4 (47.3, 49.5)",68285,,NA,Total,Odisha,East
21,htn_disease,28.1,27.5,28.8,Proportion,"28.1 (27.5, 28.8)",68285,,NA,Total,Odisha,East
21,htn_diagnosed,10,9.5,10.5,Proportion,"10 (9.5, 10.5)",68285,,NA,Total,Odisha,East
21,htn_treated,6.1,5.8,6.4,Proportion,"6.1 (5.8, 6.4)",68285,,NA,Total,Odisha,East
21,htn_controlled,3.1,2.9,3.2,Proportion,"3.1 (2.9, 3.2)",68285,,NA,Total,Odisha,East
22,htn_screened,57.7,56.1,59.4,Proportion,"57.7 (56.1, 59.4)",66566,,NA,Total,Chhattisgarh,Central
22,htn_disease,31.4,30.6,32.1,Proportion,"31.4 (30.6, 32.1)",66566,,NA,Total,Chhattisgarh,Central
22,htn_diagnosed,7.4,6.8,7.9,Proportion,"7.4 (6.8, 7.9)",66566,,NA,Total,Chhattisgarh,Central
22,htn_treated,3.8,3.5,4.1,Proportion,"3.8 (3.5, 4.1)",66566,,NA,Total,Chhattisgarh,Central
22,htn_controlled,1.4,1.3,1.6,Proportion,"1.4 (1.3, 1.6)",66566,,NA,Total,Chhattisgarh,Central
23,htn_screened,52.1,51.1,53.1,Proportion,"52.1 (51.1, 53.1)",112515,,NA,Total,Madhya Pradesh,Central
23,htn_disease,26.7,26.2,27.2,Proportion,"26.7 (26.2, 27.2)",112515,,NA,Total,Madhya Pradesh,Central
23,htn_diagnosed,6.9,6.5,7.2,Proportion,"6.9 (6.5, 7.2)",112515,,NA,Total,Madhya Pradesh,Central
23,htn_treated,3.7,3.5,3.9,Proportion,"3.7 (3.5, 3.9)",112515,,NA,Total,Madhya Pradesh,Central
23,htn_controlled,1.6,1.5,1.7,Proportion,"1.6 (1.5, 1.7)",112515,,NA,Total,Madhya Pradesh,Central
24,htn_screened,56.2,54.7,57.8,Proportion,"56.2 (54.7, 57.8)",87524,,NA,Total,Gujarat,West
24,htn_disease,23.6,23,24.2,Proportion,"23.6 (23, 24.2)",87524,,NA,Total,Gujarat,West
24,htn_diagnosed,7.9,7.5,8.2,Proportion,"7.9 (7.5, 8.2)",87524,,NA,Total,Gujarat,West
24,htn_treated,5.9,5.6,6.2,Proportion,"5.9 (5.6, 6.2)",87524,,NA,Total,Gujarat,West
24,htn_controlled,3.2,3,3.4,Proportion,"3.2 (3, 3.4)",87524,,NA,Total,Gujarat,West
25,htn_screened,69.7,65.8,73.6,Proportion,"69.7 (65.8, 73.6)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_disease,20.8,19.1,22.4,Proportion,"20.8 (19.1, 22.4)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,7.7,6.6,8.8,Proportion,"7.7 (6.6, 8.8)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_treated,5.9,5,6.8,Proportion,"5.9 (5, 6.8)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_controlled,3.2,2.4,3.9,Proportion,"3.2 (2.4, 3.9)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,61.8,60.2,63.3,Proportion,"61.8 (60.2, 63.3)",89889,,NA,Total,Maharashtra,West
27,htn_disease,26.2,25.6,26.9,Proportion,"26.2 (25.6, 26.9)",89889,,NA,Total,Maharashtra,West
27,htn_diagnosed,8.5,8.2,8.9,Proportion,"8.5 (8.2, 8.9)",89889,,NA,Total,Maharashtra,West
27,htn_treated,6.7,6.4,7,Proportion,"6.7 (6.4, 7)",89889,,NA,Total,Maharashtra,West
27,htn_controlled,3.4,3.2,3.6,Proportion,"3.4 (3.2, 3.6)",89889,,NA,Total,Maharashtra,West
28,htn_screened,73.5,72,75.1,Proportion,"73.5 (72, 75.1)",27228,,NA,Total,Andhra Pradesh,South
28,htn_disease,29.2,28.4,29.9,Proportion,"29.2 (28.4, 29.9)",27228,,NA,Total,Andhra Pradesh,South
28,htn_diagnosed,12.6,12,13.3,Proportion,"12.6 (12, 13.3)",27228,,NA,Total,Andhra Pradesh,South
28,htn_treated,10,9.5,10.6,Proportion,"10 (9.5, 10.6)",27228,,NA,Total,Andhra Pradesh,South
28,htn_controlled,4.8,4.4,5.2,Proportion,"4.8 (4.4, 5.2)",27228,,NA,Total,Andhra Pradesh,South
29,htn_screened,61.2,59.4,63,Proportion,"61.2 (59.4, 63)",74649,,NA,Total,Karnataka,South
29,htn_disease,28.8,28.1,29.5,Proportion,"28.8 (28.1, 29.5)",74649,,NA,Total,Karnataka,South
29,htn_diagnosed,10.4,9.8,10.9,Proportion,"10.4 (9.8, 10.9)",74649,,NA,Total,Karnataka,South
29,htn_treated,8.1,7.7,8.5,Proportion,"8.1 (7.7, 8.5)",74649,,NA,Total,Karnataka,South
29,htn_controlled,3.4,3.2,3.6,Proportion,"3.4 (3.2, 3.6)",74649,,NA,Total,Karnataka,South
30,htn_screened,86.8,84.3,89.3,Proportion,"86.8 (84.3, 89.3)",5038,,NA,Total,Goa,West
30,htn_disease,27.4,26.1,28.8,Proportion,"27.4 (26.1, 28.8)",5038,,NA,Total,Goa,West
30,htn_diagnosed,15.9,14.6,17.3,Proportion,"15.9 (14.6, 17.3)",5038,,NA,Total,Goa,West
30,htn_treated,14,12.7,15.3,Proportion,"14 (12.7, 15.3)",5038,,NA,Total,Goa,West
30,htn_controlled,8.7,7.6,9.7,Proportion,"8.7 (7.6, 9.7)",5038,,NA,Total,Goa,West
31,htn_screened,91.7,90,93.5,Proportion,"91.7 (90, 93.5)",2936,,NA,Total,Lakshadweep,South
31,htn_disease,28,25.2,30.8,Proportion,"28 (25.2, 30.8)",2936,,NA,Total,Lakshadweep,South
31,htn_diagnosed,12,10.1,13.8,Proportion,"12 (10.1, 13.8)",2936,,NA,Total,Lakshadweep,South
31,htn_treated,10.2,8.7,11.8,Proportion,"10.2 (8.7, 11.8)",2936,,NA,Total,Lakshadweep,South
31,htn_controlled,3.7,2.7,4.8,Proportion,"3.7 (2.7, 4.8)",2936,,NA,Total,Lakshadweep,South
32,htn_screened,86.8,86,87.6,Proportion,"86.8 (86, 87.6)",31304,,NA,Total,Kerala,South
32,htn_disease,29.4,28.8,30,Proportion,"29.4 (28.8, 30)",31304,,NA,Total,Kerala,South
32,htn_diagnosed,16.4,15.8,16.9,Proportion,"16.4 (15.8, 16.9)",31304,,NA,Total,Kerala,South
32,htn_treated,13.3,12.9,13.7,Proportion,"13.3 (12.9, 13.7)",31304,,NA,Total,Kerala,South
32,htn_controlled,6.5,6.2,6.8,Proportion,"6.5 (6.2, 6.8)",31304,,NA,Total,Kerala,South
33,htn_screened,80.4,79.4,81.4,Proportion,"80.4 (79.4, 81.4)",66700,,NA,Total,Tamil Nadu,South
33,htn_disease,30.9,30.1,31.7,Proportion,"30.9 (30.1, 31.7)",66700,,NA,Total,Tamil Nadu,South
33,htn_diagnosed,13,12.1,13.8,Proportion,"13 (12.1, 13.8)",66700,,NA,Total,Tamil Nadu,South
33,htn_treated,8.2,7.9,8.5,Proportion,"8.2 (7.9, 8.5)",66700,,NA,Total,Tamil Nadu,South
33,htn_controlled,3.5,3.3,3.7,Proportion,"3.5 (3.3, 3.7)",66700,,NA,Total,Tamil Nadu,South
34,htn_screened,80,76.9,83.2,Proportion,"80 (76.9, 83.2)",9392,,NA,Total,Puducherry,South
34,htn_disease,27.4,25.4,29.4,Proportion,"27.4 (25.4, 29.4)",9392,,NA,Total,Puducherry,South
34,htn_diagnosed,13,11.5,14.5,Proportion,"13 (11.5, 14.5)",9392,,NA,Total,Puducherry,South
34,htn_treated,10.2,9,11.5,Proportion,"10.2 (9, 11.5)",9392,,NA,Total,Puducherry,South
34,htn_controlled,5.5,4.5,6.4,Proportion,"5.5 (4.5, 6.4)",9392,,NA,Total,Puducherry,South
35,htn_screened,85.5,83.9,87.1,Proportion,"85.5 (83.9, 87.1)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_disease,30.4,28.4,32.5,Proportion,"30.4 (28.4, 32.5)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,13.2,11.9,14.5,Proportion,"13.2 (11.9, 14.5)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_treated,10.6,9.3,11.8,Proportion,"10.6 (9.3, 11.8)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_controlled,4.2,3.5,4.9,Proportion,"4.2 (3.5, 4.9)",6721,,NA,Total,Andaman & Nicobar Islands,South
36,htn_screened,78.1,76.8,79.4,Proportion,"78.1 (76.8, 79.4)",64529,,NA,Total,Telangana,South
36,htn_disease,31.1,30.6,31.7,Proportion,"31.1 (30.6, 31.7)",64529,,NA,Total,Telangana,South
36,htn_diagnosed,13.2,12.7,13.6,Proportion,"13.2 (12.7, 13.6)",64529,,NA,Total,Telangana,South
36,htn_treated,10.7,10.3,11.1,Proportion,"10.7 (10.3, 11.1)",64529,,NA,Total,Telangana,South
36,htn_controlled,5.4,5.1,5.6,Proportion,"5.4 (5.1, 5.6)",64529,,NA,Total,Telangana,South
37,htn_screened,74.4,70.9,77.9,Proportion,"74.4 (70.9, 77.9)",5696,,NA,Total,Ladakh,North
37,htn_disease,26.1,21.9,30.3,Proportion,"26.1 (21.9, 30.3)",5696,,NA,Total,Ladakh,North
37,htn_diagnosed,17.9,14.1,21.8,Proportion,"17.9 (14.1, 21.8)",5696,,NA,Total,Ladakh,North
37,htn_treated,8.4,6.7,10,Proportion,"8.4 (6.7, 10)",5696,,NA,Total,Ladakh,North
37,htn_controlled,3.3,2.6,4,Proportion,"3.3 (2.6, 4)",5696,,NA,Total,Ladakh,North
1,htn_screened,78.6,77.2,80,Proportion,"78.6 (77.2, 80)",27413,sex,Female,Total,Jammu & Kashmir,North
1,htn_disease,26.6,25.6,27.7,Proportion,"26.6 (25.6, 27.7)",27413,sex,Female,Total,Jammu & Kashmir,North
1,htn_diagnosed,15.9,15,16.8,Proportion,"15.9 (15, 16.8)",27413,sex,Female,Total,Jammu & Kashmir,North
1,htn_treated,10.9,10.2,11.6,Proportion,"10.9 (10.2, 11.6)",27413,sex,Female,Total,Jammu & Kashmir,North
1,htn_controlled,5,4.5,5.5,Proportion,"5 (4.5, 5.5)",27413,sex,Female,Total,Jammu & Kashmir,North
1,htn_screened,71.2,69.7,72.8,Proportion,"71.2 (69.7, 72.8)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_disease,24.4,23.3,25.4,Proportion,"24.4 (23.3, 25.4)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_diagnosed,13,12.1,13.8,Proportion,"13 (12.1, 13.8)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_treated,8.5,7.9,9.2,Proportion,"8.5 (7.9, 9.2)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_controlled,3.8,3.3,4.3,Proportion,"3.8 (3.3, 4.3)",27115,sex,Male,Total,Jammu & Kashmir,North
2,htn_screened,81.3,80,82.7,Proportion,"81.3 (80, 82.7)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_disease,25.9,24.8,27,Proportion,"25.9 (24.8, 27)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_diagnosed,15.1,14.2,16.1,Proportion,"15.1 (14.2, 16.1)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_treated,9.1,8.5,9.7,Proportion,"9.1 (8.5, 9.7)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_controlled,4.7,4.2,5.2,Proportion,"4.7 (4.2, 5.2)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_screened,65.8,63.9,67.7,Proportion,"65.8 (63.9, 67.7)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_disease,27.3,26.1,28.6,Proportion,"27.3 (26.1, 28.6)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_diagnosed,10,9.2,10.9,Proportion,"10 (9.2, 10.9)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_treated,6,5.4,6.6,Proportion,"6 (5.4, 6.6)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_controlled,2.7,2.2,3.1,Proportion,"2.7 (2.2, 3.1)",12638,sex,Male,Total,Himachal Pradesh,North
3,htn_screened,86,85.1,87,Proportion,"86 (85.1, 87)",27330,sex,Female,Total,Punjab,North
3,htn_disease,41,39.9,42.1,Proportion,"41 (39.9, 42.1)",27330,sex,Female,Total,Punjab,North
3,htn_diagnosed,23.8,22.7,24.9,Proportion,"23.8 (22.7, 24.9)",27330,sex,Female,Total,Punjab,North
3,htn_treated,10.6,10.1,11.1,Proportion,"10.6 (10.1, 11.1)",27330,sex,Female,Total,Punjab,North
3,htn_controlled,4.1,3.7,4.4,Proportion,"4.1 (3.7, 4.4)",27330,sex,Female,Total,Punjab,North
3,htn_screened,73.7,72.3,75.1,Proportion,"73.7 (72.3, 75.1)",24603,sex,Male,Total,Punjab,North
3,htn_disease,44.1,43,45.2,Proportion,"44.1 (43, 45.2)",24603,sex,Male,Total,Punjab,North
3,htn_diagnosed,15,14.2,15.8,Proportion,"15 (14.2, 15.8)",24603,sex,Male,Total,Punjab,North
3,htn_treated,6.4,6,6.8,Proportion,"6.4 (6, 6.8)",24603,sex,Male,Total,Punjab,North
3,htn_controlled,2,1.7,2.2,Proportion,"2 (1.7, 2.2)",24603,sex,Male,Total,Punjab,North
4,htn_screened,85.9,81.3,90.4,Proportion,"85.9 (81.3, 90.4)",811,sex,Female,Total,Chandigarh,North
4,htn_disease,35.9,31.6,40.1,Proportion,"35.9 (31.6, 40.1)",811,sex,Female,Total,Chandigarh,North
4,htn_diagnosed,19,14.7,23.3,Proportion,"19 (14.7, 23.3)",811,sex,Female,Total,Chandigarh,North
4,htn_treated,10.6,8.2,13,Proportion,"10.6 (8.2, 13)",811,sex,Female,Total,Chandigarh,North
4,htn_controlled,4.7,3.3,6.1,Proportion,"4.7 (3.3, 6.1)",811,sex,Female,Total,Chandigarh,North
4,htn_screened,75.4,68.5,82.2,Proportion,"75.4 (68.5, 82.2)",607,sex,Male,Total,Chandigarh,North
4,htn_disease,37.4,33,41.9,Proportion,"37.4 (33, 41.9)",607,sex,Male,Total,Chandigarh,North
4,htn_diagnosed,11,7.7,14.2,Proportion,"11 (7.7, 14.2)",607,sex,Male,Total,Chandigarh,North
4,htn_treated,6.6,4.3,9,Proportion,"6.6 (4.3, 9)",607,sex,Male,Total,Chandigarh,North
4,htn_controlled,2.8,1.2,4.4,Proportion,"2.8 (1.2, 4.4)",607,sex,Male,Total,Chandigarh,North
5,htn_screened,75.6,74.1,77.1,Proportion,"75.6 (74.1, 77.1)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_disease,29.5,28.3,30.7,Proportion,"29.5 (28.3, 30.7)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_diagnosed,13.2,12.2,14.2,Proportion,"13.2 (12.2, 14.2)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_treated,6.9,6.3,7.6,Proportion,"6.9 (6.3, 7.6)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_controlled,2.8,2.4,3.2,Proportion,"2.8 (2.4, 3.2)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_screened,63.6,61.8,65.4,Proportion,"63.6 (61.8, 65.4)",11975,sex,Male,Total,Uttarakhand,Central
5,htn_disease,38,36.4,39.7,Proportion,"38 (36.4, 39.7)",11975,sex,Male,Total,Uttarakhand,Central
5,htn_diagnosed,11.2,10.2,12.1,Proportion,"11.2 (10.2, 12.1)",11975,sex,Male,Total,Uttarakhand,Central
