state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
32,htn_diagnosed,43.8,41.9,45.8,Proportion,"43.8 (41.9, 45.8)",11143,,NA,Total,Kerala,South
33,htn_screened,86.4,85.3,87.4,Proportion,"86.4 (85.3, 87.4)",21574,,NA,Total,Tamil Nadu,South
33,htn_diagnosed,38.5,36,41,Proportion,"38.5 (36, 41)",21574,,NA,Total,Tamil Nadu,South
34,htn_screened,82.9,77.7,88,Proportion,"82.9 (77.7, 88)",3121,,NA,Total,Puducherry,South
34,htn_diagnosed,40.5,34.4,46.7,Proportion,"40.5 (34.4, 46.7)",3121,,NA,Total,Puducherry,South
35,htn_screened,88.5,86.1,91,Proportion,"88.5 (86.1, 91)",2295,,NA,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,36.5,33.2,39.9,Proportion,"36.5 (33.2, 39.9)",2295,,NA,Total,Andaman & Nicobar Islands,South
36,htn_screened,83.1,81.8,84.3,Proportion,"83.1 (81.8, 84.3)",19773,,NA,Total,Telangana,South
36,htn_diagnosed,34.6,33.4,35.7,Proportion,"34.6 (33.4, 35.7)",19773,,NA,Total,Telangana,South
37,htn_screened,90.9,86.8,94.9,Proportion,"90.9 (86.8, 94.9)",1398,,NA,Total,Ladakh,North
37,htn_diagnosed,64,54.5,73.5,Proportion,"64 (54.5, 73.5)",1398,,NA,Total,Ladakh,North
1,htn_screened,90.7,89.1,92.3,Proportion,"90.7 (89.1, 92.3)",6832,sex,Female,Total,Jammu & Kashmir,North
1,htn_diagnosed,55.3,52.4,58.2,Proportion,"55.3 (52.4, 58.2)",6832,sex,Female,Total,Jammu & Kashmir,North
1,htn_screened,81.8,79.4,84.2,Proportion,"81.8 (79.4, 84.2)",6037,sex,Male,Total,Jammu & Kashmir,North
1,htn_diagnosed,45.6,42.6,48.7,Proportion,"45.6 (42.6, 48.7)",6037,sex,Male,Total,Jammu & Kashmir,North
2,htn_screened,91.2,89.6,92.9,Proportion,"91.2 (89.6, 92.9)",3996,sex,Female,Total,Himachal Pradesh,North
2,htn_diagnosed,55.9,52.5,59.4,Proportion,"55.9 (52.5, 59.4)",3996,sex,Female,Total,Himachal Pradesh,North
2,htn_screened,73.6,71.1,76.1,Proportion,"73.6 (71.1, 76.1)",3536,sex,Male,Total,Himachal Pradesh,North
2,htn_diagnosed,29.7,27.2,32.2,Proportion,"29.7 (27.2, 32.2)",3536,sex,Male,Total,Himachal Pradesh,North
3,htn_screened,93.1,92.2,94,Proportion,"93.1 (92.2, 94)",11273,sex,Female,Total,Punjab,North
3,htn_diagnosed,57.7,55.5,59.8,Proportion,"57.7 (55.5, 59.8)",11273,sex,Female,Total,Punjab,North
3,htn_screened,78.9,77.3,80.4,Proportion,"78.9 (77.3, 80.4)",10814,sex,Male,Total,Punjab,North
3,htn_diagnosed,30,28.3,31.8,Proportion,"30 (28.3, 31.8)",10814,sex,Male,Total,Punjab,North
4,htn_screened,93.3,87.7,98.9,Proportion,"93.3 (87.7, 98.9)",274,sex,Female,Total,Chandigarh,North
4,htn_diagnosed,50.5,40.2,60.8,Proportion,"50.5 (40.2, 60.8)",274,sex,Female,Total,Chandigarh,North
4,htn_screened,76.8,69.5,84,Proportion,"76.8 (69.5, 84)",222,sex,Male,Total,Chandigarh,North
4,htn_diagnosed,24.6,15.6,33.7,Proportion,"24.6 (15.6, 33.7)",222,sex,Male,Total,Chandigarh,North
5,htn_screened,84.2,82.4,86.1,Proportion,"84.2 (82.4, 86.1)",4679,sex,Female,Total,Uttarakhand,Central
5,htn_diagnosed,42.2,39.6,44.8,Proportion,"42.2 (39.6, 44.8)",4679,sex,Female,Total,Uttarakhand,Central
5,htn_screened,70.8,68.4,73.2,Proportion,"70.8 (68.4, 73.2)",4454,sex,Male,Total,Uttarakhand,Central
5,htn_diagnosed,24.5,22.3,26.7,Proportion,"24.5 (22.3, 26.7)",4454,sex,Male,Total,Uttarakhand,Central
6,htn_screened,90.2,89.3,91.1,Proportion,"90.2 (89.3, 91.1)",8039,sex,Female,Total,Haryana,North
6,htn_diagnosed,54.5,52.4,56.7,Proportion,"54.5 (52.4, 56.7)",8039,sex,Female,Total,Haryana,North
6,htn_screened,71.3,69.7,72.8,Proportion,"71.3 (69.7, 72.8)",7443,sex,Male,Total,Haryana,North
6,htn_diagnosed,27.8,26.1,29.5,Proportion,"27.8 (26.1, 29.5)",7443,sex,Male,Total,Haryana,North
7,htn_screened,92.7,91.6,93.9,Proportion,"92.7 (91.6, 93.9)",3580,sex,Female,Total,Nct Of Delhi,North
7,htn_diagnosed,45.5,42.6,48.3,Proportion,"45.5 (42.6, 48.3)",3580,sex,Female,Total,Nct Of Delhi,North
7,htn_screened,78.3,76.2,80.3,Proportion,"78.3 (76.2, 80.3)",3825,sex,Male,Total,Nct Of Delhi,North
7,htn_diagnosed,23.5,21.8,25.2,Proportion,"23.5 (21.8, 25.2)",3825,sex,Male,Total,Nct Of Delhi,North
8,htn_screened,78.7,77.3,80.1,Proportion,"78.7 (77.3, 80.1)",10920,sex,Female,Total,Rajasthan,North
8,htn_diagnosed,45,42.8,47.3,Proportion,"45 (42.8, 47.3)",10920,sex,Female,Total,Rajasthan,North
8,htn_screened,59.6,57.8,61.5,Proportion,"59.6 (57.8, 61.5)",10684,sex,Male,Total,Rajasthan,North
8,htn_diagnosed,27,24.9,29.1,Proportion,"27 (24.9, 29.1)",10684,sex,Male,Total,Rajasthan,North
9,htn_screened,81.9,81,82.7,Proportion,"81.9 (81, 82.7)",28134,sex,Female,Total,Uttar Pradesh,Central
9,htn_diagnosed,45.9,44.4,47.3,Proportion,"45.9 (44.4, 47.3)",28134,sex,Female,Total,Uttar Pradesh,Central
9,htn_screened,66.8,65.6,67.9,Proportion,"66.8 (65.6, 67.9)",25225,sex,Male,Total,Uttar Pradesh,Central
9,htn_diagnosed,27,25.7,28.3,Proportion,"27 (25.7, 28.3)",25225,sex,Male,Total,Uttar Pradesh,Central
10,htn_screened,86.1,85,87.1,Proportion,"86.1 (85, 87.1)",12008,sex,Female,Total,Bihar,East
10,htn_diagnosed,62,60,63.9,Proportion,"62 (60, 63.9)",12008,sex,Female,Total,Bihar,East
10,htn_screened,71.8,70.3,73.3,Proportion,"71.8 (70.3, 73.3)",9339,sex,Male,Total,Bihar,East
10,htn_diagnosed,44.8,42.6,47,Proportion,"44.8 (42.6, 47)",9339,sex,Male,Total,Bihar,East
11,htn_screened,84.6,81.3,87.8,Proportion,"84.6 (81.3, 87.8)",1744,sex,Female,Total,Sikkim,North East
11,htn_diagnosed,42.2,38.3,46.2,Proportion,"42.2 (38.3, 46.2)",1744,sex,Female,Total,Sikkim,North East
11,htn_screened,75.3,71.7,79,Proportion,"75.3 (71.7, 79)",1984,sex,Male,Total,Sikkim,North East
11,htn_diagnosed,27.6,24.3,30.8,Proportion,"27.6 (24.3, 30.8)",1984,sex,Male,Total,Sikkim,North East
12,htn_screened,74.2,72,76.3,Proportion,"74.2 (72, 76.3)",7368,sex,Female,Total,Arunachal Pradesh,North East
12,htn_diagnosed,35.3,32.7,37.9,Proportion,"35.3 (32.7, 37.9)",7368,sex,Female,Total,Arunachal Pradesh,North East
12,htn_screened,66.9,64.5,69.3,Proportion,"66.9 (64.5, 69.3)",9140,sex,Male,Total,Arunachal Pradesh,North East
12,htn_diagnosed,26.6,24.4,28.8,Proportion,"26.6 (24.4, 28.8)",9140,sex,Male,Total,Arunachal Pradesh,North East
13,htn_screened,73.3,70.3,76.3,Proportion,"73.3 (70.3, 76.3)",3396,sex,Female,Total,Nagaland,North East
13,htn_diagnosed,43.1,39.5,46.6,Proportion,"43.1 (39.5, 46.6)",3396,sex,Female,Total,Nagaland,North East
13,htn_screened,68,64.7,71.3,Proportion,"68 (64.7, 71.3)",4213,sex,Male,Total,Nagaland,North East
13,htn_diagnosed,32.2,28.9,35.5,Proportion,"32.2 (28.9, 35.5)",4213,sex,Male,Total,Nagaland,North East
14,htn_screened,91.7,90.2,93.2,Proportion,"91.7 (90.2, 93.2)",2897,sex,Female,Total,Manipur,North East
14,htn_diagnosed,45.8,42.9,48.7,Proportion,"45.8 (42.9, 48.7)",2897,sex,Female,Total,Manipur,North East
14,htn_screened,85.4,83.8,87.1,Proportion,"85.4 (83.8, 87.1)",3549,sex,Male,Total,Manipur,North East
14,htn_diagnosed,34,31.8,36.1,Proportion,"34 (31.8, 36.1)",3549,sex,Male,Total,Manipur,North East
15,htn_screened,91.5,89.4,93.5,Proportion,"91.5 (89.4, 93.5)",1804,sex,Female,Total,Mizoram,North East
15,htn_diagnosed,47,41.3,52.7,Proportion,"47 (41.3, 52.7)",1804,sex,Female,Total,Mizoram,North East
15,htn_screened,86.3,83.9,88.7,Proportion,"86.3 (83.9, 88.7)",2420,sex,Male,Total,Mizoram,North East
15,htn_diagnosed,40,36.2,43.7,Proportion,"40 (36.2, 43.7)",2420,sex,Male,Total,Mizoram,North East
16,htn_screened,87.8,85.7,90,Proportion,"87.8 (85.7, 90)",2193,sex,Female,Total,Tripura,North East
16,htn_diagnosed,54.8,51.4,58.2,Proportion,"54.8 (51.4, 58.2)",2193,sex,Female,Total,Tripura,North East
16,htn_screened,79.4,76.6,82.2,Proportion,"79.4 (76.6, 82.2)",2139,sex,Male,Total,Tripura,North East
16,htn_diagnosed,41.8,38.3,45.4,Proportion,"41.8 (38.3, 45.4)",2139,sex,Male,Total,Tripura,North East
17,htn_screened,74.8,70.9,78.8,Proportion,"74.8 (70.9, 78.8)",2488,sex,Female,Total,Meghalaya,North East
17,htn_diagnosed,40.6,36.6,44.5,Proportion,"40.6 (36.6, 44.5)",2488,sex,Female,Total,Meghalaya,North East
17,htn_screened,54,50,57.9,Proportion,"54 (50, 57.9)",2859,sex,Male,Total,Meghalaya,North East
17,htn_diagnosed,21,18.5,23.4,Proportion,"21 (18.5, 23.4)",2859,sex,Male,Total,Meghalaya,North East
18,htn_screened,83.9,82.5,85.2,Proportion,"83.9 (82.5, 85.2)",9671,sex,Female,Total,Assam,North East
18,htn_diagnosed,48.2,46.3,50.1,Proportion,"48.2 (46.3, 50.1)",9671,sex,Female,Total,Assam,North East
18,htn_screened,74.4,72.8,75.9,Proportion,"74.4 (72.8, 75.9)",9421,sex,Male,Total,Assam,North East
18,htn_diagnosed,36,34.3,37.8,Proportion,"36 (34.3, 37.8)",9421,sex,Male,Total,Assam,North East
19,htn_screened,80.6,78.5,82.7,Proportion,"80.6 (78.5, 82.7)",6147,sex,Female,Total,West Bengal,East
19,htn_diagnosed,42.9,40.8,45.1,Proportion,"42.9 (40.8, 45.1)",6147,sex,Female,Total,West Bengal,East
19,htn_screened,67.3,64.9,69.7,Proportion,"67.3 (64.9, 69.7)",5444,sex,Male,Total,West Bengal,East
19,htn_diagnosed,28.9,27,30.8,Proportion,"28.9 (27, 30.8)",5444,sex,Male,Total,West Bengal,East
20,htn_screened,74.7,72.9,76.5,Proportion,"74.7 (72.9, 76.5)",7589,sex,Female,Total,Jharkhand,East
20,htn_diagnosed,43.2,40.6,45.9,Proportion,"43.2 (40.6, 45.9)",7589,sex,Female,Total,Jharkhand,East
20,htn_screened,61.6,59.4,63.8,Proportion,"61.6 (59.4, 63.8)",7835,sex,Male,Total,Jharkhand,East
20,htn_diagnosed,29.7,27,32.3,Proportion,"29.7 (27, 32.3)",7835,sex,Male,Total,Jharkhand,East
21,htn_screened,69.4,67.8,71.1,Proportion,"69.4 (67.8, 71.1)",10041,sex,Female,Total,Odisha,East
21,htn_diagnosed,41.2,39.2,43.2,Proportion,"41.2 (39.2, 43.2)",10041,sex,Female,Total,Odisha,East
21,htn_screened,50.7,49,52.5,Proportion,"50.7 (49, 52.5)",9166,sex,Male,Total,Odisha,East
21,htn_diagnosed,23.6,22,25.2,Proportion,"23.6 (22, 25.2)",9166,sex,Male,Total,Odisha,East
22,htn_screened,71.3,69.4,73.1,Proportion,"71.3 (69.4, 73.1)",9474,sex,Female,Total,Chhattisgarh,Central
22,htn_diagnosed,27.2,25.1,29.3,Proportion,"27.2 (25.1, 29.3)",9474,sex,Female,Total,Chhattisgarh,Central
22,htn_screened,59.9,57.8,62,Proportion,"59.9 (57.8, 62)",10023,sex,Male,Total,Chhattisgarh,Central
22,htn_diagnosed,16.1,14.6,17.5,Proportion,"16.1 (14.6, 17.5)",10023,sex,Male,Total,Chhattisgarh,Central
23,htn_screened,72,70.7,73.4,Proportion,"72 (70.7, 73.4)",15041,sex,Female,Total,Madhya Pradesh,Central
23,htn_diagnosed,32.3,30.7,33.9,Proportion,"32.3 (30.7, 33.9)",15041,sex,Female,Total,Madhya Pradesh,Central
23,htn_screened,49.9,48.3,51.4,Proportion,"49.9 (48.3, 51.4)",14668,sex,Male,Total,Madhya Pradesh,Central
23,htn_diagnosed,15.5,14.4,16.5,Proportion,"15.5 (14.4, 16.5)",14668,sex,Male,Total,Madhya Pradesh,Central
24,htn_screened,74.1,72.3,75.9,Proportion,"74.1 (72.3, 75.9)",10450,sex,Female,Total,Gujarat,West
24,htn_diagnosed,36.5,34.6,38.5,Proportion,"36.5 (34.6, 38.5)",10450,sex,Female,Total,Gujarat,West
24,htn_screened,57,54.9,59,Proportion,"57 (54.9, 59)",9826,sex,Male,Total,Gujarat,West
24,htn_diagnosed,19.5,18.1,20.9,Proportion,"19.5 (18.1, 20.9)",9826,sex,Male,Total,Gujarat,West
25,htn_screened,81.2,74.6,87.8,Proportion,"81.2 (74.6, 87.8)",648,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,37.9,31.3,44.4,Proportion,"37.9 (31.3, 44.4)",648,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_screened,71.3,64.6,77.9,Proportion,"71.3 (64.6, 77.9)",653,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,23,18.7,27.2,Proportion,"23 (18.7, 27.2)",653,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,78.1,76.1,80,Proportion,"78.1 (76.1, 80)",11800,sex,Female,Total,Maharashtra,West
27,htn_diagnosed,34.2,32.5,35.8,Proportion,"34.2 (32.5, 35.8)",11800,sex,Female,Total,Maharashtra,West
27,htn_screened,62.3,60.3,64.3,Proportion,"62.3 (60.3, 64.3)",11446,sex,Male,Total,Maharashtra,West
27,htn_diagnosed,19.6,18.4,20.9,Proportion,"19.6 (18.4, 20.9)",11446,sex,Male,Total,Maharashtra,West
28,htn_screened,86.9,85.2,88.6,Proportion,"86.9 (85.2, 88.6)",4141,sex,Female,Total,Andhra Pradesh,South
28,htn_diagnosed,46,43.4,48.6,Proportion,"46 (43.4, 48.6)",4141,sex,Female,Total,Andhra Pradesh,South
28,htn_screened,72.4,69.9,74.8,Proportion,"72.4 (69.9, 74.8)",3930,sex,Male,Total,Andhra Pradesh,South
28,htn_diagnosed,26.5,24.6,28.5,Proportion,"26.5 (24.6, 28.5)",3930,sex,Male,Total,Andhra Pradesh,South
29,htn_screened,78.3,76,80.6,Proportion,"78.3 (76, 80.6)",11113,sex,Female,Total,Karnataka,South
29,htn_diagnosed,38.1,35.8,40.4,Proportion,"38.1 (35.8, 40.4)",11113,sex,Female,Total,Karnataka,South
29,htn_screened,63.4,60.7,66.1,Proportion,"63.4 (60.7, 66.1)",10331,sex,Male,Total,Karnataka,South
29,htn_diagnosed,23.4,21.5,25.3,Proportion,"23.4 (21.5, 25.3)",10331,sex,Male,Total,Karnataka,South
30,htn_screened,96.3,94,98.6,Proportion,"96.3 (94, 98.6)",820,sex,Female,Total,Goa,West
30,htn_diagnosed,54.5,49.3,59.7,Proportion,"54.5 (49.3, 59.7)",820,sex,Female,Total,Goa,West
30,htn_screened,86.3,81,91.6,Proportion,"86.3 (81, 91.6)",668,sex,Male,Total,Goa,West
30,htn_diagnosed,30.6,26.6,34.7,Proportion,"30.6 (26.6, 34.7)",668,sex,Male,Total,Goa,West
31,htn_screened,96.8,93.8,99.8,Proportion,"96.8 (93.8, 99.8)",473,sex,Female,Total,Lakshadweep,South
31,htn_diagnosed,37,29.7,44.3,Proportion,"37 (29.7, 44.3)",473,sex,Female,Total,Lakshadweep,South
31,htn_screened,94.1,90.3,97.9,Proportion,"94.1 (90.3, 97.9)",389,sex,Male,Total,Lakshadweep,South
31,htn_diagnosed,25.6,19.5,31.8,Proportion,"25.6 (19.5, 31.8)",389,sex,Male,Total,Lakshadweep,South
32,htn_screened,96.6,95.6,97.7,Proportion,"96.6 (95.6, 97.7)",6132,sex,Female,Total,Kerala,South
32,htn_diagnosed,53.3,50.7,55.9,Proportion,"53.3 (50.7, 55.9)",6132,sex,Female,Total,Kerala,South
32,htn_screened,85.4,83.3,87.5,Proportion,"85.4 (83.3, 87.5)",5011,sex,Male,Total,Kerala,South
32,htn_diagnosed,34.4,32,36.8,Proportion,"34.4 (32, 36.8)",5011,sex,Male,Total,Kerala,South
33,htn_screened,92,91.1,93,Proportion,"92 (91.1, 93)",10861,sex,Female,Total,Tamil Nadu,South
33,htn_diagnosed,49.4,46.6,52.1,Proportion,"49.4 (46.6, 52.1)",10861,sex,Female,Total,Tamil Nadu,South
33,htn_screened,81.4,79.9,82.8,Proportion,"81.4 (79.9, 82.8)",10713,sex,Male,Total,Tamil Nadu,South
33,htn_diagnosed,29,26.6,31.3,Proportion,"29 (26.6, 31.3)",10713,sex,Male,Total,Tamil Nadu,South
34,htn_screened,89.7,84.5,94.9,Proportion,"89.7 (84.5, 94.9)",1587,sex,Female,Total,Puducherry,South
34,htn_diagnosed,49,40.8,57.2,Proportion,"49 (40.8, 57.2)",1587,sex,Female,Total,Puducherry,South
34,htn_screened,78,71.4,84.7,Proportion,"78 (71.4, 84.7)",1534,sex,Male,Total,Puducherry,South
34,htn_diagnosed,34.6,28.1,41,Proportion,"34.6 (28.1, 41)",1534,sex,Male,Total,Puducherry,South
35,htn_screened,94.2,92,96.5,Proportion,"94.2 (92, 96.5)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,47.2,42.3,52.1,Proportion,"47.2 (42.3, 52.1)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_screened,84.6,81,88.1,Proportion,"84.6 (81, 88.1)",1295,sex,Male,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,29.1,25.9,32.3,Proportion,"29.1 (25.9, 32.3)",1295,sex,Male,Total,Andaman & Nicobar Islands,South
36,htn_screened,87.8,86.6,89,Proportion,"87.8 (86.6, 89)",9944,sex,Female,Total,Telangana,South
36,htn_diagnosed,42.6,41,44.2,Proportion,"42.6 (41, 44.2)",9944,sex,Female,Total,Telangana,South
36,htn_screened,78.9,77.4,80.4,Proportion,"78.9 (77.4, 80.4)",9829,sex,Male,Total,Telangana,South
36,htn_diagnosed,27.6,26.2,28.9,Proportion,"27.6 (26.2, 28.9)",9829,sex,Male,Total,Telangana,South
37,htn_screened,92.6,87.9,97.3,Proportion,"92.6 (87.9, 97.3)",677,sex,Female,Total,Ladakh,North
37,htn_diagnosed,64.4,54.2,74.7,Proportion,"64.4 (54.2, 74.7)",677,sex,Female,Total,Ladakh,North
37,htn_screened,89.2,84.6,93.8,Proportion,"89.2 (84.6, 93.8)",721,sex,Male,Total,Ladakh,North
37,htn_diagnosed,63.6,53.8,73.4,Proportion,"63.6 (53.8, 73.4)",721,sex,Male,Total,Ladakh,North
1,htn_screened,80.5,78,83,Proportion,"80.5 (78, 83)",3038,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_diagnosed,41.4,37.9,44.9,Proportion,"41.4 (37.9, 44.9)",3038,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_screened,92.2,90.5,94,Proportion,"92.2 (90.5, 94)",7348,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_diagnosed,58,55.2,60.8,Proportion,"58 (55.2, 60.8)",7348,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_screened,93.9,92.3,95.4,Proportion,"93.9 (92.3, 95.4)",2483,age_category,65 plus,Total,Jammu & Kashmir,North
1,htn_diagnosed,67.3,64.4,70.2,Proportion,"67.3 (64.4, 70.2)",2483,age_category,65 plus,Total,Jammu & Kashmir,North
2,htn_screened,75.8,72.7,79,Proportion,"75.8 (72.7, 79)",1572,age_category,18-39,Total,Himachal Pradesh,North
