state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
11,htn_unscreened,20.2,17.2,23.2,Proportion,"20.2 (17.2, 23.2)",3728,,NA,Total,Sikkim,North East
11,htn_undiagnosed,65.4,62.3,68.5,Proportion,"65.4 (62.3, 68.5)",3728,,NA,Total,Sikkim,North East
12,htn_unscreened,29.8,27.7,32,Proportion,"29.8 (27.7, 32)",16508,,NA,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,69.5,67.3,71.7,Proportion,"69.5 (67.3, 71.7)",16508,,NA,Total,Arunachal Pradesh,North East
13,htn_unscreened,29.7,26.9,32.5,Proportion,"29.7 (26.9, 32.5)",7609,,NA,Total,Nagaland,North East
13,htn_undiagnosed,63.1,60.1,66.2,Proportion,"63.1 (60.1, 66.2)",7609,,NA,Total,Nagaland,North East
14,htn_unscreened,11.9,10.6,13.1,Proportion,"11.9 (10.6, 13.1)",6446,,NA,Total,Manipur,North East
14,htn_undiagnosed,60.9,58.9,63,Proportion,"60.9 (58.9, 63)",6446,,NA,Total,Manipur,North East
15,htn_unscreened,11.5,9.6,13.3,Proportion,"11.5 (9.6, 13.3)",4224,,NA,Total,Mizoram,North East
15,htn_undiagnosed,57,53.2,60.9,Proportion,"57 (53.2, 60.9)",4224,,NA,Total,Mizoram,North East
16,htn_unscreened,16.4,14.3,18.5,Proportion,"16.4 (14.3, 18.5)",4332,,NA,Total,Tripura,North East
16,htn_undiagnosed,51.7,48.8,54.7,Proportion,"51.7 (48.8, 54.7)",4332,,NA,Total,Tripura,North East
17,htn_unscreened,35.8,32.1,39.4,Proportion,"35.8 (32.1, 39.4)",5347,,NA,Total,Meghalaya,North East
17,htn_undiagnosed,69.4,66.8,72,Proportion,"69.4 (66.8, 72)",5347,,NA,Total,Meghalaya,North East
18,htn_unscreened,20.7,19.5,22,Proportion,"20.7 (19.5, 22)",19092,,NA,Total,Assam,North East
18,htn_undiagnosed,57.7,56.1,59.4,Proportion,"57.7 (56.1, 59.4)",19092,,NA,Total,Assam,North East
19,htn_unscreened,25.7,23.8,27.6,Proportion,"25.7 (23.8, 27.6)",11591,,NA,Total,West Bengal,East
19,htn_undiagnosed,63.7,62.1,65.4,Proportion,"63.7 (62.1, 65.4)",11591,,NA,Total,West Bengal,East
20,htn_unscreened,32,30.2,33.8,Proportion,"32 (30.2, 33.8)",15424,,NA,Total,Jharkhand,East
20,htn_undiagnosed,63.7,61.2,66.2,Proportion,"63.7 (61.2, 66.2)",15424,,NA,Total,Jharkhand,East
21,htn_unscreened,39.6,38.1,41.1,Proportion,"39.6 (38.1, 41.1)",19207,,NA,Total,Odisha,East
21,htn_undiagnosed,67.3,65.6,68.9,Proportion,"67.3 (65.6, 68.9)",19207,,NA,Total,Odisha,East
22,htn_unscreened,34.8,33,36.6,Proportion,"34.8 (33, 36.6)",19497,,NA,Total,Chhattisgarh,Central
22,htn_undiagnosed,78.7,77.1,80.3,Proportion,"78.7 (77.1, 80.3)",19497,,NA,Total,Chhattisgarh,Central
23,htn_unscreened,39.2,37.9,40.5,Proportion,"39.2 (37.9, 40.5)",29709,,NA,Total,Madhya Pradesh,Central
23,htn_undiagnosed,76.2,75,77.4,Proportion,"76.2 (75, 77.4)",29709,,NA,Total,Madhya Pradesh,Central
24,htn_unscreened,34.7,33,36.5,Proportion,"34.7 (33, 36.5)",20276,,NA,Total,Gujarat,West
24,htn_undiagnosed,72.3,70.8,73.7,Proportion,"72.3 (70.8, 73.7)",20276,,NA,Total,Gujarat,West
25,htn_unscreened,24.4,18.9,29.9,Proportion,"24.4 (18.9, 29.9)",1301,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,70.5,66.4,74.7,Proportion,"70.5 (66.4, 74.7)",1301,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_unscreened,30.3,28.6,31.9,Proportion,"30.3 (28.6, 31.9)",23246,,NA,Total,Maharashtra,West
27,htn_undiagnosed,73.5,72.4,74.6,Proportion,"73.5 (72.4, 74.6)",23246,,NA,Total,Maharashtra,West
28,htn_unscreened,20.7,19,22.5,Proportion,"20.7 (19, 22.5)",8071,,NA,Total,Andhra Pradesh,South
28,htn_undiagnosed,64.2,62.3,66.1,Proportion,"64.2 (62.3, 66.1)",8071,,NA,Total,Andhra Pradesh,South
29,htn_unscreened,29.4,27.1,31.7,Proportion,"29.4 (27.1, 31.7)",21444,,NA,Total,Karnataka,South
29,htn_undiagnosed,69.5,67.6,71.4,Proportion,"69.5 (67.6, 71.4)",21444,,NA,Total,Karnataka,South
30,htn_unscreened,8.7,5.5,11.8,Proportion,"8.7 (5.5, 11.8)",1488,,NA,Total,Goa,West
30,htn_undiagnosed,57.4,53.9,60.9,Proportion,"57.4 (53.9, 60.9)",1488,,NA,Total,Goa,West
31,htn_unscreened,4.5,1.9,7.1,Proportion,"4.5 (1.9, 7.1)",862,,NA,Total,Lakshadweep,South
31,htn_undiagnosed,68.4,63.6,73.3,Proportion,"68.4 (63.6, 73.3)",862,,NA,Total,Lakshadweep,South
32,htn_unscreened,9,7.8,10.3,Proportion,"9 (7.8, 10.3)",11143,,NA,Total,Kerala,South
32,htn_undiagnosed,56.2,54.2,58.1,Proportion,"56.2 (54.2, 58.1)",11143,,NA,Total,Kerala,South
33,htn_unscreened,13.6,12.6,14.7,Proportion,"13.6 (12.6, 14.7)",21574,,NA,Total,Tamil Nadu,South
33,htn_undiagnosed,61.5,59,64,Proportion,"61.5 (59, 64)",21574,,NA,Total,Tamil Nadu,South
34,htn_unscreened,17.1,12,22.3,Proportion,"17.1 (12, 22.3)",3121,,NA,Total,Puducherry,South
34,htn_undiagnosed,59.5,53.3,65.6,Proportion,"59.5 (53.3, 65.6)",3121,,NA,Total,Puducherry,South
35,htn_unscreened,11.5,9,13.9,Proportion,"11.5 (9, 13.9)",2295,,NA,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,63.5,60.1,66.8,Proportion,"63.5 (60.1, 66.8)",2295,,NA,Total,Andaman & Nicobar Islands,South
36,htn_unscreened,16.9,15.7,18.2,Proportion,"16.9 (15.7, 18.2)",19773,,NA,Total,Telangana,South
36,htn_undiagnosed,65.4,64.3,66.6,Proportion,"65.4 (64.3, 66.6)",19773,,NA,Total,Telangana,South
37,htn_unscreened,9.1,5.1,13.2,Proportion,"9.1 (5.1, 13.2)",1398,,NA,Total,Ladakh,North
37,htn_undiagnosed,36,26.5,45.5,Proportion,"36 (26.5, 45.5)",1398,,NA,Total,Ladakh,North
1,htn_unscreened,9.3,7.7,10.9,Proportion,"9.3 (7.7, 10.9)",6832,sex,Female,Total,Jammu & Kashmir,North
1,htn_undiagnosed,44.7,41.8,47.6,Proportion,"44.7 (41.8, 47.6)",6832,sex,Female,Total,Jammu & Kashmir,North
1,htn_unscreened,18.2,15.8,20.6,Proportion,"18.2 (15.8, 20.6)",6037,sex,Male,Total,Jammu & Kashmir,North
1,htn_undiagnosed,54.4,51.3,57.4,Proportion,"54.4 (51.3, 57.4)",6037,sex,Male,Total,Jammu & Kashmir,North
2,htn_unscreened,8.8,7.1,10.4,Proportion,"8.8 (7.1, 10.4)",3996,sex,Female,Total,Himachal Pradesh,North
2,htn_undiagnosed,44.1,40.6,47.5,Proportion,"44.1 (40.6, 47.5)",3996,sex,Female,Total,Himachal Pradesh,North
2,htn_unscreened,26.4,23.9,28.9,Proportion,"26.4 (23.9, 28.9)",3536,sex,Male,Total,Himachal Pradesh,North
2,htn_undiagnosed,70.3,67.8,72.8,Proportion,"70.3 (67.8, 72.8)",3536,sex,Male,Total,Himachal Pradesh,North
3,htn_unscreened,6.9,6,7.8,Proportion,"6.9 (6, 7.8)",11273,sex,Female,Total,Punjab,North
3,htn_undiagnosed,42.3,40.2,44.5,Proportion,"42.3 (40.2, 44.5)",11273,sex,Female,Total,Punjab,North
3,htn_unscreened,21.1,19.6,22.7,Proportion,"21.1 (19.6, 22.7)",10814,sex,Male,Total,Punjab,North
3,htn_undiagnosed,70,68.2,71.7,Proportion,"70 (68.2, 71.7)",10814,sex,Male,Total,Punjab,North
4,htn_unscreened,6.7,1.1,12.3,Proportion,"6.7 (1.1, 12.3)",274,sex,Female,Total,Chandigarh,North
4,htn_undiagnosed,49.5,39.2,59.8,Proportion,"49.5 (39.2, 59.8)",274,sex,Female,Total,Chandigarh,North
4,htn_unscreened,23.2,16,30.5,Proportion,"23.2 (16, 30.5)",222,sex,Male,Total,Chandigarh,North
4,htn_undiagnosed,75.4,66.3,84.4,Proportion,"75.4 (66.3, 84.4)",222,sex,Male,Total,Chandigarh,North
5,htn_unscreened,15.8,13.9,17.6,Proportion,"15.8 (13.9, 17.6)",4679,sex,Female,Total,Uttarakhand,Central
5,htn_undiagnosed,57.8,55.2,60.4,Proportion,"57.8 (55.2, 60.4)",4679,sex,Female,Total,Uttarakhand,Central
5,htn_unscreened,29.2,26.8,31.6,Proportion,"29.2 (26.8, 31.6)",4454,sex,Male,Total,Uttarakhand,Central
5,htn_undiagnosed,75.5,73.3,77.7,Proportion,"75.5 (73.3, 77.7)",4454,sex,Male,Total,Uttarakhand,Central
6,htn_unscreened,9.8,8.9,10.7,Proportion,"9.8 (8.9, 10.7)",8039,sex,Female,Total,Haryana,North
6,htn_undiagnosed,45.5,43.3,47.6,Proportion,"45.5 (43.3, 47.6)",8039,sex,Female,Total,Haryana,North
6,htn_unscreened,28.7,27.2,30.3,Proportion,"28.7 (27.2, 30.3)",7443,sex,Male,Total,Haryana,North
6,htn_undiagnosed,72.2,70.5,73.9,Proportion,"72.2 (70.5, 73.9)",7443,sex,Male,Total,Haryana,North
7,htn_unscreened,7.3,6.1,8.4,Proportion,"7.3 (6.1, 8.4)",3580,sex,Female,Total,Nct Of Delhi,North
7,htn_undiagnosed,54.5,51.7,57.4,Proportion,"54.5 (51.7, 57.4)",3580,sex,Female,Total,Nct Of Delhi,North
7,htn_unscreened,21.7,19.7,23.8,Proportion,"21.7 (19.7, 23.8)",3825,sex,Male,Total,Nct Of Delhi,North
7,htn_undiagnosed,76.5,74.8,78.2,Proportion,"76.5 (74.8, 78.2)",3825,sex,Male,Total,Nct Of Delhi,North
8,htn_unscreened,21.3,19.9,22.7,Proportion,"21.3 (19.9, 22.7)",10920,sex,Female,Total,Rajasthan,North
8,htn_undiagnosed,55,52.7,57.2,Proportion,"55 (52.7, 57.2)",10920,sex,Female,Total,Rajasthan,North
8,htn_unscreened,40.4,38.5,42.2,Proportion,"40.4 (38.5, 42.2)",10684,sex,Male,Total,Rajasthan,North
8,htn_undiagnosed,73,70.9,75.1,Proportion,"73 (70.9, 75.1)",10684,sex,Male,Total,Rajasthan,North
9,htn_unscreened,18.1,17.3,19,Proportion,"18.1 (17.3, 19)",28134,sex,Female,Total,Uttar Pradesh,Central
9,htn_undiagnosed,54.1,52.7,55.6,Proportion,"54.1 (52.7, 55.6)",28134,sex,Female,Total,Uttar Pradesh,Central
9,htn_unscreened,33.2,32.1,34.4,Proportion,"33.2 (32.1, 34.4)",25225,sex,Male,Total,Uttar Pradesh,Central
9,htn_undiagnosed,73,71.7,74.3,Proportion,"73 (71.7, 74.3)",25225,sex,Male,Total,Uttar Pradesh,Central
10,htn_unscreened,13.9,12.9,15,Proportion,"13.9 (12.9, 15)",12008,sex,Female,Total,Bihar,East
10,htn_undiagnosed,38,36.1,40,Proportion,"38 (36.1, 40)",12008,sex,Female,Total,Bihar,East
10,htn_unscreened,28.2,26.7,29.7,Proportion,"28.2 (26.7, 29.7)",9339,sex,Male,Total,Bihar,East
10,htn_undiagnosed,55.2,53,57.4,Proportion,"55.2 (53, 57.4)",9339,sex,Male,Total,Bihar,East
11,htn_unscreened,15.4,12.2,18.7,Proportion,"15.4 (12.2, 18.7)",1744,sex,Female,Total,Sikkim,North East
11,htn_undiagnosed,57.8,53.8,61.7,Proportion,"57.8 (53.8, 61.7)",1744,sex,Female,Total,Sikkim,North East
11,htn_unscreened,24.7,21,28.3,Proportion,"24.7 (21, 28.3)",1984,sex,Male,Total,Sikkim,North East
11,htn_undiagnosed,72.4,69.2,75.7,Proportion,"72.4 (69.2, 75.7)",1984,sex,Male,Total,Sikkim,North East
12,htn_unscreened,25.8,23.7,28,Proportion,"25.8 (23.7, 28)",7368,sex,Female,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,64.7,62.1,67.3,Proportion,"64.7 (62.1, 67.3)",7368,sex,Female,Total,Arunachal Pradesh,North East
12,htn_unscreened,33.1,30.7,35.5,Proportion,"33.1 (30.7, 35.5)",9140,sex,Male,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,73.4,71.2,75.6,Proportion,"73.4 (71.2, 75.6)",9140,sex,Male,Total,Arunachal Pradesh,North East
13,htn_unscreened,26.7,23.7,29.7,Proportion,"26.7 (23.7, 29.7)",3396,sex,Female,Total,Nagaland,North East
13,htn_undiagnosed,56.9,53.4,60.5,Proportion,"56.9 (53.4, 60.5)",3396,sex,Female,Total,Nagaland,North East
13,htn_unscreened,32,28.7,35.3,Proportion,"32 (28.7, 35.3)",4213,sex,Male,Total,Nagaland,North East
13,htn_undiagnosed,67.8,64.5,71.1,Proportion,"67.8 (64.5, 71.1)",4213,sex,Male,Total,Nagaland,North East
14,htn_unscreened,8.3,6.8,9.8,Proportion,"8.3 (6.8, 9.8)",2897,sex,Female,Total,Manipur,North East
14,htn_undiagnosed,54.2,51.3,57.1,Proportion,"54.2 (51.3, 57.1)",2897,sex,Female,Total,Manipur,North East
14,htn_unscreened,14.6,12.9,16.2,Proportion,"14.6 (12.9, 16.2)",3549,sex,Male,Total,Manipur,North East
14,htn_undiagnosed,66,63.9,68.2,Proportion,"66 (63.9, 68.2)",3549,sex,Male,Total,Manipur,North East
15,htn_unscreened,8.5,6.5,10.6,Proportion,"8.5 (6.5, 10.6)",1804,sex,Female,Total,Mizoram,North East
15,htn_undiagnosed,53,47.3,58.7,Proportion,"53 (47.3, 58.7)",1804,sex,Female,Total,Mizoram,North East
15,htn_unscreened,13.7,11.3,16.1,Proportion,"13.7 (11.3, 16.1)",2420,sex,Male,Total,Mizoram,North East
15,htn_undiagnosed,60,56.3,63.8,Proportion,"60 (56.3, 63.8)",2420,sex,Male,Total,Mizoram,North East
16,htn_unscreened,12.2,10,14.3,Proportion,"12.2 (10, 14.3)",2193,sex,Female,Total,Tripura,North East
16,htn_undiagnosed,45.2,41.8,48.6,Proportion,"45.2 (41.8, 48.6)",2193,sex,Female,Total,Tripura,North East
16,htn_unscreened,20.6,17.8,23.4,Proportion,"20.6 (17.8, 23.4)",2139,sex,Male,Total,Tripura,North East
16,htn_undiagnosed,58.2,54.6,61.7,Proportion,"58.2 (54.6, 61.7)",2139,sex,Male,Total,Tripura,North East
17,htn_unscreened,25.2,21.2,29.1,Proportion,"25.2 (21.2, 29.1)",2488,sex,Female,Total,Meghalaya,North East
17,htn_undiagnosed,59.4,55.5,63.4,Proportion,"59.4 (55.5, 63.4)",2488,sex,Female,Total,Meghalaya,North East
17,htn_unscreened,46,42.1,50,Proportion,"46 (42.1, 50)",2859,sex,Male,Total,Meghalaya,North East
17,htn_undiagnosed,79,76.6,81.5,Proportion,"79 (76.6, 81.5)",2859,sex,Male,Total,Meghalaya,North East
18,htn_unscreened,16.1,14.8,17.5,Proportion,"16.1 (14.8, 17.5)",9671,sex,Female,Total,Assam,North East
18,htn_undiagnosed,51.8,49.9,53.7,Proportion,"51.8 (49.9, 53.7)",9671,sex,Female,Total,Assam,North East
18,htn_unscreened,25.6,24.1,27.2,Proportion,"25.6 (24.1, 27.2)",9421,sex,Male,Total,Assam,North East
18,htn_undiagnosed,64,62.2,65.7,Proportion,"64 (62.2, 65.7)",9421,sex,Male,Total,Assam,North East
19,htn_unscreened,19.4,17.3,21.5,Proportion,"19.4 (17.3, 21.5)",6147,sex,Female,Total,West Bengal,East
19,htn_undiagnosed,57.1,54.9,59.2,Proportion,"57.1 (54.9, 59.2)",6147,sex,Female,Total,West Bengal,East
19,htn_unscreened,32.7,30.3,35.1,Proportion,"32.7 (30.3, 35.1)",5444,sex,Male,Total,West Bengal,East
19,htn_undiagnosed,71.1,69.2,73,Proportion,"71.1 (69.2, 73)",5444,sex,Male,Total,West Bengal,East
20,htn_unscreened,25.3,23.5,27.1,Proportion,"25.3 (23.5, 27.1)",7589,sex,Female,Total,Jharkhand,East
20,htn_undiagnosed,56.8,54.1,59.4,Proportion,"56.8 (54.1, 59.4)",7589,sex,Female,Total,Jharkhand,East
20,htn_unscreened,38.4,36.2,40.6,Proportion,"38.4 (36.2, 40.6)",7835,sex,Male,Total,Jharkhand,East
20,htn_undiagnosed,70.3,67.7,73,Proportion,"70.3 (67.7, 73)",7835,sex,Male,Total,Jharkhand,East
21,htn_unscreened,30.6,28.9,32.2,Proportion,"30.6 (28.9, 32.2)",10041,sex,Female,Total,Odisha,East
21,htn_undiagnosed,58.8,56.8,60.8,Proportion,"58.8 (56.8, 60.8)",10041,sex,Female,Total,Odisha,East
21,htn_unscreened,49.3,47.5,51,Proportion,"49.3 (47.5, 51)",9166,sex,Male,Total,Odisha,East
21,htn_undiagnosed,76.4,74.8,78,Proportion,"76.4 (74.8, 78)",9166,sex,Male,Total,Odisha,East
22,htn_unscreened,28.7,26.9,30.6,Proportion,"28.7 (26.9, 30.6)",9474,sex,Female,Total,Chhattisgarh,Central
22,htn_undiagnosed,72.8,70.7,74.9,Proportion,"72.8 (70.7, 74.9)",9474,sex,Female,Total,Chhattisgarh,Central
22,htn_unscreened,40.1,38,42.2,Proportion,"40.1 (38, 42.2)",10023,sex,Male,Total,Chhattisgarh,Central
22,htn_undiagnosed,83.9,82.5,85.4,Proportion,"83.9 (82.5, 85.4)",10023,sex,Male,Total,Chhattisgarh,Central
23,htn_unscreened,28,26.6,29.3,Proportion,"28 (26.6, 29.3)",15041,sex,Female,Total,Madhya Pradesh,Central
23,htn_undiagnosed,67.7,66.1,69.3,Proportion,"67.7 (66.1, 69.3)",15041,sex,Female,Total,Madhya Pradesh,Central
23,htn_unscreened,50.1,48.6,51.7,Proportion,"50.1 (48.6, 51.7)",14668,sex,Male,Total,Madhya Pradesh,Central
23,htn_undiagnosed,84.5,83.5,85.6,Proportion,"84.5 (83.5, 85.6)",14668,sex,Male,Total,Madhya Pradesh,Central
24,htn_unscreened,25.9,24.1,27.7,Proportion,"25.9 (24.1, 27.7)",10450,sex,Female,Total,Gujarat,West
24,htn_undiagnosed,63.5,61.5,65.4,Proportion,"63.5 (61.5, 65.4)",10450,sex,Female,Total,Gujarat,West
24,htn_unscreened,43,41,45.1,Proportion,"43 (41, 45.1)",9826,sex,Male,Total,Gujarat,West
24,htn_undiagnosed,80.5,79.1,81.9,Proportion,"80.5 (79.1, 81.9)",9826,sex,Male,Total,Gujarat,West
25,htn_unscreened,18.8,12.2,25.4,Proportion,"18.8 (12.2, 25.4)",648,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,62.1,55.6,68.7,Proportion,"62.1 (55.6, 68.7)",648,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,28.7,22.1,35.4,Proportion,"28.7 (22.1, 35.4)",653,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,77,72.8,81.3,Proportion,"77 (72.8, 81.3)",653,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_unscreened,21.9,20,23.9,Proportion,"21.9 (20, 23.9)",11800,sex,Female,Total,Maharashtra,West
27,htn_undiagnosed,65.8,64.2,67.5,Proportion,"65.8 (64.2, 67.5)",11800,sex,Female,Total,Maharashtra,West
27,htn_unscreened,37.7,35.7,39.7,Proportion,"37.7 (35.7, 39.7)",11446,sex,Male,Total,Maharashtra,West
27,htn_undiagnosed,80.4,79.1,81.6,Proportion,"80.4 (79.1, 81.6)",11446,sex,Male,Total,Maharashtra,West
28,htn_unscreened,13.1,11.4,14.8,Proportion,"13.1 (11.4, 14.8)",4141,sex,Female,Total,Andhra Pradesh,South
28,htn_undiagnosed,54,51.4,56.6,Proportion,"54 (51.4, 56.6)",4141,sex,Female,Total,Andhra Pradesh,South
28,htn_unscreened,27.6,25.2,30.1,Proportion,"27.6 (25.2, 30.1)",3930,sex,Male,Total,Andhra Pradesh,South
28,htn_undiagnosed,73.5,71.5,75.4,Proportion,"73.5 (71.5, 75.4)",3930,sex,Male,Total,Andhra Pradesh,South
29,htn_unscreened,21.7,19.4,24,Proportion,"21.7 (19.4, 24)",11113,sex,Female,Total,Karnataka,South
29,htn_undiagnosed,61.9,59.6,64.2,Proportion,"61.9 (59.6, 64.2)",11113,sex,Female,Total,Karnataka,South
29,htn_unscreened,36.6,33.9,39.3,Proportion,"36.6 (33.9, 39.3)",10331,sex,Male,Total,Karnataka,South
29,htn_undiagnosed,76.6,74.7,78.5,Proportion,"76.6 (74.7, 78.5)",10331,sex,Male,Total,Karnataka,South
30,htn_unscreened,3.7,1.4,6,Proportion,"3.7 (1.4, 6)",820,sex,Female,Total,Goa,West
30,htn_undiagnosed,45.5,40.3,50.7,Proportion,"45.5 (40.3, 50.7)",820,sex,Female,Total,Goa,West
30,htn_unscreened,13.7,8.4,19,Proportion,"13.7 (8.4, 19)",668,sex,Male,Total,Goa,West
30,htn_undiagnosed,69.4,65.3,73.4,Proportion,"69.4 (65.3, 73.4)",668,sex,Male,Total,Goa,West
31,htn_unscreened,3.2,0.2,6.2,Proportion,"3.2 (0.2, 6.2)",473,sex,Female,Total,Lakshadweep,South
31,htn_undiagnosed,63,55.7,70.3,Proportion,"63 (55.7, 70.3)",473,sex,Female,Total,Lakshadweep,South
31,htn_unscreened,5.9,2.1,9.7,Proportion,"5.9 (2.1, 9.7)",389,sex,Male,Total,Lakshadweep,South
31,htn_undiagnosed,74.4,68.2,80.5,Proportion,"74.4 (68.2, 80.5)",389,sex,Male,Total,Lakshadweep,South
32,htn_unscreened,3.4,2.3,4.4,Proportion,"3.4 (2.3, 4.4)",6132,sex,Female,Total,Kerala,South
32,htn_undiagnosed,46.7,44.1,49.3,Proportion,"46.7 (44.1, 49.3)",6132,sex,Female,Total,Kerala,South
32,htn_unscreened,14.6,12.5,16.7,Proportion,"14.6 (12.5, 16.7)",5011,sex,Male,Total,Kerala,South
32,htn_undiagnosed,65.6,63.2,68,Proportion,"65.6 (63.2, 68)",5011,sex,Male,Total,Kerala,South
33,htn_unscreened,8,7,8.9,Proportion,"8 (7, 8.9)",10861,sex,Female,Total,Tamil Nadu,South
33,htn_undiagnosed,50.6,47.9,53.4,Proportion,"50.6 (47.9, 53.4)",10861,sex,Female,Total,Tamil Nadu,South
33,htn_unscreened,18.6,17.2,20.1,Proportion,"18.6 (17.2, 20.1)",10713,sex,Male,Total,Tamil Nadu,South
33,htn_undiagnosed,71,68.7,73.4,Proportion,"71 (68.7, 73.4)",10713,sex,Male,Total,Tamil Nadu,South
34,htn_unscreened,10.3,5.1,15.5,Proportion,"10.3 (5.1, 15.5)",1587,sex,Female,Total,Puducherry,South
34,htn_undiagnosed,51,42.8,59.2,Proportion,"51 (42.8, 59.2)",1587,sex,Female,Total,Puducherry,South
34,htn_unscreened,22,15.3,28.6,Proportion,"22 (15.3, 28.6)",1534,sex,Male,Total,Puducherry,South
34,htn_undiagnosed,65.4,59,71.9,Proportion,"65.4 (59, 71.9)",1534,sex,Male,Total,Puducherry,South
35,htn_unscreened,5.8,3.5,8,Proportion,"5.8 (3.5, 8)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,52.8,47.9,57.7,Proportion,"52.8 (47.9, 57.7)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,15.4,11.9,19,Proportion,"15.4 (11.9, 19)",1295,sex,Male,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,70.9,67.7,74.1,Proportion,"70.9 (67.7, 74.1)",1295,sex,Male,Total,Andaman & Nicobar Islands,South
36,htn_unscreened,12.2,11,13.4,Proportion,"12.2 (11, 13.4)",9944,sex,Female,Total,Telangana,South
36,htn_undiagnosed,57.4,55.8,59,Proportion,"57.4 (55.8, 59)",9944,sex,Female,Total,Telangana,South
36,htn_unscreened,21.1,19.6,22.6,Proportion,"21.1 (19.6, 22.6)",9829,sex,Male,Total,Telangana,South
36,htn_undiagnosed,72.4,71.1,73.8,Proportion,"72.4 (71.1, 73.8)",9829,sex,Male,Total,Telangana,South
37,htn_unscreened,7.4,2.7,12.1,Proportion,"7.4 (2.7, 12.1)",677,sex,Female,Total,Ladakh,North
37,htn_undiagnosed,35.6,25.3,45.8,Proportion,"35.6 (25.3, 45.8)",677,sex,Female,Total,Ladakh,North
37,htn_unscreened,10.8,6.2,15.4,Proportion,"10.8 (6.2, 15.4)",721,sex,Male,Total,Ladakh,North
37,htn_undiagnosed,36.4,26.6,46.2,Proportion,"36.4 (26.6, 46.2)",721,sex,Male,Total,Ladakh,North
1,htn_unscreened,19.5,17,22,Proportion,"19.5 (17, 22)",3038,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_undiagnosed,58.6,55.1,62.1,Proportion,"58.6 (55.1, 62.1)",3038,age_category,18-39,Total,Jammu & Kashmir,North
