strata,variable,estimate,lci,uci,type,group,est_ci,n,stratification,residence
Male,age_category5,5.2,5.1,5.2,Grouped,"[65,70)","5.2 (5.1, 5.2)",801602,sex,Total
Male,age_category5,3.5,3.5,3.6,Grouped,"[70,75)","3.5 (3.5, 3.6)",801602,sex,Total
Male,age_category5,1.7,1.7,1.8,Grouped,"[75,80)","1.7 (1.7, 1.8)",801602,sex,Total
Male,age_category5,1,1,1.1,Grouped,"[80,85)","1 (1, 1.1)",801602,sex,Total
Male,age_category5,0.5,0.4,0.5,Grouped,"[85,90)","0.5 (0.4, 0.5)",801602,sex,Total
Male,age_category5,0.2,0.2,0.2,Grouped,"[90,95)","0.2 (0.2, 0.2)",801602,sex,Total
Male,age_category5,0.1,0.1,0.1,Grouped,"[95,100]","0.1 (0.1, 0.1)",801602,sex,Total
Female,education,12.4,12.2,12.6,Grouped,Higher,"12.4 (12.2, 12.6)",889507,sex,Total
Female,education,37.1,36.8,37.4,Grouped,No education,"37.1 (36.8, 37.4)",889507,sex,Total
Female,education,13.8,13.7,14,Grouped,Primary,"13.8 (13.7, 14)",889507,sex,Total
Female,education,36.7,36.5,36.9,Grouped,Secondary,"36.7 (36.5, 36.9)",889507,sex,Total
Male,education,18,17.7,18.3,Grouped,Higher,"18 (17.7, 18.3)",801602,sex,Total
Male,education,17.4,17.2,17.6,Grouped,No education,"17.4 (17.2, 17.6)",801602,sex,Total
Male,education,15.1,14.9,15.2,Grouped,Primary,"15.1 (14.9, 15.2)",801602,sex,Total
Male,education,49.5,49.3,49.7,Grouped,Secondary,"49.5 (49.3, 49.7)",801602,sex,Total
Female,caste,27.1,26.7,27.5,Grouped,General,"27.1 (26.7, 27.5)",889507,sex,Total
Female,caste,42.1,41.7,42.5,Grouped,OBC,"42.1 (41.7, 42.5)",889507,sex,Total
Female,caste,21.5,21.2,21.9,Grouped,Schedule Caste,"21.5 (21.2, 21.9)",889507,sex,Total
Female,caste,9.3,9.1,9.6,Grouped,Schedule Tribe,"9.3 (9.1, 9.6)",889507,sex,Total
Male,caste,27.3,26.8,27.7,Grouped,General,"27.3 (26.8, 27.7)",801602,sex,Total
Male,caste,41.7,41.3,42.1,Grouped,OBC,"41.7 (41.3, 42.1)",801602,sex,Total
Male,caste,21.4,21,21.8,Grouped,Schedule Caste,"21.4 (21, 21.8)",801602,sex,Total
Male,caste,9.6,9.3,9.9,Grouped,Schedule Tribe,"9.6 (9.3, 9.9)",801602,sex,Total
Female,religion,82.3,81.9,82.7,Grouped,Hindu,"82.3 (81.9, 82.7)",889507,sex,Total
Female,religion,12.2,11.8,12.6,Grouped,Muslim,"12.2 (11.8, 12.6)",889507,sex,Total
Female,religion,5.5,5.4,5.7,Grouped,Other,"5.5 (5.4, 5.7)",889507,sex,Total
Male,religion,82.7,82.3,83.1,Grouped,Hindu,"82.7 (82.3, 83.1)",801602,sex,Total
Male,religion,11.8,11.4,12.2,Grouped,Muslim,"11.8 (11.4, 12.2)",801602,sex,Total
Male,religion,5.5,5.3,5.6,Grouped,Other,"5.5 (5.3, 5.6)",801602,sex,Total
Female,wealthq_ur,18.6,18.3,18.9,Grouped,1,"18.6 (18.3, 18.9)",889507,sex,Total
Female,wealthq_ur,19.6,19.4,19.8,Grouped,2,"19.6 (19.4, 19.8)",889507,sex,Total
Female,wealthq_ur,20.3,20.1,20.5,Grouped,3,"20.3 (20.1, 20.5)",889507,sex,Total
Female,wealthq_ur,20.7,20.4,20.9,Grouped,4,"20.7 (20.4, 20.9)",889507,sex,Total
Female,wealthq_ur,20.8,20.5,21.2,Grouped,5,"20.8 (20.5, 21.2)",889507,sex,Total
Male,wealthq_ur,18,17.6,18.3,Grouped,1,"18 (17.6, 18.3)",801602,sex,Total
Male,wealthq_ur,19.3,19.1,19.6,Grouped,2,"19.3 (19.1, 19.6)",801602,sex,Total
Male,wealthq_ur,20.4,20.2,20.6,Grouped,3,"20.4 (20.2, 20.6)",801602,sex,Total
Male,wealthq_ur,21.2,20.9,21.4,Grouped,4,"21.2 (20.9, 21.4)",801602,sex,Total
Male,wealthq_ur,21.1,20.8,21.5,Grouped,5,"21.1 (20.8, 21.5)",801602,sex,Total
Female,bmi_category,15.9,15.7,16.1,Grouped,Underweight,"15.9 (15.7, 16.1)",609503,sex,Total
Female,bmi_category,58.2,57.9,58.4,Grouped,Normal,"58.2 (57.9, 58.4)",609503,sex,Total
Female,bmi_category,19,18.9,19.2,Grouped,Overweight,"19 (18.9, 19.2)",609503,sex,Total
Female,bmi_category,6.9,6.8,7,Grouped,Obese,"6.9 (6.8, 7)",609503,sex,Total
Female,bmi_category,0,0,0,Grouped,NA,"0 (0, 0)",609503,sex,Total
Male,bmi_category,12.1,11.7,12.4,Grouped,Underweight,"12.1 (11.7, 12.4)",88148,sex,Total
Male,bmi_category,62.9,62.3,63.5,Grouped,Normal,"62.9 (62.3, 63.5)",88148,sex,Total
Male,bmi_category,20.7,20.2,21.3,Grouped,Overweight,"20.7 (20.2, 21.3)",88148,sex,Total
Male,bmi_category,4.3,4.1,4.5,Grouped,Obese,"4.3 (4.1, 4.5)",88148,sex,Total
Male,bmi_category,0,0,0,Grouped,NA,"0 (0, 0)",88148,sex,Total
Female,bp_group,40.1,39.9,40.3,Grouped,<120/80,"40.1 (39.9, 40.3)",889507,sex,Total
Female,bp_group,39.7,39.5,39.9,Grouped,<140/90,"39.7 (39.5, 39.9)",889507,sex,Total
Female,bp_group,14.4,14.3,14.5,Grouped,<160/100,"14.4 (14.3, 14.5)",889507,sex,Total
Female,bp_group,5.8,5.7,5.9,Grouped,>=160/100,"5.8 (5.7, 5.9)",889507,sex,Total
Male,bp_group,27.3,27.1,27.6,Grouped,<120/80,"27.3 (27.1, 27.6)",801602,sex,Total
Male,bp_group,48.7,48.5,48.9,Grouped,<140/90,"48.7 (48.5, 48.9)",801602,sex,Total
Male,bp_group,17.7,17.6,17.9,Grouped,<160/100,"17.7 (17.6, 17.9)",801602,sex,Total
Male,bp_group,6.3,6.2,6.4,Grouped,>=160/100,"6.3 (6.2, 6.4)",801602,sex,Total
Female,bmi,22.2,22.2,22.2,Continuous,NA,"22.2 (22.2, 22.2)",458265,sex,Rural
Female,age,41.5,41.5,41.6,Continuous,NA,"41.5 (41.5, 41.6)",670912,sex,Rural
Female,sbp,120.2,120.1,120.3,Continuous,NA,"120.2 (120.1, 120.3)",670912,sex,Rural
Female,dbp,79.6,79.5,79.7,Continuous,NA,"79.6 (79.5, 79.7)",670912,sex,Rural
Male,bmi,22.4,22.3,22.4,Continuous,NA,"22.4 (22.3, 22.4)",65592,sex,Rural
Male,age,42.3,42.2,42.3,Continuous,NA,"42.3 (42.2, 42.3)",602692,sex,Rural
Male,sbp,124.2,124.1,124.3,Continuous,NA,"124.2 (124.1, 124.3)",602692,sex,Rural
Male,dbp,81.5,81.4,81.5,Continuous,NA,"81.5 (81.4, 81.5)",602692,sex,Rural
Female,bmi,23.9,23.9,24,Continuous,NA,"23.9 (23.9, 24)",151238,sex,Urban
Female,age,41.8,41.7,41.9,Continuous,NA,"41.8 (41.7, 41.9)",218595,sex,Urban
Female,sbp,120.6,120.4,120.8,Continuous,NA,"120.6 (120.4, 120.8)",218595,sex,Urban
Female,dbp,79.9,79.8,80,Continuous,NA,"79.9 (79.8, 80)",218595,sex,Urban
Male,bmi,23.7,23.6,23.8,Continuous,NA,"23.7 (23.6, 23.8)",22556,sex,Urban
Male,age,41.8,41.6,41.9,Continuous,NA,"41.8 (41.6, 41.9)",198910,sex,Urban
Male,sbp,125.4,125.2,125.6,Continuous,NA,"125.4 (125.2, 125.6)",198910,sex,Urban
Male,dbp,82.1,82,82.3,Continuous,NA,"82.1 (82, 82.3)",198910,sex,Urban
Female,highwc,38.9,38.6,39.3,Proportion,NA,"38.9 (38.6, 39.3)",458664,sex,Rural
Female,htn,26.3,26.1,26.5,Proportion,NA,"26.3 (26.1, 26.5)",670912,sex,Rural
Female,highbp,19.8,19.6,19.9,Proportion,NA,"19.8 (19.6, 19.9)",670912,sex,Rural
Female,diaghtn,39.8,39.2,40.5,Proportion,NA,"39.8 (39.2, 40.5)",74381,sex,Rural
Female,htn_screened,66.9,66.5,67.3,Proportion,NA,"66.9 (66.5, 67.3)",670912,sex,Rural
Female,htn_disease,26.3,26.1,26.5,Proportion,NA,"26.3 (26.1, 26.5)",670912,sex,Rural
Female,htn_diagnosed,11.6,11.4,11.8,Proportion,NA,"11.6 (11.4, 11.8)",670912,sex,Rural
Female,htn_treated,6.1,6,6.2,Proportion,NA,"6.1 (6, 6.2)",670912,sex,Rural
Female,htn_controlled,7,6.8,7.1,Proportion,NA,"7 (6.8, 7.1)",670912,sex,Rural
Male,highwc,12.4,11.9,12.8,Proportion,NA,"12.4 (11.9, 12.8)",65683,sex,Rural
Male,htn,27.2,26.9,27.4,Proportion,NA,"27.2 (26.9, 27.4)",602692,sex,Rural
Male,highbp,23.2,22.9,23.4,Proportion,NA,"23.2 (22.9, 23.4)",602692,sex,Rural
Male,diaghtn,45.9,45.2,46.7,Proportion,NA,"45.9 (45.2, 46.7)",48847,sex,Rural
Male,htn_screened,52.6,52.2,53.1,Proportion,NA,"52.6 (52.2, 53.1)",602692,sex,Rural
Male,htn_disease,27.2,26.9,27.4,Proportion,NA,"27.2 (26.9, 27.4)",602692,sex,Rural
Male,htn_diagnosed,8.1,8,8.3,Proportion,NA,"8.1 (8, 8.3)",602692,sex,Rural
Male,htn_treated,4.3,4.2,4.4,Proportion,NA,"4.3 (4.2, 4.4)",602692,sex,Rural
Male,htn_controlled,4.4,4.3,4.5,Proportion,NA,"4.4 (4.3, 4.5)",602692,sex,Rural
Female,highwc,53.7,53,54.3,Proportion,NA,"53.7 (53, 54.3)",151281,sex,Urban
Female,htn,29.1,28.7,29.5,Proportion,NA,"29.1 (28.7, 29.5)",218595,sex,Urban
Female,highbp,21.1,20.8,21.5,Proportion,NA,"21.1 (20.8, 21.5)",218595,sex,Urban
Female,diaghtn,42.5,41.5,43.4,Proportion,NA,"42.5 (41.5, 43.4)",32963,sex,Urban
Female,htn_screened,77.3,76.6,78,Proportion,NA,"77.3 (76.6, 78)",218595,sex,Urban
Female,htn_disease,29.1,28.7,29.5,Proportion,NA,"29.1 (28.7, 29.5)",218595,sex,Urban
Female,htn_diagnosed,15,14.6,15.3,Proportion,NA,"15 (14.6, 15.3)",218595,sex,Urban
Female,htn_treated,10,9.8,10.3,Proportion,NA,"10 (9.8, 10.3)",218595,sex,Urban
Female,htn_controlled,8.6,8.3,8.9,Proportion,NA,"8.6 (8.3, 8.9)",218595,sex,Urban
Male,highwc,19.6,18.6,20.7,Proportion,NA,"19.6 (18.6, 20.7)",22573,sex,Urban
Male,htn,31.1,30.6,31.5,Proportion,NA,"31.1 (30.6, 31.5)",198910,sex,Urban
Male,highbp,25.8,25.4,26.2,Proportion,NA,"25.8 (25.4, 26.2)",198910,sex,Urban
Male,diaghtn,48.1,47,49.3,Proportion,NA,"48.1 (47, 49.3)",23137,sex,Urban
Male,htn_screened,65,64.2,65.8,Proportion,NA,"65 (64.2, 65.8)",198910,sex,Urban
Male,htn_disease,31.1,30.6,31.5,Proportion,NA,"31.1 (30.6, 31.5)",198910,sex,Urban
Male,htn_diagnosed,11.2,10.9,11.5,Proportion,NA,"11.2 (10.9, 11.5)",198910,sex,Urban
Male,htn_treated,7.6,7.3,7.8,Proportion,NA,"7.6 (7.3, 7.8)",198910,sex,Urban
Male,htn_controlled,5.8,5.6,6,Proportion,NA,"5.8 (5.6, 6)",198910,sex,Urban
Female,age_category,50.3,50.2,50.5,Grouped,18-39,"50.3 (50.2, 50.5)",670912,sex,Rural
Female,age_category,38.9,38.8,39.1,Grouped,40-64,"38.9 (38.8, 39.1)",670912,sex,Rural
Female,age_category,10.7,10.6,10.9,Grouped,65 plus,"10.7 (10.6, 10.9)",670912,sex,Rural
Male,age_category,48.8,48.6,49.1,Grouped,18-39,"48.8 (48.6, 49.1)",602692,sex,Rural
Male,age_category,38.5,38.3,38.7,Grouped,40-64,"38.5 (38.3, 38.7)",602692,sex,Rural
Male,age_category,12.7,12.5,12.8,Grouped,65 plus,"12.7 (12.5, 12.8)",602692,sex,Rural
Female,age_category,49.5,49.1,49.9,Grouped,18-39,"49.5 (49.1, 49.9)",218595,sex,Urban
Female,age_category,40.3,40,40.5,Grouped,40-64,"40.3 (40, 40.5)",218595,sex,Urban
Female,age_category,10.2,10,10.5,Grouped,65 plus,"10.2 (10, 10.5)",218595,sex,Urban
Male,age_category,49.6,49.3,50,Grouped,18-39,"49.6 (49.3, 50)",198910,sex,Urban
Male,age_category,39.2,38.9,39.5,Grouped,40-64,"39.2 (38.9, 39.5)",198910,sex,Urban
Male,age_category,11.1,10.9,11.4,Grouped,65 plus,"11.1 (10.9, 11.4)",198910,sex,Urban
Female,age_category10,29.5,29.3,29.6,Grouped,"[18,30)","29.5 (29.3, 29.6)",670912,sex,Rural
Female,age_category10,20.8,20.7,21,Grouped,"[30,40)","20.8 (20.7, 21)",670912,sex,Rural
Female,age_category10,17.9,17.8,18.1,Grouped,"[40,50)","17.9 (17.8, 18.1)",670912,sex,Rural
Female,age_category10,14.4,14.3,14.5,Grouped,"[50,60)","14.4 (14.3, 14.5)",670912,sex,Rural
Female,age_category10,11.1,11,11.2,Grouped,"[60,70)","11.1 (11, 11.2)",670912,sex,Rural
Female,age_category10,4.4,4.3,4.5,Grouped,"[70,80)","4.4 (4.3, 4.5)",670912,sex,Rural
Female,age_category10,1.9,1.8,1.9,Grouped,"[80,100]","1.9 (1.8, 1.9)",670912,sex,Rural
Male,age_category10,28.6,28.3,28.8,Grouped,"[18,30)","28.6 (28.3, 28.8)",602692,sex,Rural
Male,age_category10,20.3,20.1,20.4,Grouped,"[30,40)","20.3 (20.1, 20.4)",602692,sex,Rural
Male,age_category10,17.4,17.2,17.5,Grouped,"[40,50)","17.4 (17.2, 17.5)",602692,sex,Rural
Male,age_category10,14,13.9,14.1,Grouped,"[50,60)","14 (13.9, 14.1)",602692,sex,Rural
Male,age_category10,12.4,12.3,12.6,Grouped,"[60,70)","12.4 (12.3, 12.6)",602692,sex,Rural
Male,age_category10,5.4,5.4,5.5,Grouped,"[70,80)","5.4 (5.4, 5.5)",602692,sex,Rural
Male,age_category10,1.9,1.9,2,Grouped,"[80,100]","1.9 (1.9, 2)",602692,sex,Rural
Female,age_category10,27.4,27,27.7,Grouped,"[18,30)","27.4 (27, 27.7)",218595,sex,Urban
Female,age_category10,22.1,21.9,22.4,Grouped,"[30,40)","22.1 (21.9, 22.4)",218595,sex,Urban
Female,age_category10,19.1,18.9,19.4,Grouped,"[40,50)","19.1 (18.9, 19.4)",218595,sex,Urban
Female,age_category10,15,14.8,15.3,Grouped,"[50,60)","15 (14.8, 15.3)",218595,sex,Urban
Female,age_category10,10.5,10.3,10.7,Grouped,"[60,70)","10.5 (10.3, 10.7)",218595,sex,Urban
Female,age_category10,4.2,4,4.3,Grouped,"[70,80)","4.2 (4, 4.3)",218595,sex,Urban
Female,age_category10,1.7,1.6,1.7,Grouped,"[80,100]","1.7 (1.6, 1.7)",218595,sex,Urban
Male,age_category10,28.2,27.8,28.5,Grouped,"[18,30)","28.2 (27.8, 28.5)",198910,sex,Urban
Male,age_category10,21.5,21.2,21.7,Grouped,"[30,40)","21.5 (21.2, 21.7)",198910,sex,Urban
Male,age_category10,18.5,18.2,18.7,Grouped,"[40,50)","18.5 (18.2, 18.7)",198910,sex,Urban
Male,age_category10,14.3,14.1,14.6,Grouped,"[50,60)","14.3 (14.1, 14.6)",198910,sex,Urban
Male,age_category10,11.3,11.1,11.5,Grouped,"[60,70)","11.3 (11.1, 11.5)",198910,sex,Urban
Male,age_category10,4.8,4.7,5,Grouped,"[70,80)","4.8 (4.7, 5)",198910,sex,Urban
Male,age_category10,1.5,1.4,1.5,Grouped,"[80,100]","1.5 (1.4, 1.5)",198910,sex,Urban
Female,age_category5,5.4,5.3,5.4,Grouped,"[15,20)","5.4 (5.3, 5.4)",670912,sex,Rural
Female,age_category5,12.1,12,12.2,Grouped,"[20,25)","12.1 (12, 12.2)",670912,sex,Rural
Female,age_category5,12,11.9,12.1,Grouped,"[25,30)","12 (11.9, 12.1)",670912,sex,Rural
Female,age_category5,10.5,10.4,10.6,Grouped,"[30,35)","10.5 (10.4, 10.6)",670912,sex,Rural
Female,age_category5,10.3,10.2,10.4,Grouped,"[35,40)","10.3 (10.2, 10.4)",670912,sex,Rural
Female,age_category5,8.7,8.6,8.8,Grouped,"[40,45)","8.7 (8.6, 8.8)",670912,sex,Rural
Female,age_category5,9.2,9.1,9.3,Grouped,"[45,50)","9.2 (9.1, 9.3)",670912,sex,Rural
Female,age_category5,7.2,7.1,7.3,Grouped,"[50,55)","7.2 (7.1, 7.3)",670912,sex,Rural
Female,age_category5,7.2,7.2,7.3,Grouped,"[55,60)","7.2 (7.2, 7.3)",670912,sex,Rural
Female,age_category5,6.6,6.5,6.7,Grouped,"[60,65)","6.6 (6.5, 6.7)",670912,sex,Rural
Female,age_category5,4.5,4.4,4.5,Grouped,"[65,70)","4.5 (4.4, 4.5)",670912,sex,Rural
Female,age_category5,2.9,2.9,3,Grouped,"[70,75)","2.9 (2.9, 3)",670912,sex,Rural
Female,age_category5,1.5,1.5,1.5,Grouped,"[75,80)","1.5 (1.5, 1.5)",670912,sex,Rural
Female,age_category5,1,1,1,Grouped,"[80,85)","1 (1, 1)",670912,sex,Rural
Female,age_category5,0.5,0.4,0.5,Grouped,"[85,90)","0.5 (0.4, 0.5)",670912,sex,Rural
Female,age_category5,0.2,0.2,0.3,Grouped,"[90,95)","0.2 (0.2, 0.3)",670912,sex,Rural
Female,age_category5,0.2,0.1,0.2,Grouped,"[95,100]","0.2 (0.1, 0.2)",670912,sex,Rural
Male,age_category5,5.4,5.3,5.5,Grouped,"[15,20)","5.4 (5.3, 5.5)",602692,sex,Rural
Male,age_category5,11.7,11.5,11.8,Grouped,"[20,25)","11.7 (11.5, 11.8)",602692,sex,Rural
Male,age_category5,11.5,11.4,11.6,Grouped,"[25,30)","11.5 (11.4, 11.6)",602692,sex,Rural
Male,age_category5,10.2,10.1,10.3,Grouped,"[30,35)","10.2 (10.1, 10.3)",602692,sex,Rural
Male,age_category5,10.1,9.9,10.2,Grouped,"[35,40)","10.1 (9.9, 10.2)",602692,sex,Rural
Male,age_category5,8.5,8.4,8.6,Grouped,"[40,45)","8.5 (8.4, 8.6)",602692,sex,Rural
Male,age_category5,8.8,8.7,8.9,Grouped,"[45,50)","8.8 (8.7, 8.9)",602692,sex,Rural
Male,age_category5,7.2,7.1,7.3,Grouped,"[50,55)","7.2 (7.1, 7.3)",602692,sex,Rural
Male,age_category5,6.8,6.7,6.9,Grouped,"[55,60)","6.8 (6.7, 6.9)",602692,sex,Rural
Male,age_category5,7.1,7,7.2,Grouped,"[60,65)","7.1 (7, 7.2)",602692,sex,Rural
Male,age_category5,5.3,5.2,5.4,Grouped,"[65,70)","5.3 (5.2, 5.4)",602692,sex,Rural
Male,age_category5,3.7,3.6,3.7,Grouped,"[70,75)","3.7 (3.6, 3.7)",602692,sex,Rural
Male,age_category5,1.8,1.7,1.8,Grouped,"[75,80)","1.8 (1.7, 1.8)",602692,sex,Rural
Male,age_category5,1.1,1.1,1.2,Grouped,"[80,85)","1.1 (1.1, 1.2)",602692,sex,Rural
Male,age_category5,0.5,0.5,0.5,Grouped,"[85,90)","0.5 (0.5, 0.5)",602692,sex,Rural
Male,age_category5,0.2,0.2,0.2,Grouped,"[90,95)","0.2 (0.2, 0.2)",602692,sex,Rural
Male,age_category5,0.1,0.1,0.1,Grouped,"[95,100]","0.1 (0.1, 0.1)",602692,sex,Rural
Female,age_category5,4.4,4.3,4.5,Grouped,"[15,20)","4.4 (4.3, 4.5)",218595,sex,Urban
Female,age_category5,11.1,10.9,11.3,Grouped,"[20,25)","11.1 (10.9, 11.3)",218595,sex,Urban
