REGCODE,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,v024,REGNAME
53,htn_diagnosed,42.7,36.4,48.9,Proportion,"42.7 (36.4, 48.9)",1011,,NA,Punjab,3,Sangrur
54,htn_screened,78.6,70.6,86.5,Proportion,"78.6 (70.6, 86.5)",1016,,NA,Punjab,3,Barnala
54,htn_diagnosed,39.1,33.8,44.3,Proportion,"39.1 (33.8, 44.3)",1016,,NA,Punjab,3,Barnala
55,htn_screened,88.8,84.4,93.2,Proportion,"88.8 (84.4, 93.2)",497,,NA,Chandigarh,4,Chandigarh
55,htn_diagnosed,42,33.9,50,Proportion,"42 (33.9, 50)",497,,NA,Chandigarh,4,Chandigarh
56,htn_screened,66,58.1,73.9,Proportion,"66 (58.1, 73.9)",615,,NA,Uttarakhand,5,Uttarkashi
56,htn_diagnosed,21.5,16.3,26.7,Proportion,"21.5 (16.3, 26.7)",615,,NA,Uttarakhand,5,Uttarkashi
57,htn_screened,76.2,71.4,81.1,Proportion,"76.2 (71.4, 81.1)",662,,NA,Uttarakhand,5,Chamoli
57,htn_diagnosed,27.1,21.1,33.1,Proportion,"27.1 (21.1, 33.1)",662,,NA,Uttarakhand,5,Chamoli
58,htn_screened,75,70.1,79.9,Proportion,"75 (70.1, 79.9)",668,,NA,Uttarakhand,5,Rudraprayag
58,htn_diagnosed,29.9,25.5,34.3,Proportion,"29.9 (25.5, 34.3)",668,,NA,Uttarakhand,5,Rudraprayag
59,htn_screened,75.9,70.5,81.2,Proportion,"75.9 (70.5, 81.2)",642,,NA,Uttarakhand,5,Tehri Garhwal
59,htn_diagnosed,29.4,25.3,33.5,Proportion,"29.4 (25.3, 33.5)",642,,NA,Uttarakhand,5,Tehri Garhwal
60,htn_screened,88.8,85.2,92.4,Proportion,"88.8 (85.2, 92.4)",583,,NA,Uttarakhand,5,Dehradun
60,htn_diagnosed,42.8,35.4,50.2,Proportion,"42.8 (35.4, 50.2)",583,,NA,Uttarakhand,5,Dehradun
61,htn_screened,72.7,67.4,78,Proportion,"72.7 (67.4, 78)",618,,NA,Uttarakhand,5,Garhwal
61,htn_diagnosed,27.2,21.6,32.8,Proportion,"27.2 (21.6, 32.8)",618,,NA,Uttarakhand,5,Garhwal
62,htn_screened,73.4,67.2,79.5,Proportion,"73.4 (67.2, 79.5)",856,,NA,Uttarakhand,5,Pithoragarh
62,htn_diagnosed,32.7,27.4,38,Proportion,"32.7 (27.4, 38)",856,,NA,Uttarakhand,5,Pithoragarh
63,htn_screened,72.8,66.7,78.9,Proportion,"72.8 (66.7, 78.9)",746,,NA,Uttarakhand,5,Bageshwar
63,htn_diagnosed,29.5,25.4,33.6,Proportion,"29.5 (25.4, 33.6)",746,,NA,Uttarakhand,5,Bageshwar
64,htn_screened,81.3,77.6,85,Proportion,"81.3 (77.6, 85)",772,,NA,Uttarakhand,5,Almora
64,htn_diagnosed,38,33.8,42.2,Proportion,"38 (33.8, 42.2)",772,,NA,Uttarakhand,5,Almora
65,htn_screened,72.3,65.8,78.7,Proportion,"72.3 (65.8, 78.7)",786,,NA,Uttarakhand,5,Champawat
65,htn_diagnosed,34.5,28.1,40.9,Proportion,"34.5 (28.1, 40.9)",786,,NA,Uttarakhand,5,Champawat
66,htn_screened,83.3,79.8,86.8,Proportion,"83.3 (79.8, 86.8)",807,,NA,Uttarakhand,5,Nainital
66,htn_diagnosed,40.4,35.7,45.2,Proportion,"40.4 (35.7, 45.2)",807,,NA,Uttarakhand,5,Nainital
67,htn_screened,77.5,73,82.1,Proportion,"77.5 (73, 82.1)",704,,NA,Uttarakhand,5,Udham Singh Nagar
67,htn_diagnosed,38.9,34,43.8,Proportion,"38.9 (34, 43.8)",704,,NA,Uttarakhand,5,Udham Singh Nagar
68,htn_screened,81.8,78,85.5,Proportion,"81.8 (78, 85.5)",693,,NA,Uttarakhand,5,Hardwar
68,htn_diagnosed,41.4,35.6,47.1,Proportion,"41.4 (35.6, 47.1)",693,,NA,Uttarakhand,5,Hardwar
69,htn_screened,92.8,89.3,96.4,Proportion,"92.8 (89.3, 96.4)",509,,NA,Haryana,6,Panchkula
69,htn_diagnosed,47.4,41.5,53.4,Proportion,"47.4 (41.5, 53.4)",509,,NA,Haryana,6,Panchkula
70,htn_screened,80.4,75.6,85.2,Proportion,"80.4 (75.6, 85.2)",1064,,NA,Haryana,6,Ambala
70,htn_diagnosed,48.3,43.7,53,Proportion,"48.3 (43.7, 53)",1064,,NA,Haryana,6,Ambala
71,htn_screened,82.2,77.9,86.4,Proportion,"82.2 (77.9, 86.4)",1151,,NA,Haryana,6,Yamunanagar
71,htn_diagnosed,52.8,48.3,57.3,Proportion,"52.8 (48.3, 57.3)",1151,,NA,Haryana,6,Yamunanagar
72,htn_screened,81.6,78.4,84.8,Proportion,"81.6 (78.4, 84.8)",1197,,NA,Haryana,6,Kurukshetra
72,htn_diagnosed,51.2,46.9,55.5,Proportion,"51.2 (46.9, 55.5)",1197,,NA,Haryana,6,Kurukshetra
73,htn_screened,91.6,87.9,95.4,Proportion,"91.6 (87.9, 95.4)",427,,NA,Haryana,6,Kaithal
73,htn_diagnosed,45.8,37.6,54,Proportion,"45.8 (37.6, 54)",427,,NA,Haryana,6,Kaithal
74,htn_screened,85.9,82.4,89.4,Proportion,"85.9 (82.4, 89.4)",836,,NA,Haryana,6,Karnal
74,htn_diagnosed,52.7,46.2,59.1,Proportion,"52.7 (46.2, 59.1)",836,,NA,Haryana,6,Karnal
75,htn_screened,81.8,79.2,84.4,Proportion,"81.8 (79.2, 84.4)",721,,NA,Haryana,6,Panipat
75,htn_diagnosed,53.5,47.8,59.3,Proportion,"53.5 (47.8, 59.3)",721,,NA,Haryana,6,Panipat
76,htn_screened,84.9,81.3,88.5,Proportion,"84.9 (81.3, 88.5)",772,,NA,Haryana,6,Sonipat
76,htn_diagnosed,45.5,38.8,52.1,Proportion,"45.5 (38.8, 52.1)",772,,NA,Haryana,6,Sonipat
77,htn_screened,83.6,79.7,87.4,Proportion,"83.6 (79.7, 87.4)",580,,NA,Haryana,6,Jind
77,htn_diagnosed,40.8,34.7,46.8,Proportion,"40.8 (34.7, 46.8)",580,,NA,Haryana,6,Jind
78,htn_screened,85,81.3,88.8,Proportion,"85 (81.3, 88.8)",513,,NA,Haryana,6,Fatehabad
78,htn_diagnosed,45.3,38.9,51.8,Proportion,"45.3 (38.9, 51.8)",513,,NA,Haryana,6,Fatehabad
79,htn_screened,84.2,79.3,89,Proportion,"84.2 (79.3, 89)",472,,NA,Haryana,6,Sirsa
79,htn_diagnosed,56.9,44.3,69.4,Proportion,"56.9 (44.3, 69.4)",472,,NA,Haryana,6,Sirsa
80,htn_screened,84,80.7,87.3,Proportion,"84 (80.7, 87.3)",702,,NA,Haryana,6,Hisar
80,htn_diagnosed,47.7,41.2,54.2,Proportion,"47.7 (41.2, 54.2)",702,,NA,Haryana,6,Hisar
82,htn_screened,86.9,83.2,90.7,Proportion,"86.9 (83.2, 90.7)",730,,NA,Haryana,6,Rohtak
82,htn_diagnosed,53.7,44.4,63,Proportion,"53.7 (44.4, 63)",730,,NA,Haryana,6,Rohtak
83,htn_screened,82.4,76.1,88.7,Proportion,"82.4 (76.1, 88.7)",660,,NA,Haryana,6,Jhajjar
83,htn_diagnosed,35.2,30,40.4,Proportion,"35.2 (30, 40.4)",660,,NA,Haryana,6,Jhajjar
84,htn_screened,81.7,78.2,85.2,Proportion,"81.7 (78.2, 85.2)",712,,NA,Haryana,6,Mahendragarh
84,htn_diagnosed,28.1,23.6,32.5,Proportion,"28.1 (23.6, 32.5)",712,,NA,Haryana,6,Mahendragarh
85,htn_screened,83.6,80.5,86.6,Proportion,"83.6 (80.5, 86.6)",721,,NA,Haryana,6,Rewari
85,htn_diagnosed,28.5,24.9,32.1,Proportion,"28.5 (24.9, 32.1)",721,,NA,Haryana,6,Rewari
86,htn_screened,84.9,78.3,91.4,Proportion,"84.9 (78.3, 91.4)",404,,NA,Haryana,6,Gurgaon
86,htn_diagnosed,33.2,25.8,40.5,Proportion,"33.2 (25.8, 40.5)",404,,NA,Haryana,6,Gurgaon
87,htn_screened,75.7,70.3,81,Proportion,"75.7 (70.3, 81)",466,,NA,Haryana,6,Mewat
87,htn_diagnosed,25.4,19,31.8,Proportion,"25.4 (19, 31.8)",466,,NA,Haryana,6,Mewat
88,htn_screened,84.4,81.1,87.7,Proportion,"84.4 (81.1, 87.7)",850,,NA,Haryana,6,Faridabad
88,htn_diagnosed,33.8,28.4,39.3,Proportion,"33.8 (28.4, 39.3)",850,,NA,Haryana,6,Faridabad
89,htn_screened,73.2,67,79.3,Proportion,"73.2 (67, 79.3)",880,,NA,Haryana,6,Palwal
89,htn_diagnosed,34.5,28.6,40.3,Proportion,"34.5 (28.6, 40.3)",880,,NA,Haryana,6,Palwal
99,htn_screened,84.6,79.8,89.3,Proportion,"84.6 (79.8, 89.3)",953,,NA,Rajasthan,8,Ganganagar
99,htn_diagnosed,56.2,47.3,65.2,Proportion,"56.2 (47.3, 65.2)",953,,NA,Rajasthan,8,Ganganagar
100,htn_screened,76.9,70.1,83.8,Proportion,"76.9 (70.1, 83.8)",1078,,NA,Rajasthan,8,Hanumangarh
100,htn_diagnosed,51.1,42.2,59.9,Proportion,"51.1 (42.2, 59.9)",1078,,NA,Rajasthan,8,Hanumangarh
101,htn_screened,83,77.6,88.5,Proportion,"83 (77.6, 88.5)",743,,NA,Rajasthan,8,Bikaner
101,htn_diagnosed,58.6,49.6,67.7,Proportion,"58.6 (49.6, 67.7)",743,,NA,Rajasthan,8,Bikaner
102,htn_screened,73.9,69.4,78.4,Proportion,"73.9 (69.4, 78.4)",1046,,NA,Rajasthan,8,Churu
102,htn_diagnosed,46.8,40.1,53.6,Proportion,"46.8 (40.1, 53.6)",1046,,NA,Rajasthan,8,Churu
103,htn_screened,73.4,66.5,80.3,Proportion,"73.4 (66.5, 80.3)",1090,,NA,Rajasthan,8,Jhunjhunun
103,htn_diagnosed,50.1,40.8,59.3,Proportion,"50.1 (40.8, 59.3)",1090,,NA,Rajasthan,8,Jhunjhunun
104,htn_screened,66.5,61.7,71.3,Proportion,"66.5 (61.7, 71.3)",689,,NA,Rajasthan,8,Alwar
104,htn_diagnosed,33.6,29,38.1,Proportion,"33.6 (29, 38.1)",689,,NA,Rajasthan,8,Alwar
105,htn_screened,63.9,57.4,70.4,Proportion,"63.9 (57.4, 70.4)",710,,NA,Rajasthan,8,Bharatpur
105,htn_diagnosed,35.8,28.7,42.9,Proportion,"35.8 (28.7, 42.9)",710,,NA,Rajasthan,8,Bharatpur
106,htn_screened,64.4,58.4,70.4,Proportion,"64.4 (58.4, 70.4)",490,,NA,Rajasthan,8,Dhaulpur
106,htn_diagnosed,32.1,25.8,38.4,Proportion,"32.1 (25.8, 38.4)",490,,NA,Rajasthan,8,Dhaulpur
107,htn_screened,63,57.2,68.8,Proportion,"63 (57.2, 68.8)",460,,NA,Rajasthan,8,Karauli
107,htn_diagnosed,37.2,30,44.5,Proportion,"37.2 (30, 44.5)",460,,NA,Rajasthan,8,Karauli
108,htn_screened,67,60.5,73.5,Proportion,"67 (60.5, 73.5)",498,,NA,Rajasthan,8,Sawai Madhopur
108,htn_diagnosed,29.4,24,34.8,Proportion,"29.4 (24, 34.8)",498,,NA,Rajasthan,8,Sawai Madhopur
109,htn_screened,70.5,65.5,75.5,Proportion,"70.5 (65.5, 75.5)",579,,NA,Rajasthan,8,Dausa
109,htn_diagnosed,38.8,32.9,44.8,Proportion,"38.8 (32.9, 44.8)",579,,NA,Rajasthan,8,Dausa
110,htn_screened,77.2,71.3,83.2,Proportion,"77.2 (71.3, 83.2)",570,,NA,Rajasthan,8,Jaipur
110,htn_diagnosed,39.6,31.5,47.7,Proportion,"39.6 (31.5, 47.7)",570,,NA,Rajasthan,8,Jaipur
111,htn_screened,68.5,62.6,74.4,Proportion,"68.5 (62.6, 74.4)",840,,NA,Rajasthan,8,Sikar
111,htn_diagnosed,35.8,28.8,42.9,Proportion,"35.8 (28.8, 42.9)",840,,NA,Rajasthan,8,Sikar
112,htn_screened,66.2,60.4,71.9,Proportion,"66.2 (60.4, 71.9)",683,,NA,Rajasthan,8,Nagaur
112,htn_diagnosed,31.6,25.6,37.6,Proportion,"31.6 (25.6, 37.6)",683,,NA,Rajasthan,8,Nagaur
113,htn_screened,73.9,66.7,81.2,Proportion,"73.9 (66.7, 81.2)",693,,NA,Rajasthan,8,Jodhpur
113,htn_diagnosed,33,21.8,44.2,Proportion,"33 (21.8, 44.2)",693,,NA,Rajasthan,8,Jodhpur
114,htn_screened,69.4,63.3,75.5,Proportion,"69.4 (63.3, 75.5)",573,,NA,Rajasthan,8,Jaisalmer
114,htn_diagnosed,29.2,20.2,38.1,Proportion,"29.2 (20.2, 38.1)",573,,NA,Rajasthan,8,Jaisalmer
115,htn_screened,81.6,74.8,88.3,Proportion,"81.6 (74.8, 88.3)",415,,NA,Rajasthan,8,Barmer
115,htn_diagnosed,18.3,10.6,26,Proportion,"18.3 (10.6, 26)",415,,NA,Rajasthan,8,Barmer
116,htn_screened,68.1,57.4,78.8,Proportion,"68.1 (57.4, 78.8)",446,,NA,Rajasthan,8,Jalor
116,htn_diagnosed,19.2,12.6,25.8,Proportion,"19.2 (12.6, 25.8)",446,,NA,Rajasthan,8,Jalor
117,htn_screened,67.3,57.6,77,Proportion,"67.3 (57.6, 77)",517,,NA,Rajasthan,8,Sirohi
117,htn_diagnosed,29,19.9,38.1,Proportion,"29 (19.9, 38.1)",517,,NA,Rajasthan,8,Sirohi
118,htn_screened,86.4,81.6,91.2,Proportion,"86.4 (81.6, 91.2)",581,,NA,Rajasthan,8,Pali
118,htn_diagnosed,39.9,29.3,50.6,Proportion,"39.9 (29.3, 50.6)",581,,NA,Rajasthan,8,Pali
119,htn_screened,85.5,80.6,90.5,Proportion,"85.5 (80.6, 90.5)",630,,NA,Rajasthan,8,Ajmer
119,htn_diagnosed,62.6,52,73.2,Proportion,"62.6 (52, 73.2)",630,,NA,Rajasthan,8,Ajmer
120,htn_screened,57.2,50.5,63.9,Proportion,"57.2 (50.5, 63.9)",653,,NA,Rajasthan,8,Tonk
120,htn_diagnosed,26.4,21.6,31.1,Proportion,"26.4 (21.6, 31.1)",653,,NA,Rajasthan,8,Tonk
121,htn_screened,66.1,58.8,73.5,Proportion,"66.1 (58.8, 73.5)",693,,NA,Rajasthan,8,Bundi
121,htn_diagnosed,25.7,19.7,31.8,Proportion,"25.7 (19.7, 31.8)",693,,NA,Rajasthan,8,Bundi
122,htn_screened,51,42,60,Proportion,"51 (42, 60)",554,,NA,Rajasthan,8,Bhilwara
122,htn_diagnosed,21.9,11.9,32,Proportion,"21.9 (11.9, 32)",554,,NA,Rajasthan,8,Bhilwara
