state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
11,htn_diagnosed,37,33.7,40.4,Proportion,"37 (33.7, 40.4)",3737,,NA,Total,Sikkim,North East
12,htn_screened,70.2,68.1,72.2,Proportion,"70.2 (68.1, 72.2)",16534,,NA,Total,Arunachal Pradesh,North East
12,htn_diagnosed,30.5,28.4,32.6,Proportion,"30.5 (28.4, 32.6)",16534,,NA,Total,Arunachal Pradesh,North East
13,htn_screened,71.5,68.6,74.5,Proportion,"71.5 (68.6, 74.5)",7617,,NA,Total,Nagaland,North East
13,htn_diagnosed,38.8,35.7,42,Proportion,"38.8 (35.7, 42)",7617,,NA,Total,Nagaland,North East
14,htn_screened,90.2,89.1,91.3,Proportion,"90.2 (89.1, 91.3)",6468,,NA,Total,Manipur,North East
14,htn_diagnosed,44.5,42.4,46.7,Proportion,"44.5 (42.4, 46.7)",6468,,NA,Total,Manipur,North East
15,htn_screened,89.8,88,91.6,Proportion,"89.8 (88, 91.6)",4236,,NA,Total,Mizoram,North East
15,htn_diagnosed,46.2,42.1,50.3,Proportion,"46.2 (42.1, 50.3)",4236,,NA,Total,Mizoram,North East
16,htn_screened,85.5,83.4,87.5,Proportion,"85.5 (83.4, 87.5)",4350,,NA,Total,Tripura,North East
16,htn_diagnosed,52,48.8,55.1,Proportion,"52 (48.8, 55.1)",4350,,NA,Total,Tripura,North East
17,htn_screened,65.2,61.1,69.2,Proportion,"65.2 (61.1, 69.2)",5366,,NA,Total,Meghalaya,North East
17,htn_diagnosed,31.2,28.4,33.9,Proportion,"31.2 (28.4, 33.9)",5366,,NA,Total,Meghalaya,North East
18,htn_screened,81.5,80.3,82.6,Proportion,"81.5 (80.3, 82.6)",19128,,NA,Total,Assam,North East
18,htn_diagnosed,45.8,44.2,47.3,Proportion,"45.8 (44.2, 47.3)",19128,,NA,Total,Assam,North East
19,htn_screened,78.1,76.5,79.7,Proportion,"78.1 (76.5, 79.7)",11610,,NA,Total,West Bengal,East
19,htn_diagnosed,41.3,39.7,43,Proportion,"41.3 (39.7, 43)",11610,,NA,Total,West Bengal,East
20,htn_screened,68.8,67.1,70.5,Proportion,"68.8 (67.1, 70.5)",15483,,NA,Total,Jharkhand,East
20,htn_diagnosed,35.9,33.8,38.1,Proportion,"35.9 (33.8, 38.1)",15483,,NA,Total,Jharkhand,East
21,htn_screened,62.6,61.1,64.1,Proportion,"62.6 (61.1, 64.1)",19234,,NA,Total,Odisha,East
21,htn_diagnosed,35.8,34.3,37.4,Proportion,"35.8 (34.3, 37.4)",19234,,NA,Total,Odisha,East
22,htn_screened,66.9,65.1,68.7,Proportion,"66.9 (65.1, 68.7)",19581,,NA,Total,Chhattisgarh,Central
22,htn_diagnosed,22.9,21.3,24.5,Proportion,"22.9 (21.3, 24.5)",19581,,NA,Total,Chhattisgarh,Central
23,htn_screened,62.5,61.2,63.8,Proportion,"62.5 (61.2, 63.8)",29812,,NA,Total,Madhya Pradesh,Central
23,htn_diagnosed,25.5,24.4,26.6,Proportion,"25.5 (24.4, 26.6)",29812,,NA,Total,Madhya Pradesh,Central
24,htn_screened,69.7,68.1,71.4,Proportion,"69.7 (68.1, 71.4)",20354,,NA,Total,Gujarat,West
24,htn_diagnosed,33.1,31.5,34.7,Proportion,"33.1 (31.5, 34.7)",20354,,NA,Total,Gujarat,West
25,htn_screened,77,71.6,82.4,Proportion,"77 (71.6, 82.4)",1306,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,32.1,27.6,36.7,Proportion,"32.1 (27.6, 36.7)",1306,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,74.1,72.6,75.6,Proportion,"74.1 (72.6, 75.6)",23335,,NA,Total,Maharashtra,West
27,htn_diagnosed,33,31.8,34.2,Proportion,"33 (31.8, 34.2)",23335,,NA,Total,Maharashtra,West
28,htn_screened,84.3,83,85.7,Proportion,"84.3 (83, 85.7)",8084,,NA,Total,Andhra Pradesh,South
28,htn_diagnosed,43.6,41.7,45.4,Proportion,"43.6 (41.7, 45.4)",8084,,NA,Total,Andhra Pradesh,South
29,htn_screened,75,73.2,76.9,Proportion,"75 (73.2, 76.9)",21493,,NA,Total,Karnataka,South
29,htn_diagnosed,36.1,34.5,37.8,Proportion,"36.1 (34.5, 37.8)",21493,,NA,Total,Karnataka,South
30,htn_screened,95.2,93.5,96.9,Proportion,"95.2 (93.5, 96.9)",1491,,NA,Total,Goa,West
30,htn_diagnosed,59.2,55.3,63.1,Proportion,"59.2 (55.3, 63.1)",1491,,NA,Total,Goa,West
31,htn_screened,98.1,97.1,99.2,Proportion,"98.1 (97.1, 99.2)",863,,NA,Total,Lakshadweep,South
31,htn_diagnosed,43.4,37.8,49,Proportion,"43.4 (37.8, 49)",863,,NA,Total,Lakshadweep,South
32,htn_screened,95.8,95.3,96.4,Proportion,"95.8 (95.3, 96.4)",11154,,NA,Total,Kerala,South
32,htn_diagnosed,59,57.5,60.5,Proportion,"59 (57.5, 60.5)",11154,,NA,Total,Kerala,South
33,htn_screened,89.3,88.5,90.1,Proportion,"89.3 (88.5, 90.1)",21616,,NA,Total,Tamil Nadu,South
33,htn_diagnosed,42.7,40.7,44.7,Proportion,"42.7 (40.7, 44.7)",21616,,NA,Total,Tamil Nadu,South
34,htn_screened,88.4,84.9,91.8,Proportion,"88.4 (84.9, 91.8)",3126,,NA,Total,Puducherry,South
34,htn_diagnosed,48.4,42.8,54,Proportion,"48.4 (42.8, 54)",3126,,NA,Total,Puducherry,South
35,htn_screened,91.2,89.2,93.1,Proportion,"91.2 (89.2, 93.1)",2296,,NA,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,42.6,38.8,46.3,Proportion,"42.6 (38.8, 46.3)",2296,,NA,Total,Andaman & Nicobar Islands,South
36,htn_screened,86.1,85.1,87.2,Proportion,"86.1 (85.1, 87.2)",19818,,NA,Total,Telangana,South
36,htn_diagnosed,42.4,41.1,43.7,Proportion,"42.4 (41.1, 43.7)",19818,,NA,Total,Telangana,South
37,htn_screened,92.5,89.4,95.7,Proportion,"92.5 (89.4, 95.7)",1404,,NA,Total,Ladakh,North
37,htn_diagnosed,67.8,60.1,75.6,Proportion,"67.8 (60.1, 75.6)",1404,,NA,Total,Ladakh,North
1,htn_screened,92.6,91.3,94,Proportion,"92.6 (91.3, 94)",6843,sex,Female,Total,Jammu & Kashmir,North
1,htn_diagnosed,59,56.5,61.6,Proportion,"59 (56.5, 61.6)",6843,sex,Female,Total,Jammu & Kashmir,North
1,htn_screened,86.7,84.7,88.7,Proportion,"86.7 (84.7, 88.7)",6057,sex,Male,Total,Jammu & Kashmir,North
1,htn_diagnosed,52.4,49.4,55.3,Proportion,"52.4 (49.4, 55.3)",6057,sex,Male,Total,Jammu & Kashmir,North
2,htn_screened,92.4,91.2,93.6,Proportion,"92.4 (91.2, 93.6)",4006,sex,Female,Total,Himachal Pradesh,North
2,htn_diagnosed,58.9,56,61.7,Proportion,"58.9 (56, 61.7)",4006,sex,Female,Total,Himachal Pradesh,North
2,htn_screened,80.7,78.9,82.6,Proportion,"80.7 (78.9, 82.6)",3545,sex,Male,Total,Himachal Pradesh,North
2,htn_diagnosed,38.3,35.5,41.1,Proportion,"38.3 (35.5, 41.1)",3545,sex,Male,Total,Himachal Pradesh,North
3,htn_screened,93.8,93,94.6,Proportion,"93.8 (93, 94.6)",11290,sex,Female,Total,Punjab,North
3,htn_diagnosed,58.2,56.4,60.1,Proportion,"58.2 (56.4, 60.1)",11290,sex,Female,Total,Punjab,North
3,htn_screened,82.9,81.6,84.3,Proportion,"82.9 (81.6, 84.3)",10833,sex,Male,Total,Punjab,North
3,htn_diagnosed,34.4,32.7,36.1,Proportion,"34.4 (32.7, 36.1)",10833,sex,Male,Total,Punjab,North
4,htn_screened,94.2,89.6,98.9,Proportion,"94.2 (89.6, 98.9)",275,sex,Female,Total,Chandigarh,North
4,htn_diagnosed,52.4,43.5,61.4,Proportion,"52.4 (43.5, 61.4)",275,sex,Female,Total,Chandigarh,North
4,htn_screened,81.8,75.6,88.1,Proportion,"81.8 (75.6, 88.1)",222,sex,Male,Total,Chandigarh,North
4,htn_diagnosed,28.6,19.8,37.4,Proportion,"28.6 (19.8, 37.4)",222,sex,Male,Total,Chandigarh,North
5,htn_screened,85,83.4,86.7,Proportion,"85 (83.4, 86.7)",4689,sex,Female,Total,Uttarakhand,Central
5,htn_diagnosed,44.6,42.2,47,Proportion,"44.6 (42.2, 47)",4689,sex,Female,Total,Uttarakhand,Central
5,htn_screened,74,71.9,76.2,Proportion,"74 (71.9, 76.2)",4463,sex,Male,Total,Uttarakhand,Central
5,htn_diagnosed,29.2,26.8,31.6,Proportion,"29.2 (26.8, 31.6)",4463,sex,Male,Total,Uttarakhand,Central
6,htn_screened,90.4,89.5,91.3,Proportion,"90.4 (89.5, 91.3)",8062,sex,Female,Total,Haryana,North
6,htn_diagnosed,54.8,52.8,56.7,Proportion,"54.8 (52.8, 56.7)",8062,sex,Female,Total,Haryana,North
6,htn_screened,75.2,73.8,76.6,Proportion,"75.2 (73.8, 76.6)",7466,sex,Male,Total,Haryana,North
6,htn_diagnosed,31.6,29.9,33.3,Proportion,"31.6 (29.9, 33.3)",7466,sex,Male,Total,Haryana,North
7,htn_screened,93.3,92.3,94.4,Proportion,"93.3 (92.3, 94.4)",3590,sex,Female,Total,Nct Of Delhi,North
7,htn_diagnosed,47.6,45,50.3,Proportion,"47.6 (45, 50.3)",3590,sex,Female,Total,Nct Of Delhi,North
7,htn_screened,81.4,79.6,83.2,Proportion,"81.4 (79.6, 83.2)",3830,sex,Male,Total,Nct Of Delhi,North
7,htn_diagnosed,27.3,25.4,29.1,Proportion,"27.3 (25.4, 29.1)",3830,sex,Male,Total,Nct Of Delhi,North
8,htn_screened,78.4,77,79.8,Proportion,"78.4 (77, 79.8)",10959,sex,Female,Total,Rajasthan,North
8,htn_diagnosed,44.4,42.4,46.4,Proportion,"44.4 (42.4, 46.4)",10959,sex,Female,Total,Rajasthan,North
8,htn_screened,64.2,62.5,65.9,Proportion,"64.2 (62.5, 65.9)",10719,sex,Male,Total,Rajasthan,North
8,htn_diagnosed,29.8,27.8,31.7,Proportion,"29.8 (27.8, 31.7)",10719,sex,Male,Total,Rajasthan,North
9,htn_screened,81.7,80.9,82.6,Proportion,"81.7 (80.9, 82.6)",28247,sex,Female,Total,Uttar Pradesh,Central
9,htn_diagnosed,44.2,42.9,45.5,Proportion,"44.2 (42.9, 45.5)",28247,sex,Female,Total,Uttar Pradesh,Central
9,htn_screened,69.4,68.3,70.4,Proportion,"69.4 (68.3, 70.4)",25329,sex,Male,Total,Uttar Pradesh,Central
9,htn_diagnosed,28.6,27.4,29.8,Proportion,"28.6 (27.4, 29.8)",25329,sex,Male,Total,Uttar Pradesh,Central
10,htn_screened,85.2,84.2,86.2,Proportion,"85.2 (84.2, 86.2)",12059,sex,Female,Total,Bihar,East
10,htn_diagnosed,59.4,57.5,61.3,Proportion,"59.4 (57.5, 61.3)",12059,sex,Female,Total,Bihar,East
10,htn_screened,74.3,73,75.7,Proportion,"74.3 (73, 75.7)",9375,sex,Male,Total,Bihar,East
10,htn_diagnosed,46.5,44.5,48.4,Proportion,"46.5 (44.5, 48.4)",9375,sex,Male,Total,Bihar,East
11,htn_screened,85.7,82.6,88.8,Proportion,"85.7 (82.6, 88.8)",1747,sex,Female,Total,Sikkim,North East
11,htn_diagnosed,44,39.6,48.4,Proportion,"44 (39.6, 48.4)",1747,sex,Female,Total,Sikkim,North East
11,htn_screened,77.6,74.4,80.8,Proportion,"77.6 (74.4, 80.8)",1990,sex,Male,Total,Sikkim,North East
11,htn_diagnosed,30.5,27.1,33.9,Proportion,"30.5 (27.1, 33.9)",1990,sex,Male,Total,Sikkim,North East
12,htn_screened,73.4,71.3,75.5,Proportion,"73.4 (71.3, 75.5)",7384,sex,Female,Total,Arunachal Pradesh,North East
12,htn_diagnosed,34.5,32.1,36.9,Proportion,"34.5 (32.1, 36.9)",7384,sex,Female,Total,Arunachal Pradesh,North East
12,htn_screened,67.5,65.3,69.8,Proportion,"67.5 (65.3, 69.8)",9150,sex,Male,Total,Arunachal Pradesh,North East
12,htn_diagnosed,27.3,25.2,29.4,Proportion,"27.3 (25.2, 29.4)",9150,sex,Male,Total,Arunachal Pradesh,North East
13,htn_screened,73.4,70.1,76.6,Proportion,"73.4 (70.1, 76.6)",3400,sex,Female,Total,Nagaland,North East
13,htn_diagnosed,43.3,39.7,47,Proportion,"43.3 (39.7, 47)",3400,sex,Female,Total,Nagaland,North East
13,htn_screened,70,66.9,73.2,Proportion,"70 (66.9, 73.2)",4217,sex,Male,Total,Nagaland,North East
13,htn_diagnosed,35.2,31.9,38.5,Proportion,"35.2 (31.9, 38.5)",4217,sex,Male,Total,Nagaland,North East
14,htn_screened,93.1,92,94.3,Proportion,"93.1 (92, 94.3)",2910,sex,Female,Total,Manipur,North East
14,htn_diagnosed,50.2,47.5,52.9,Proportion,"50.2 (47.5, 52.9)",2910,sex,Female,Total,Manipur,North East
14,htn_screened,87.8,86.4,89.2,Proportion,"87.8 (86.4, 89.2)",3558,sex,Male,Total,Manipur,North East
14,htn_diagnosed,39.9,37.6,42.2,Proportion,"39.9 (37.6, 42.2)",3558,sex,Male,Total,Manipur,North East
15,htn_screened,92.5,90.8,94.3,Proportion,"92.5 (90.8, 94.3)",1809,sex,Female,Total,Mizoram,North East
15,htn_diagnosed,49.3,43.6,55,Proportion,"49.3 (43.6, 55)",1809,sex,Female,Total,Mizoram,North East
15,htn_screened,87.7,85.3,90,Proportion,"87.7 (85.3, 90)",2427,sex,Male,Total,Mizoram,North East
15,htn_diagnosed,43.7,39.7,47.7,Proportion,"43.7 (39.7, 47.7)",2427,sex,Male,Total,Mizoram,North East
16,htn_screened,88.8,86.7,90.9,Proportion,"88.8 (86.7, 90.9)",2203,sex,Female,Total,Tripura,North East
16,htn_diagnosed,57.2,53.8,60.6,Proportion,"57.2 (53.8, 60.6)",2203,sex,Female,Total,Tripura,North East
16,htn_screened,82.1,79.5,84.6,Proportion,"82.1 (79.5, 84.6)",2147,sex,Male,Total,Tripura,North East
16,htn_diagnosed,46.6,42.8,50.4,Proportion,"46.6 (42.8, 50.4)",2147,sex,Male,Total,Tripura,North East
17,htn_screened,75,70.9,79,Proportion,"75 (70.9, 79)",2500,sex,Female,Total,Meghalaya,North East
17,htn_diagnosed,40.5,36.5,44.5,Proportion,"40.5 (36.5, 44.5)",2500,sex,Female,Total,Meghalaya,North East
17,htn_screened,55.7,50.9,60.4,Proportion,"55.7 (50.9, 60.4)",2866,sex,Male,Total,Meghalaya,North East
17,htn_diagnosed,22.1,19.4,24.9,Proportion,"22.1 (19.4, 24.9)",2866,sex,Male,Total,Meghalaya,North East
18,htn_screened,84.9,83.7,86.1,Proportion,"84.9 (83.7, 86.1)",9691,sex,Female,Total,Assam,North East
18,htn_diagnosed,50.8,49,52.5,Proportion,"50.8 (49, 52.5)",9691,sex,Female,Total,Assam,North East
18,htn_screened,77.8,76.4,79.2,Proportion,"77.8 (76.4, 79.2)",9437,sex,Male,Total,Assam,North East
18,htn_diagnosed,40.5,38.8,42.2,Proportion,"40.5 (38.8, 42.2)",9437,sex,Male,Total,Assam,North East
19,htn_screened,82.7,81.1,84.4,Proportion,"82.7 (81.1, 84.4)",6155,sex,Female,Total,West Bengal,East
19,htn_diagnosed,46.7,44.8,48.7,Proportion,"46.7 (44.8, 48.7)",6155,sex,Female,Total,West Bengal,East
19,htn_screened,72.8,70.7,74.8,Proportion,"72.8 (70.7, 74.8)",5455,sex,Male,Total,West Bengal,East
19,htn_diagnosed,35.1,33.1,37,Proportion,"35.1 (33.1, 37)",5455,sex,Male,Total,West Bengal,East
20,htn_screened,73.8,72,75.5,Proportion,"73.8 (72, 75.5)",7620,sex,Female,Total,Jharkhand,East
20,htn_diagnosed,41.1,38.7,43.5,Proportion,"41.1 (38.7, 43.5)",7620,sex,Female,Total,Jharkhand,East
20,htn_screened,64,62.1,66,Proportion,"64 (62.1, 66)",7863,sex,Male,Total,Jharkhand,East
20,htn_diagnosed,31,28.7,33.2,Proportion,"31 (28.7, 33.2)",7863,sex,Male,Total,Jharkhand,East
21,htn_screened,68.6,67,70.1,Proportion,"68.6 (67, 70.1)",10057,sex,Female,Total,Odisha,East
21,htn_diagnosed,42.4,40.6,44.2,Proportion,"42.4 (40.6, 44.2)",10057,sex,Female,Total,Odisha,East
21,htn_screened,56,54.2,57.7,Proportion,"56 (54.2, 57.7)",9177,sex,Male,Total,Odisha,East
21,htn_diagnosed,28.5,26.9,30.1,Proportion,"28.5 (26.9, 30.1)",9177,sex,Male,Total,Odisha,East
22,htn_screened,71.5,69.6,73.3,Proportion,"71.5 (69.6, 73.3)",9516,sex,Female,Total,Chhattisgarh,Central
22,htn_diagnosed,27.9,25.9,29.9,Proportion,"27.9 (25.9, 29.9)",9516,sex,Female,Total,Chhattisgarh,Central
22,htn_screened,62.7,60.6,64.7,Proportion,"62.7 (60.6, 64.7)",10065,sex,Male,Total,Chhattisgarh,Central
22,htn_diagnosed,18.3,16.8,19.7,Proportion,"18.3 (16.8, 19.7)",10065,sex,Male,Total,Chhattisgarh,Central
23,htn_screened,70.9,69.5,72.2,Proportion,"70.9 (69.5, 72.2)",15092,sex,Female,Total,Madhya Pradesh,Central
23,htn_diagnosed,32.3,30.9,33.7,Proportion,"32.3 (30.9, 33.7)",15092,sex,Female,Total,Madhya Pradesh,Central
23,htn_screened,53.7,52.1,55.2,Proportion,"53.7 (52.1, 55.2)",14720,sex,Male,Total,Madhya Pradesh,Central
23,htn_diagnosed,18.4,17.3,19.5,Proportion,"18.4 (17.3, 19.5)",14720,sex,Male,Total,Madhya Pradesh,Central
24,htn_screened,75.6,74,77.2,Proportion,"75.6 (74, 77.2)",10485,sex,Female,Total,Gujarat,West
24,htn_diagnosed,39.9,38,41.8,Proportion,"39.9 (38, 41.8)",10485,sex,Female,Total,Gujarat,West
24,htn_screened,63.5,61.6,65.4,Proportion,"63.5 (61.6, 65.4)",9869,sex,Male,Total,Gujarat,West
24,htn_diagnosed,25.9,24.3,27.6,Proportion,"25.9 (24.3, 27.6)",9869,sex,Male,Total,Gujarat,West
25,htn_screened,82,75.7,88.2,Proportion,"82 (75.7, 88.2)",651,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,39.1,32.9,45.2,Proportion,"39.1 (32.9, 45.2)",651,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_screened,72.7,66.2,79.3,Proportion,"72.7 (66.2, 79.3)",655,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,26.1,21.3,31,Proportion,"26.1 (21.3, 31)",655,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,79.7,78.1,81.3,Proportion,"79.7 (78.1, 81.3)",11843,sex,Female,Total,Maharashtra,West
27,htn_diagnosed,39.2,37.6,40.7,Proportion,"39.2 (37.6, 40.7)",11843,sex,Female,Total,Maharashtra,West
27,htn_screened,68.5,66.7,70.3,Proportion,"68.5 (66.7, 70.3)",11492,sex,Male,Total,Maharashtra,West
27,htn_diagnosed,26.8,25.4,28.2,Proportion,"26.8 (25.4, 28.2)",11492,sex,Male,Total,Maharashtra,West
28,htn_screened,89.1,87.8,90.4,Proportion,"89.1 (87.8, 90.4)",4148,sex,Female,Total,Andhra Pradesh,South
28,htn_diagnosed,51.4,49.1,53.7,Proportion,"51.4 (49.1, 53.7)",4148,sex,Female,Total,Andhra Pradesh,South
28,htn_screened,79.3,77.5,81.2,Proportion,"79.3 (77.5, 81.2)",3936,sex,Male,Total,Andhra Pradesh,South
28,htn_diagnosed,35.4,33.4,37.4,Proportion,"35.4 (33.4, 37.4)",3936,sex,Male,Total,Andhra Pradesh,South
29,htn_screened,80.1,78.2,82,Proportion,"80.1 (78.2, 82)",11143,sex,Female,Total,Karnataka,South
29,htn_diagnosed,42.1,40.2,44,Proportion,"42.1 (40.2, 44)",11143,sex,Female,Total,Karnataka,South
29,htn_screened,69.5,67.4,71.7,Proportion,"69.5 (67.4, 71.7)",10350,sex,Male,Total,Karnataka,South
29,htn_diagnosed,29.8,28.1,31.5,Proportion,"29.8 (28.1, 31.5)",10350,sex,Male,Total,Karnataka,South
30,htn_screened,97,95.5,98.5,Proportion,"97 (95.5, 98.5)",823,sex,Female,Total,Goa,West
30,htn_diagnosed,65.5,61.4,69.6,Proportion,"65.5 (61.4, 69.6)",823,sex,Female,Total,Goa,West
30,htn_screened,93,90.1,95.9,Proportion,"93 (90.1, 95.9)",668,sex,Male,Total,Goa,West
30,htn_diagnosed,51.5,46.5,56.5,Proportion,"51.5 (46.5, 56.5)",668,sex,Male,Total,Goa,West
31,htn_screened,98.3,97.1,99.5,Proportion,"98.3 (97.1, 99.5)",474,sex,Female,Total,Lakshadweep,South
31,htn_diagnosed,47.8,40.7,54.8,Proportion,"47.8 (40.7, 54.8)",474,sex,Female,Total,Lakshadweep,South
31,htn_screened,97.9,96.4,99.3,Proportion,"97.9 (96.4, 99.3)",389,sex,Male,Total,Lakshadweep,South
31,htn_diagnosed,38.1,31.7,44.5,Proportion,"38.1 (31.7, 44.5)",389,sex,Male,Total,Lakshadweep,South
32,htn_screened,97.9,97.5,98.3,Proportion,"97.9 (97.5, 98.3)",6141,sex,Female,Total,Kerala,South
32,htn_diagnosed,64.7,63.1,66.3,Proportion,"64.7 (63.1, 66.3)",6141,sex,Female,Total,Kerala,South
32,htn_screened,93.3,92.4,94.2,Proportion,"93.3 (92.4, 94.2)",5013,sex,Male,Total,Kerala,South
32,htn_diagnosed,52,50,54,Proportion,"52 (50, 54)",5013,sex,Male,Total,Kerala,South
33,htn_screened,92.6,91.8,93.4,Proportion,"92.6 (91.8, 93.4)",10882,sex,Female,Total,Tamil Nadu,South
33,htn_diagnosed,50.1,47.9,52.3,Proportion,"50.1 (47.9, 52.3)",10882,sex,Female,Total,Tamil Nadu,South
33,htn_screened,86,85,87,Proportion,"86 (85, 87)",10734,sex,Male,Total,Tamil Nadu,South
33,htn_diagnosed,35.3,33.2,37.3,Proportion,"35.3 (33.2, 37.3)",10734,sex,Male,Total,Tamil Nadu,South
34,htn_screened,92,88.7,95.3,Proportion,"92 (88.7, 95.3)",1590,sex,Female,Total,Puducherry,South
34,htn_diagnosed,55,47.9,62.2,Proportion,"55 (47.9, 62.2)",1590,sex,Female,Total,Puducherry,South
34,htn_screened,85.1,80.7,89.6,Proportion,"85.1 (80.7, 89.6)",1536,sex,Male,Total,Puducherry,South
34,htn_diagnosed,42.4,36.6,48.3,Proportion,"42.4 (36.6, 48.3)",1536,sex,Male,Total,Puducherry,South
35,htn_screened,95.3,93.5,97.1,Proportion,"95.3 (93.5, 97.1)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,51.2,46.4,56.1,Proportion,"51.2 (46.4, 56.1)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_screened,87.9,84.8,90.9,Proportion,"87.9 (84.8, 90.9)",1296,sex,Male,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,35.6,31.7,39.5,Proportion,"35.6 (31.7, 39.5)",1296,sex,Male,Total,Andaman & Nicobar Islands,South
36,htn_screened,89.3,88.3,90.3,Proportion,"89.3 (88.3, 90.3)",9971,sex,Female,Total,Telangana,South
36,htn_diagnosed,48.8,47.3,50.3,Proportion,"48.8 (47.3, 50.3)",9971,sex,Female,Total,Telangana,South
36,htn_screened,82.9,81.7,84.2,Proportion,"82.9 (81.7, 84.2)",9847,sex,Male,Total,Telangana,South
36,htn_diagnosed,36,34.4,37.5,Proportion,"36 (34.4, 37.5)",9847,sex,Male,Total,Telangana,South
37,htn_screened,94.2,90.6,97.8,Proportion,"94.2 (90.6, 97.8)",678,sex,Female,Total,Ladakh,North
37,htn_diagnosed,68.5,60,77,Proportion,"68.5 (60, 77)",678,sex,Female,Total,Ladakh,North
37,htn_screened,90.9,87.2,94.6,Proportion,"90.9 (87.2, 94.6)",726,sex,Male,Total,Ladakh,North
37,htn_diagnosed,67.2,59.3,75.1,Proportion,"67.2 (59.3, 75.1)",726,sex,Male,Total,Ladakh,North
1,htn_screened,80.5,78.1,82.9,Proportion,"80.5 (78.1, 82.9)",3059,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_diagnosed,40.8,37.3,44.3,Proportion,"40.8 (37.3, 44.3)",3059,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_screened,92.2,90.4,93.9,Proportion,"92.2 (90.4, 93.9)",7359,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_diagnosed,58,55.2,60.9,Proportion,"58 (55.2, 60.9)",7359,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_screened,93.9,92.3,95.4,Proportion,"93.9 (92.3, 95.4)",2482,age_category,65 plus,Total,Jammu & Kashmir,North
1,htn_diagnosed,67.4,64.3,70.5,Proportion,"67.4 (64.3, 70.5)",2482,age_category,65 plus,Total,Jammu & Kashmir,North
