state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
18,htn_unscreened,18.5,17.4,19.7,Proportion,"18.5 (17.4, 19.7)",19092,,NA,Total,Assam,North East
18,htn_undiagnosed,54.1,52.6,55.7,Proportion,"54.1 (52.6, 55.7)",19092,,NA,Total,Assam,North East
19,htn_unscreened,21.9,20.2,23.5,Proportion,"21.9 (20.2, 23.5)",11591,,NA,Total,West Bengal,East
19,htn_undiagnosed,58.6,57,60.3,Proportion,"58.6 (57, 60.3)",11591,,NA,Total,West Bengal,East
20,htn_unscreened,31.2,29.5,32.9,Proportion,"31.2 (29.5, 32.9)",15424,,NA,Total,Jharkhand,East
20,htn_undiagnosed,63.9,61.7,66.1,Proportion,"63.9 (61.7, 66.1)",15424,,NA,Total,Jharkhand,East
21,htn_unscreened,37.4,35.9,38.9,Proportion,"37.4 (35.9, 38.9)",19207,,NA,Total,Odisha,East
21,htn_undiagnosed,64.1,62.6,65.7,Proportion,"64.1 (62.6, 65.7)",19207,,NA,Total,Odisha,East
22,htn_unscreened,33,31.2,34.8,Proportion,"33 (31.2, 34.8)",19497,,NA,Total,Chhattisgarh,Central
22,htn_undiagnosed,77,75.4,78.6,Proportion,"77 (75.4, 78.6)",19497,,NA,Total,Chhattisgarh,Central
23,htn_unscreened,37.5,36.2,38.8,Proportion,"37.5 (36.2, 38.8)",29709,,NA,Total,Madhya Pradesh,Central
23,htn_undiagnosed,74.4,73.3,75.5,Proportion,"74.4 (73.3, 75.5)",29709,,NA,Total,Madhya Pradesh,Central
24,htn_unscreened,30.2,28.6,31.8,Proportion,"30.2 (28.6, 31.8)",20276,,NA,Total,Gujarat,West
24,htn_undiagnosed,66.8,65.2,68.4,Proportion,"66.8 (65.2, 68.4)",20276,,NA,Total,Gujarat,West
25,htn_unscreened,23.1,17.6,28.5,Proportion,"23.1 (17.6, 28.5)",1301,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,67.7,63.2,72.2,Proportion,"67.7 (63.2, 72.2)",1301,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_unscreened,25.8,24.3,27.3,Proportion,"25.8 (24.3, 27.3)",23246,,NA,Total,Maharashtra,West
27,htn_undiagnosed,66.9,65.6,68.1,Proportion,"66.9 (65.6, 68.1)",23246,,NA,Total,Maharashtra,West
28,htn_unscreened,15.6,14.3,17,Proportion,"15.6 (14.3, 17)",8071,,NA,Total,Andhra Pradesh,South
28,htn_undiagnosed,56.4,54.5,58.2,Proportion,"56.4 (54.5, 58.2)",8071,,NA,Total,Andhra Pradesh,South
29,htn_unscreened,25,23.1,26.8,Proportion,"25 (23.1, 26.8)",21444,,NA,Total,Karnataka,South
29,htn_undiagnosed,63.8,62.2,65.4,Proportion,"63.8 (62.2, 65.4)",21444,,NA,Total,Karnataka,South
30,htn_unscreened,4.7,3,6.4,Proportion,"4.7 (3, 6.4)",1488,,NA,Total,Goa,West
30,htn_undiagnosed,40.6,36.7,44.5,Proportion,"40.6 (36.7, 44.5)",1488,,NA,Total,Goa,West
31,htn_unscreened,1.9,0.8,2.9,Proportion,"1.9 (0.8, 2.9)",862,,NA,Total,Lakshadweep,South
31,htn_undiagnosed,56.5,50.9,62.1,Proportion,"56.5 (50.9, 62.1)",862,,NA,Total,Lakshadweep,South
32,htn_unscreened,4.2,3.6,4.7,Proportion,"4.2 (3.6, 4.7)",11143,,NA,Total,Kerala,South
32,htn_undiagnosed,40.9,39.4,42.4,Proportion,"40.9 (39.4, 42.4)",11143,,NA,Total,Kerala,South
33,htn_unscreened,10.6,9.8,11.4,Proportion,"10.6 (9.8, 11.4)",21574,,NA,Total,Tamil Nadu,South
33,htn_undiagnosed,57.2,55.2,59.2,Proportion,"57.2 (55.2, 59.2)",21574,,NA,Total,Tamil Nadu,South
34,htn_unscreened,11.6,8.2,15.1,Proportion,"11.6 (8.2, 15.1)",3121,,NA,Total,Puducherry,South
34,htn_undiagnosed,51.6,46,57.2,Proportion,"51.6 (46, 57.2)",3121,,NA,Total,Puducherry,South
35,htn_unscreened,8.8,6.9,10.8,Proportion,"8.8 (6.9, 10.8)",2295,,NA,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,57.4,53.7,61.2,Proportion,"57.4 (53.7, 61.2)",2295,,NA,Total,Andaman & Nicobar Islands,South
36,htn_unscreened,13.9,12.8,14.9,Proportion,"13.9 (12.8, 14.9)",19773,,NA,Total,Telangana,South
36,htn_undiagnosed,57.5,56.2,58.8,Proportion,"57.5 (56.2, 58.8)",19773,,NA,Total,Telangana,South
37,htn_unscreened,7.3,4.2,10.4,Proportion,"7.3 (4.2, 10.4)",1398,,NA,Total,Ladakh,North
37,htn_undiagnosed,31.9,24.1,39.7,Proportion,"31.9 (24.1, 39.7)",1398,,NA,Total,Ladakh,North
1,htn_unscreened,7.3,6,8.7,Proportion,"7.3 (6, 8.7)",6832,sex,Female,Total,Jammu & Kashmir,North
1,htn_undiagnosed,40.9,38.3,43.5,Proportion,"40.9 (38.3, 43.5)",6832,sex,Female,Total,Jammu & Kashmir,North
1,htn_unscreened,13.3,11.3,15.3,Proportion,"13.3 (11.3, 15.3)",6037,sex,Male,Total,Jammu & Kashmir,North
1,htn_undiagnosed,47.5,44.5,50.4,Proportion,"47.5 (44.5, 50.4)",6037,sex,Male,Total,Jammu & Kashmir,North
2,htn_unscreened,7.6,6.3,8.8,Proportion,"7.6 (6.3, 8.8)",3996,sex,Female,Total,Himachal Pradesh,North
2,htn_undiagnosed,41,38.2,43.9,Proportion,"41 (38.2, 43.9)",3996,sex,Female,Total,Himachal Pradesh,North
2,htn_unscreened,19,17.1,20.8,Proportion,"19 (17.1, 20.8)",3536,sex,Male,Total,Himachal Pradesh,North
2,htn_undiagnosed,61.5,58.8,64.3,Proportion,"61.5 (58.8, 64.3)",3536,sex,Male,Total,Himachal Pradesh,North
3,htn_unscreened,6.2,5.4,7,Proportion,"6.2 (5.4, 7)",11273,sex,Female,Total,Punjab,North
3,htn_undiagnosed,41.7,39.8,43.5,Proportion,"41.7 (39.8, 43.5)",11273,sex,Female,Total,Punjab,North
3,htn_unscreened,17,15.7,18.4,Proportion,"17 (15.7, 18.4)",10814,sex,Male,Total,Punjab,North
3,htn_undiagnosed,65.6,63.9,67.3,Proportion,"65.6 (63.9, 67.3)",10814,sex,Male,Total,Punjab,North
4,htn_unscreened,5.8,1.1,10.5,Proportion,"5.8 (1.1, 10.5)",274,sex,Female,Total,Chandigarh,North
4,htn_undiagnosed,47.4,38.5,56.3,Proportion,"47.4 (38.5, 56.3)",274,sex,Female,Total,Chandigarh,North
4,htn_unscreened,18.2,11.9,24.4,Proportion,"18.2 (11.9, 24.4)",222,sex,Male,Total,Chandigarh,North
4,htn_undiagnosed,71.4,62.6,80.2,Proportion,"71.4 (62.6, 80.2)",222,sex,Male,Total,Chandigarh,North
5,htn_unscreened,15,13.4,16.7,Proportion,"15 (13.4, 16.7)",4679,sex,Female,Total,Uttarakhand,Central
5,htn_undiagnosed,55.3,52.9,57.7,Proportion,"55.3 (52.9, 57.7)",4679,sex,Female,Total,Uttarakhand,Central
5,htn_unscreened,26,23.8,28.1,Proportion,"26 (23.8, 28.1)",4454,sex,Male,Total,Uttarakhand,Central
5,htn_undiagnosed,70.7,68.3,73.1,Proportion,"70.7 (68.3, 73.1)",4454,sex,Male,Total,Uttarakhand,Central
6,htn_unscreened,9.5,8.6,10.5,Proportion,"9.5 (8.6, 10.5)",8039,sex,Female,Total,Haryana,North
6,htn_undiagnosed,45.1,43.1,47.1,Proportion,"45.1 (43.1, 47.1)",8039,sex,Female,Total,Haryana,North
6,htn_unscreened,24.7,23.4,26.1,Proportion,"24.7 (23.4, 26.1)",7443,sex,Male,Total,Haryana,North
6,htn_undiagnosed,68.3,66.6,70,Proportion,"68.3 (66.6, 70)",7443,sex,Male,Total,Haryana,North
7,htn_unscreened,6.6,5.6,7.7,Proportion,"6.6 (5.6, 7.7)",3580,sex,Female,Total,Nct Of Delhi,North
7,htn_undiagnosed,52.2,49.5,54.9,Proportion,"52.2 (49.5, 54.9)",3580,sex,Female,Total,Nct Of Delhi,North
7,htn_unscreened,18.6,16.8,20.4,Proportion,"18.6 (16.8, 20.4)",3825,sex,Male,Total,Nct Of Delhi,North
7,htn_undiagnosed,72.7,70.9,74.6,Proportion,"72.7 (70.9, 74.6)",3825,sex,Male,Total,Nct Of Delhi,North
8,htn_unscreened,21.5,20.2,22.9,Proportion,"21.5 (20.2, 22.9)",10920,sex,Female,Total,Rajasthan,North
8,htn_undiagnosed,55.5,53.5,57.5,Proportion,"55.5 (53.5, 57.5)",10920,sex,Female,Total,Rajasthan,North
8,htn_unscreened,35.7,34.1,37.4,Proportion,"35.7 (34.1, 37.4)",10684,sex,Male,Total,Rajasthan,North
8,htn_undiagnosed,70.1,68.2,72.1,Proportion,"70.1 (68.2, 72.1)",10684,sex,Male,Total,Rajasthan,North
9,htn_unscreened,18.2,17.4,19,Proportion,"18.2 (17.4, 19)",28134,sex,Female,Total,Uttar Pradesh,Central
9,htn_undiagnosed,55.6,54.3,57,Proportion,"55.6 (54.3, 57)",28134,sex,Female,Total,Uttar Pradesh,Central
9,htn_unscreened,30.6,29.5,31.6,Proportion,"30.6 (29.5, 31.6)",25225,sex,Male,Total,Uttar Pradesh,Central
9,htn_undiagnosed,71.3,70.1,72.5,Proportion,"71.3 (70.1, 72.5)",25225,sex,Male,Total,Uttar Pradesh,Central
10,htn_unscreened,14.7,13.7,15.7,Proportion,"14.7 (13.7, 15.7)",12008,sex,Female,Total,Bihar,East
10,htn_undiagnosed,40.3,38.4,42.2,Proportion,"40.3 (38.4, 42.2)",12008,sex,Female,Total,Bihar,East
10,htn_unscreened,25.6,24.2,26.9,Proportion,"25.6 (24.2, 26.9)",9339,sex,Male,Total,Bihar,East
10,htn_undiagnosed,53.4,51.4,55.3,Proportion,"53.4 (51.4, 55.3)",9339,sex,Male,Total,Bihar,East
11,htn_unscreened,14.2,11.1,17.4,Proportion,"14.2 (11.1, 17.4)",1744,sex,Female,Total,Sikkim,North East
11,htn_undiagnosed,55.9,51.5,60.3,Proportion,"55.9 (51.5, 60.3)",1744,sex,Female,Total,Sikkim,North East
11,htn_unscreened,22.2,19,25.5,Proportion,"22.2 (19, 25.5)",1984,sex,Male,Total,Sikkim,North East
11,htn_undiagnosed,69.3,65.9,72.8,Proportion,"69.3 (65.9, 72.8)",1984,sex,Male,Total,Sikkim,North East
12,htn_unscreened,26.5,24.5,28.6,Proportion,"26.5 (24.5, 28.6)",7368,sex,Female,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,65.4,63,67.8,Proportion,"65.4 (63, 67.8)",7368,sex,Female,Total,Arunachal Pradesh,North East
12,htn_unscreened,32.5,30.2,34.8,Proportion,"32.5 (30.2, 34.8)",9140,sex,Male,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,72.7,70.6,74.8,Proportion,"72.7 (70.6, 74.8)",9140,sex,Male,Total,Arunachal Pradesh,North East
13,htn_unscreened,26.6,23.3,29.8,Proportion,"26.6 (23.3, 29.8)",3396,sex,Female,Total,Nagaland,North East
13,htn_undiagnosed,56.6,53,60.3,Proportion,"56.6 (53, 60.3)",3396,sex,Female,Total,Nagaland,North East
13,htn_unscreened,30,26.8,33.1,Proportion,"30 (26.8, 33.1)",4213,sex,Male,Total,Nagaland,North East
13,htn_undiagnosed,64.8,61.5,68.1,Proportion,"64.8 (61.5, 68.1)",4213,sex,Male,Total,Nagaland,North East
14,htn_unscreened,6.8,5.7,8,Proportion,"6.8 (5.7, 8)",2897,sex,Female,Total,Manipur,North East
14,htn_undiagnosed,49.5,46.8,52.2,Proportion,"49.5 (46.8, 52.2)",2897,sex,Female,Total,Manipur,North East
14,htn_unscreened,12.1,10.7,13.4,Proportion,"12.1 (10.7, 13.4)",3549,sex,Male,Total,Manipur,North East
14,htn_undiagnosed,60,57.7,62.3,Proportion,"60 (57.7, 62.3)",3549,sex,Male,Total,Manipur,North East
15,htn_unscreened,7.4,5.7,9.2,Proportion,"7.4 (5.7, 9.2)",1804,sex,Female,Total,Mizoram,North East
15,htn_undiagnosed,50.6,44.9,56.4,Proportion,"50.6 (44.9, 56.4)",1804,sex,Female,Total,Mizoram,North East
15,htn_unscreened,12.3,10,14.7,Proportion,"12.3 (10, 14.7)",2420,sex,Male,Total,Mizoram,North East
15,htn_undiagnosed,56.1,52.2,60.1,Proportion,"56.1 (52.2, 60.1)",2420,sex,Male,Total,Mizoram,North East
16,htn_unscreened,11.2,9.1,13.3,Proportion,"11.2 (9.1, 13.3)",2193,sex,Female,Total,Tripura,North East
16,htn_undiagnosed,42.6,39.2,45.9,Proportion,"42.6 (39.2, 45.9)",2193,sex,Female,Total,Tripura,North East
16,htn_unscreened,17.8,15.3,20.4,Proportion,"17.8 (15.3, 20.4)",2139,sex,Male,Total,Tripura,North East
16,htn_undiagnosed,53.2,49.4,57.1,Proportion,"53.2 (49.4, 57.1)",2139,sex,Male,Total,Tripura,North East
17,htn_unscreened,25.1,21.1,29.2,Proportion,"25.1 (21.1, 29.2)",2488,sex,Female,Total,Meghalaya,North East
17,htn_undiagnosed,59.4,55.3,63.4,Proportion,"59.4 (55.3, 63.4)",2488,sex,Female,Total,Meghalaya,North East
17,htn_unscreened,44.3,39.6,49.1,Proportion,"44.3 (39.6, 49.1)",2859,sex,Male,Total,Meghalaya,North East
17,htn_undiagnosed,77.8,75.1,80.6,Proportion,"77.8 (75.1, 80.6)",2859,sex,Male,Total,Meghalaya,North East
18,htn_unscreened,15.1,13.9,16.2,Proportion,"15.1 (13.9, 16.2)",9671,sex,Female,Total,Assam,North East
18,htn_undiagnosed,49.1,47.4,50.9,Proportion,"49.1 (47.4, 50.9)",9671,sex,Female,Total,Assam,North East
18,htn_unscreened,22.2,20.8,23.6,Proportion,"22.2 (20.8, 23.6)",9421,sex,Male,Total,Assam,North East
18,htn_undiagnosed,59.4,57.7,61.1,Proportion,"59.4 (57.7, 61.1)",9421,sex,Male,Total,Assam,North East
19,htn_unscreened,17.3,15.6,18.9,Proportion,"17.3 (15.6, 18.9)",6147,sex,Female,Total,West Bengal,East
19,htn_undiagnosed,53.2,51.3,55.2,Proportion,"53.2 (51.3, 55.2)",6147,sex,Female,Total,West Bengal,East
19,htn_unscreened,27.2,25.1,29.2,Proportion,"27.2 (25.1, 29.2)",5444,sex,Male,Total,West Bengal,East
19,htn_undiagnosed,64.9,62.9,66.8,Proportion,"64.9 (62.9, 66.8)",5444,sex,Male,Total,West Bengal,East
20,htn_unscreened,26.2,24.4,28,Proportion,"26.2 (24.4, 28)",7589,sex,Female,Total,Jharkhand,East
20,htn_undiagnosed,58.7,56.3,61.2,Proportion,"58.7 (56.3, 61.2)",7589,sex,Female,Total,Jharkhand,East
20,htn_unscreened,35.9,34,37.9,Proportion,"35.9 (34, 37.9)",7835,sex,Male,Total,Jharkhand,East
20,htn_undiagnosed,68.9,66.7,71.2,Proportion,"68.9 (66.7, 71.2)",7835,sex,Male,Total,Jharkhand,East
21,htn_unscreened,31.4,29.9,33,Proportion,"31.4 (29.9, 33)",10041,sex,Female,Total,Odisha,East
21,htn_undiagnosed,57.5,55.7,59.3,Proportion,"57.5 (55.7, 59.3)",10041,sex,Female,Total,Odisha,East
21,htn_unscreened,44,42.3,45.8,Proportion,"44 (42.3, 45.8)",9166,sex,Male,Total,Odisha,East
21,htn_undiagnosed,71.4,69.8,73,Proportion,"71.4 (69.8, 73)",9166,sex,Male,Total,Odisha,East
22,htn_unscreened,28.5,26.7,30.4,Proportion,"28.5 (26.7, 30.4)",9474,sex,Female,Total,Chhattisgarh,Central
22,htn_undiagnosed,72,70,74,Proportion,"72 (70, 74)",9474,sex,Female,Total,Chhattisgarh,Central
22,htn_unscreened,37.2,35.1,39.2,Proportion,"37.2 (35.1, 39.2)",10023,sex,Male,Total,Chhattisgarh,Central
22,htn_undiagnosed,81.7,80.2,83.2,Proportion,"81.7 (80.2, 83.2)",10023,sex,Male,Total,Chhattisgarh,Central
23,htn_unscreened,29.1,27.8,30.4,Proportion,"29.1 (27.8, 30.4)",15041,sex,Female,Total,Madhya Pradesh,Central
23,htn_undiagnosed,67.6,66.1,69,Proportion,"67.6 (66.1, 69)",15041,sex,Female,Total,Madhya Pradesh,Central
23,htn_unscreened,46.3,44.8,47.8,Proportion,"46.3 (44.8, 47.8)",14668,sex,Male,Total,Madhya Pradesh,Central
23,htn_undiagnosed,81.5,80.4,82.6,Proportion,"81.5 (80.4, 82.6)",14668,sex,Male,Total,Madhya Pradesh,Central
24,htn_unscreened,24.3,22.7,26,Proportion,"24.3 (22.7, 26)",10450,sex,Female,Total,Gujarat,West
24,htn_undiagnosed,59.9,58,61.8,Proportion,"59.9 (58, 61.8)",10450,sex,Female,Total,Gujarat,West
24,htn_unscreened,36.4,34.4,38.3,Proportion,"36.4 (34.4, 38.3)",9826,sex,Male,Total,Gujarat,West
24,htn_undiagnosed,74,72.3,75.6,Proportion,"74 (72.3, 75.6)",9826,sex,Male,Total,Gujarat,West
25,htn_unscreened,18.2,11.9,24.4,Proportion,"18.2 (11.9, 24.4)",648,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,60.8,54.7,66.9,Proportion,"60.8 (54.7, 66.9)",648,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,27.2,20.7,33.8,Proportion,"27.2 (20.7, 33.8)",653,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,73.7,68.8,78.6,Proportion,"73.7 (68.8, 78.6)",653,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_unscreened,20.2,18.6,21.8,Proportion,"20.2 (18.6, 21.8)",11800,sex,Female,Total,Maharashtra,West
27,htn_undiagnosed,60.7,59.2,62.2,Proportion,"60.7 (59.2, 62.2)",11800,sex,Female,Total,Maharashtra,West
27,htn_unscreened,31.5,29.6,33.3,Proportion,"31.5 (29.6, 33.3)",11446,sex,Male,Total,Maharashtra,West
27,htn_undiagnosed,73.1,71.7,74.5,Proportion,"73.1 (71.7, 74.5)",11446,sex,Male,Total,Maharashtra,West
28,htn_unscreened,10.9,9.6,12.2,Proportion,"10.9 (9.6, 12.2)",4141,sex,Female,Total,Andhra Pradesh,South
28,htn_undiagnosed,48.5,46.2,50.9,Proportion,"48.5 (46.2, 50.9)",4141,sex,Female,Total,Andhra Pradesh,South
28,htn_unscreened,20.6,18.8,22.4,Proportion,"20.6 (18.8, 22.4)",3930,sex,Male,Total,Andhra Pradesh,South
28,htn_undiagnosed,64.6,62.5,66.6,Proportion,"64.6 (62.5, 66.6)",3930,sex,Male,Total,Andhra Pradesh,South
29,htn_unscreened,19.8,17.9,21.7,Proportion,"19.8 (17.9, 21.7)",11113,sex,Female,Total,Karnataka,South
29,htn_undiagnosed,57.8,55.9,59.7,Proportion,"57.8 (55.9, 59.7)",11113,sex,Female,Total,Karnataka,South
29,htn_unscreened,30.5,28.3,32.6,Proportion,"30.5 (28.3, 32.6)",10331,sex,Male,Total,Karnataka,South
29,htn_undiagnosed,70.2,68.5,71.9,Proportion,"70.2 (68.5, 71.9)",10331,sex,Male,Total,Karnataka,South
30,htn_unscreened,2.9,1.4,4.4,Proportion,"2.9 (1.4, 4.4)",820,sex,Female,Total,Goa,West
30,htn_undiagnosed,34.3,30.2,38.4,Proportion,"34.3 (30.2, 38.4)",820,sex,Female,Total,Goa,West
30,htn_unscreened,7,4.1,9.9,Proportion,"7 (4.1, 9.9)",668,sex,Male,Total,Goa,West
30,htn_undiagnosed,48.5,43.5,53.5,Proportion,"48.5 (43.5, 53.5)",668,sex,Male,Total,Goa,West
31,htn_unscreened,1.7,0.5,2.9,Proportion,"1.7 (0.5, 2.9)",473,sex,Female,Total,Lakshadweep,South
31,htn_undiagnosed,52.1,45.1,59.2,Proportion,"52.1 (45.1, 59.2)",473,sex,Female,Total,Lakshadweep,South
31,htn_unscreened,2.1,0.7,3.6,Proportion,"2.1 (0.7, 3.6)",389,sex,Male,Total,Lakshadweep,South
31,htn_undiagnosed,61.9,55.5,68.3,Proportion,"61.9 (55.5, 68.3)",389,sex,Male,Total,Lakshadweep,South
32,htn_unscreened,2.1,1.7,2.5,Proportion,"2.1 (1.7, 2.5)",6132,sex,Female,Total,Kerala,South
32,htn_undiagnosed,35.2,33.6,36.8,Proportion,"35.2 (33.6, 36.8)",6132,sex,Female,Total,Kerala,South
32,htn_unscreened,6.7,5.8,7.6,Proportion,"6.7 (5.8, 7.6)",5011,sex,Male,Total,Kerala,South
32,htn_undiagnosed,48,46,49.9,Proportion,"48 (46, 49.9)",5011,sex,Male,Total,Kerala,South
33,htn_unscreened,7.3,6.5,8.1,Proportion,"7.3 (6.5, 8.1)",10861,sex,Female,Total,Tamil Nadu,South
33,htn_undiagnosed,49.8,47.6,52,Proportion,"49.8 (47.6, 52)",10861,sex,Female,Total,Tamil Nadu,South
33,htn_unscreened,14,13,15,Proportion,"14 (13, 15)",10713,sex,Male,Total,Tamil Nadu,South
33,htn_undiagnosed,64.7,62.7,66.7,Proportion,"64.7 (62.7, 66.7)",10713,sex,Male,Total,Tamil Nadu,South
34,htn_unscreened,8,4.7,11.3,Proportion,"8 (4.7, 11.3)",1587,sex,Female,Total,Puducherry,South
34,htn_undiagnosed,44.9,37.8,52.1,Proportion,"44.9 (37.8, 52.1)",1587,sex,Female,Total,Puducherry,South
34,htn_unscreened,14.9,10.4,19.3,Proportion,"14.9 (10.4, 19.3)",1534,sex,Male,Total,Puducherry,South
34,htn_undiagnosed,57.5,51.7,63.4,Proportion,"57.5 (51.7, 63.4)",1534,sex,Male,Total,Puducherry,South
35,htn_unscreened,4.7,2.9,6.5,Proportion,"4.7 (2.9, 6.5)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,48.8,43.9,53.6,Proportion,"48.8 (43.9, 53.6)",1000,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,12.1,9.1,15.2,Proportion,"12.1 (9.1, 15.2)",1295,sex,Male,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,64.4,60.5,68.3,Proportion,"64.4 (60.5, 68.3)",1295,sex,Male,Total,Andaman & Nicobar Islands,South
36,htn_unscreened,10.7,9.7,11.7,Proportion,"10.7 (9.7, 11.7)",9944,sex,Female,Total,Telangana,South
36,htn_undiagnosed,51.1,49.6,52.6,Proportion,"51.1 (49.6, 52.6)",9944,sex,Female,Total,Telangana,South
36,htn_unscreened,17.1,15.8,18.3,Proportion,"17.1 (15.8, 18.3)",9829,sex,Male,Total,Telangana,South
36,htn_undiagnosed,64,62.4,65.6,Proportion,"64 (62.4, 65.6)",9829,sex,Male,Total,Telangana,South
37,htn_unscreened,5.8,2.2,9.4,Proportion,"5.8 (2.2, 9.4)",677,sex,Female,Total,Ladakh,North
37,htn_undiagnosed,31.4,22.9,39.9,Proportion,"31.4 (22.9, 39.9)",677,sex,Female,Total,Ladakh,North
37,htn_unscreened,8.7,5.1,12.4,Proportion,"8.7 (5.1, 12.4)",721,sex,Male,Total,Ladakh,North
37,htn_undiagnosed,32.4,24.4,40.3,Proportion,"32.4 (24.4, 40.3)",721,sex,Male,Total,Ladakh,North
1,htn_unscreened,19.5,17.1,21.9,Proportion,"19.5 (17.1, 21.9)",3038,age_category,18-39,Total,Jammu & Kashmir,North
