state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
8,Urban,htn_unscreened,12.6,10.5,14.7,Proportion,"12.6 (10.5, 14.7)",2645,sex,Female,Rajasthan,North
8,Urban,htn_undiagnosed,45.9,41.9,49.9,Proportion,"45.9 (41.9, 49.9)",2645,sex,Female,Rajasthan,North
8,Urban,htn_unscreened,24.4,21.3,27.4,Proportion,"24.4 (21.3, 27.4)",2718,sex,Male,Rajasthan,North
8,Urban,htn_undiagnosed,61.6,57.2,65.9,Proportion,"61.6 (57.2, 65.9)",2718,sex,Male,Rajasthan,North
9,Rural,htn_unscreened,19.9,19,20.9,Proportion,"19.9 (19, 20.9)",22301,sex,Female,Uttar Pradesh,Central
9,Rural,htn_undiagnosed,55.5,54,57,Proportion,"55.5 (54, 57)",22301,sex,Female,Uttar Pradesh,Central
9,Rural,htn_unscreened,32.6,31.4,33.8,Proportion,"32.6 (31.4, 33.8)",19577,sex,Male,Uttar Pradesh,Central
9,Rural,htn_undiagnosed,71.2,69.7,72.6,Proportion,"71.2 (69.7, 72.6)",19577,sex,Male,Uttar Pradesh,Central
9,Urban,htn_unscreened,13.3,11.6,15.1,Proportion,"13.3 (11.6, 15.1)",5833,sex,Female,Uttar Pradesh,Central
9,Urban,htn_undiagnosed,56,53.3,58.8,Proportion,"56 (53.3, 58.8)",5833,sex,Female,Uttar Pradesh,Central
9,Urban,htn_unscreened,25.2,23.2,27.3,Proportion,"25.2 (23.2, 27.3)",5648,sex,Male,Uttar Pradesh,Central
9,Urban,htn_undiagnosed,71.6,69.3,73.9,Proportion,"71.6 (69.3, 73.9)",5648,sex,Male,Uttar Pradesh,Central
