state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
34,htn_diagnosed,23.7,20.3,27.2,Proportion,"23.7 (20.3, 27.2)",6020,,NA,Total,Puducherry,South
35,htn_screened,88.3,86.4,90.2,Proportion,"88.3 (86.4, 90.2)",4474,,NA,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,20.9,18.6,23.3,Proportion,"20.9 (18.6, 23.3)",4474,,NA,Total,Andaman & Nicobar Islands,South
36,htn_screened,81.2,80,82.4,Proportion,"81.2 (80, 82.4)",38563,,NA,Total,Telangana,South
36,htn_diagnosed,22.2,21.4,23,Proportion,"22.2 (21.4, 23)",38563,,NA,Total,Telangana,South
37,htn_screened,81.5,77.9,85,Proportion,"81.5 (77.9, 85)",3359,,NA,Total,Ladakh,North
37,htn_diagnosed,28.3,22.6,34.1,Proportion,"28.3 (22.6, 34.1)",3359,,NA,Total,Ladakh,North
1,htn_screened,84.5,83.1,86,Proportion,"84.5 (83.1, 86)",16027,sex,Female,Total,Jammu & Kashmir,North
1,htn_diagnosed,25.7,24.1,27.2,Proportion,"25.7 (24.1, 27.2)",16027,sex,Female,Total,Jammu & Kashmir,North
1,htn_screened,76.2,74.5,78,Proportion,"76.2 (74.5, 78)",16571,sex,Male,Total,Jammu & Kashmir,North
1,htn_diagnosed,19.7,18.3,21.1,Proportion,"19.7 (18.3, 21.1)",16571,sex,Male,Total,Jammu & Kashmir,North
2,htn_screened,86.4,85.2,87.7,Proportion,"86.4 (85.2, 87.7)",8265,sex,Female,Total,Himachal Pradesh,North
2,htn_diagnosed,29.3,27.5,31,Proportion,"29.3 (27.5, 31)",8265,sex,Female,Total,Himachal Pradesh,North
2,htn_screened,73.2,71.4,75.1,Proportion,"73.2 (71.4, 75.1)",8231,sex,Male,Total,Himachal Pradesh,North
2,htn_diagnosed,16.9,15.4,18.4,Proportion,"16.9 (15.4, 18.4)",8231,sex,Male,Total,Himachal Pradesh,North
3,htn_screened,89.5,88.6,90.4,Proportion,"89.5 (88.6, 90.4)",18678,sex,Female,Total,Punjab,North
3,htn_diagnosed,35,33.5,36.5,Proportion,"35 (33.5, 36.5)",18678,sex,Female,Total,Punjab,North
3,htn_screened,77.9,76.5,79.2,Proportion,"77.9 (76.5, 79.2)",19024,sex,Male,Total,Punjab,North
3,htn_diagnosed,19.7,18.7,20.8,Proportion,"19.7 (18.7, 20.8)",19024,sex,Male,Total,Punjab,North
4,htn_screened,91.6,87.2,96.1,Proportion,"91.6 (87.2, 96.1)",475,sex,Female,Total,Chandigarh,North
4,htn_diagnosed,30.9,23.9,37.8,Proportion,"30.9 (23.9, 37.8)",475,sex,Female,Total,Chandigarh,North
4,htn_screened,79.6,73.5,85.7,Proportion,"79.6 (73.5, 85.7)",421,sex,Male,Total,Chandigarh,North
4,htn_diagnosed,15.1,10.1,20,Proportion,"15.1 (10.1, 20)",421,sex,Male,Total,Chandigarh,North
5,htn_screened,78.7,77.1,80.3,Proportion,"78.7 (77.1, 80.3)",10328,sex,Female,Total,Uttarakhand,Central
5,htn_diagnosed,21.5,19.9,23,Proportion,"21.5 (19.9, 23)",10328,sex,Female,Total,Uttarakhand,Central
5,htn_screened,67.3,65.4,69.3,Proportion,"67.3 (65.4, 69.3)",8856,sex,Male,Total,Uttarakhand,Central
5,htn_diagnosed,15,13.7,16.4,Proportion,"15 (13.7, 16.4)",8856,sex,Male,Total,Uttarakhand,Central
6,htn_screened,85,84.1,85.9,Proportion,"85 (84.1, 85.9)",16428,sex,Female,Total,Haryana,North
6,htn_diagnosed,27.1,25.7,28.5,Proportion,"27.1 (25.7, 28.5)",16428,sex,Female,Total,Haryana,North
6,htn_screened,67.1,65.8,68.4,Proportion,"67.1 (65.8, 68.4)",16994,sex,Male,Total,Haryana,North
6,htn_diagnosed,13.9,13,14.8,Proportion,"13.9 (13, 14.8)",16994,sex,Male,Total,Haryana,North
7,htn_screened,88.4,87.2,89.7,Proportion,"88.4 (87.2, 89.7)",7347,sex,Female,Total,Nct Of Delhi,North
7,htn_diagnosed,23.5,21.9,25,Proportion,"23.5 (21.9, 25)",7347,sex,Female,Total,Nct Of Delhi,North
7,htn_screened,75.5,73.7,77.3,Proportion,"75.5 (73.7, 77.3)",7678,sex,Male,Total,Nct Of Delhi,North
7,htn_diagnosed,13.6,12.6,14.7,Proportion,"13.6 (12.6, 14.7)",7678,sex,Male,Total,Nct Of Delhi,North
8,htn_screened,66.6,65.2,68,Proportion,"66.6 (65.2, 68)",28273,sex,Female,Total,Rajasthan,North
8,htn_diagnosed,17.3,16.2,18.4,Proportion,"17.3 (16.2, 18.4)",28273,sex,Female,Total,Rajasthan,North
8,htn_screened,50.6,49.1,52.1,Proportion,"50.6 (49.1, 52.1)",29850,sex,Male,Total,Rajasthan,North
8,htn_diagnosed,10.7,9.8,11.5,Proportion,"10.7 (9.8, 11.5)",29850,sex,Male,Total,Rajasthan,North
9,htn_screened,71.8,70.9,72.7,Proportion,"71.8 (70.9, 72.7)",60480,sex,Female,Total,Uttar Pradesh,Central
9,htn_diagnosed,20.9,20.1,21.7,Proportion,"20.9 (20.1, 21.7)",60480,sex,Female,Total,Uttar Pradesh,Central
9,htn_screened,58.3,57.4,59.2,Proportion,"58.3 (57.4, 59.2)",60042,sex,Male,Total,Uttar Pradesh,Central
9,htn_diagnosed,12.3,11.6,12.9,Proportion,"12.3 (11.6, 12.9)",60042,sex,Male,Total,Uttar Pradesh,Central
10,htn_screened,74.9,73.8,75.9,Proportion,"74.9 (73.8, 75.9)",24132,sex,Female,Total,Bihar,East
10,htn_diagnosed,30.8,29.3,32.3,Proportion,"30.8 (29.3, 32.3)",24132,sex,Female,Total,Bihar,East
10,htn_screened,59.8,58.6,61,Proportion,"59.8 (58.6, 61)",21807,sex,Male,Total,Bihar,East
10,htn_diagnosed,20.8,19.6,22,Proportion,"20.8 (19.6, 22)",21807,sex,Male,Total,Bihar,East
11,htn_screened,81.3,78,84.5,Proportion,"81.3 (78, 84.5)",2957,sex,Female,Total,Sikkim,North East
11,htn_diagnosed,25.5,22.1,28.9,Proportion,"25.5 (22.1, 28.9)",2957,sex,Female,Total,Sikkim,North East
11,htn_screened,72.9,69.5,76.2,Proportion,"72.9 (69.5, 76.2)",3211,sex,Male,Total,Sikkim,North East
11,htn_diagnosed,17.9,15.8,20.1,Proportion,"17.9 (15.8, 20.1)",3211,sex,Male,Total,Sikkim,North East
12,htn_screened,67.5,65.6,69.5,Proportion,"67.5 (65.6, 69.5)",15602,sex,Female,Total,Arunachal Pradesh,North East
12,htn_diagnosed,16.2,14.9,17.6,Proportion,"16.2 (14.9, 17.6)",15602,sex,Female,Total,Arunachal Pradesh,North East
12,htn_screened,61,58.9,63,Proportion,"61 (58.9, 63)",17914,sex,Male,Total,Arunachal Pradesh,North East
12,htn_diagnosed,13.9,12.7,15.1,Proportion,"13.9 (12.7, 15.1)",17914,sex,Male,Total,Arunachal Pradesh,North East
13,htn_screened,64.4,61.4,67.4,Proportion,"64.4 (61.4, 67.4)",7149,sex,Female,Total,Nagaland,North East
13,htn_diagnosed,20.6,18.5,22.7,Proportion,"20.6 (18.5, 22.7)",7149,sex,Female,Total,Nagaland,North East
13,htn_screened,58.1,55.2,61,Proportion,"58.1 (55.2, 61)",8500,sex,Male,Total,Nagaland,North East
13,htn_diagnosed,17.1,15.4,18.9,Proportion,"17.1 (15.4, 18.9)",8500,sex,Male,Total,Nagaland,North East
14,htn_screened,90.3,89.2,91.5,Proportion,"90.3 (89.2, 91.5)",6328,sex,Female,Total,Manipur,North East
14,htn_diagnosed,23.6,22,25.2,Proportion,"23.6 (22, 25.2)",6328,sex,Female,Total,Manipur,North East
14,htn_screened,82.5,81,84,Proportion,"82.5 (81, 84)",7265,sex,Male,Total,Manipur,North East
14,htn_diagnosed,20.5,19.1,21.9,Proportion,"20.5 (19.1, 21.9)",7265,sex,Male,Total,Manipur,North East
15,htn_screened,87.2,85.3,89.2,Proportion,"87.2 (85.3, 89.2)",4365,sex,Female,Total,Mizoram,North East
15,htn_diagnosed,22,19.2,24.7,Proportion,"22 (19.2, 24.7)",4365,sex,Female,Total,Mizoram,North East
15,htn_screened,79.2,76.5,81.9,Proportion,"79.2 (76.5, 81.9)",5978,sex,Male,Total,Mizoram,North East
15,htn_diagnosed,19.2,17,21.3,Proportion,"19.2 (17, 21.3)",5978,sex,Male,Total,Mizoram,North East
16,htn_screened,80.4,77.8,83,Proportion,"80.4 (77.8, 83)",4569,sex,Female,Total,Tripura,North East
16,htn_diagnosed,28.2,25.7,30.7,Proportion,"28.2 (25.7, 30.7)",4569,sex,Female,Total,Tripura,North East
16,htn_screened,71.3,68.5,74,Proportion,"71.3 (68.5, 74)",4940,sex,Male,Total,Tripura,North East
16,htn_diagnosed,20.9,18.8,23.1,Proportion,"20.9 (18.8, 23.1)",4940,sex,Male,Total,Tripura,North East
17,htn_screened,64,60.3,67.6,Proportion,"64 (60.3, 67.6)",6905,sex,Female,Total,Meghalaya,North East
17,htn_diagnosed,15.7,13.8,17.6,Proportion,"15.7 (13.8, 17.6)",6905,sex,Female,Total,Meghalaya,North East
17,htn_screened,46.2,42.7,49.7,Proportion,"46.2 (42.7, 49.7)",8026,sex,Male,Total,Meghalaya,North East
17,htn_diagnosed,8.2,6.9,9.5,Proportion,"8.2 (6.9, 9.5)",8026,sex,Male,Total,Meghalaya,North East
18,htn_screened,76.8,75.6,78.1,Proportion,"76.8 (75.6, 78.1)",22148,sex,Female,Total,Assam,North East
18,htn_diagnosed,22.7,21.6,23.7,Proportion,"22.7 (21.6, 23.7)",22148,sex,Female,Total,Assam,North East
18,htn_screened,66.3,64.9,67.7,Proportion,"66.3 (64.9, 67.7)",23675,sex,Male,Total,Assam,North East
18,htn_diagnosed,16,15.2,16.8,Proportion,"16 (15.2, 16.8)",23675,sex,Male,Total,Assam,North East
19,htn_screened,74.3,72.6,76,Proportion,"74.3 (72.6, 76)",13987,sex,Female,Total,West Bengal,East
19,htn_diagnosed,20.4,19.4,21.5,Proportion,"20.4 (19.4, 21.5)",13987,sex,Female,Total,West Bengal,East
19,htn_screened,61.6,59.7,63.6,Proportion,"61.6 (59.7, 63.6)",14278,sex,Male,Total,West Bengal,East
19,htn_diagnosed,13.1,12.3,14,Proportion,"13.1 (12.3, 14)",14278,sex,Male,Total,West Bengal,East
20,htn_screened,64.2,62.6,65.8,Proportion,"64.2 (62.6, 65.8)",17564,sex,Female,Total,Jharkhand,East
20,htn_diagnosed,18.1,16.7,19.5,Proportion,"18.1 (16.7, 19.5)",17564,sex,Female,Total,Jharkhand,East
20,htn_screened,53.9,52.2,55.7,Proportion,"53.9 (52.2, 55.7)",18480,sex,Male,Total,Jharkhand,East
20,htn_diagnosed,13.4,12.2,14.5,Proportion,"13.4 (12.2, 14.5)",18480,sex,Male,Total,Jharkhand,East
21,htn_screened,60.4,59,61.8,Proportion,"60.4 (59, 61.8)",21174,sex,Female,Total,Odisha,East
21,htn_diagnosed,20.7,19.6,21.8,Proportion,"20.7 (19.6, 21.8)",21174,sex,Female,Total,Odisha,East
21,htn_screened,45,43.5,46.4,Proportion,"45 (43.5, 46.4)",21012,sex,Male,Total,Odisha,East
21,htn_diagnosed,12.8,12,13.6,Proportion,"12.8 (12, 13.6)",21012,sex,Male,Total,Odisha,East
22,htn_screened,66.8,65.1,68.5,Proportion,"66.8 (65.1, 68.5)",20278,sex,Female,Total,Chhattisgarh,Central
22,htn_diagnosed,13.4,12.3,14.4,Proportion,"13.4 (12.3, 14.4)",20278,sex,Female,Total,Chhattisgarh,Central
22,htn_screened,55.5,53.6,57.4,Proportion,"55.5 (53.6, 57.4)",21900,sex,Male,Total,Chhattisgarh,Central
22,htn_diagnosed,8.6,7.8,9.3,Proportion,"8.6 (7.8, 9.3)",21900,sex,Male,Total,Chhattisgarh,Central
23,htn_screened,64.8,63.5,66,Proportion,"64.8 (63.5, 66)",33165,sex,Female,Total,Madhya Pradesh,Central
23,htn_diagnosed,14.7,14,15.5,Proportion,"14.7 (14, 15.5)",33165,sex,Female,Total,Madhya Pradesh,Central
23,htn_screened,44.8,43.5,46.1,Proportion,"44.8 (43.5, 46.1)",34769,sex,Male,Total,Madhya Pradesh,Central
23,htn_diagnosed,7.7,7.2,8.2,Proportion,"7.7 (7.2, 8.2)",34769,sex,Male,Total,Madhya Pradesh,Central
24,htn_screened,67.5,65.7,69.2,Proportion,"67.5 (65.7, 69.2)",23379,sex,Female,Total,Gujarat,West
24,htn_diagnosed,18.2,17.2,19.2,Proportion,"18.2 (17.2, 19.2)",23379,sex,Female,Total,Gujarat,West
24,htn_screened,54.7,52.7,56.6,Proportion,"54.7 (52.7, 56.6)",24653,sex,Male,Total,Gujarat,West
24,htn_diagnosed,10.4,9.7,11.1,Proportion,"10.4 (9.7, 11.1)",24653,sex,Male,Total,Gujarat,West
25,htn_screened,74.6,69.8,79.3,Proportion,"74.6 (69.8, 79.3)",1802,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,13,10.3,15.6,Proportion,"13 (10.3, 15.6)",1802,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_screened,62.4,56.8,68,Proportion,"62.4 (56.8, 68)",2005,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,7.6,5.9,9.3,Proportion,"7.6 (5.9, 9.3)",2005,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,73.3,71.7,74.9,Proportion,"73.3 (71.7, 74.9)",25485,sex,Female,Total,Maharashtra,West
27,htn_diagnosed,18.6,17.7,19.4,Proportion,"18.6 (17.7, 19.4)",25485,sex,Female,Total,Maharashtra,West
27,htn_screened,59.6,57.8,61.3,Proportion,"59.6 (57.8, 61.3)",26933,sex,Male,Total,Maharashtra,West
27,htn_diagnosed,11.7,11,12.3,Proportion,"11.7 (11, 12.3)",26933,sex,Male,Total,Maharashtra,West
28,htn_screened,84.5,83.1,85.9,Proportion,"84.5 (83.1, 85.9)",7913,sex,Female,Total,Andhra Pradesh,South
28,htn_diagnosed,27.1,25.6,28.7,Proportion,"27.1 (25.6, 28.7)",7913,sex,Female,Total,Andhra Pradesh,South
28,htn_screened,72.5,70.8,74.3,Proportion,"72.5 (70.8, 74.3)",8014,sex,Male,Total,Andhra Pradesh,South
28,htn_diagnosed,17.5,16.4,18.6,Proportion,"17.5 (16.4, 18.6)",8014,sex,Male,Total,Andhra Pradesh,South
29,htn_screened,71.8,69.8,73.8,Proportion,"71.8 (69.8, 73.8)",21909,sex,Female,Total,Karnataka,South
29,htn_diagnosed,21.4,20.3,22.6,Proportion,"21.4 (20.3, 22.6)",21909,sex,Female,Total,Karnataka,South
29,htn_screened,61.1,59,63.2,Proportion,"61.1 (59, 63.2)",22235,sex,Male,Total,Karnataka,South
29,htn_diagnosed,14,13.1,15,Proportion,"14 (13.1, 15)",22235,sex,Male,Total,Karnataka,South
30,htn_screened,93.5,91,96.1,Proportion,"93.5 (91, 96.1)",1466,sex,Female,Total,Goa,West
30,htn_diagnosed,36.1,32.7,39.4,Proportion,"36.1 (32.7, 39.4)",1466,sex,Female,Total,Goa,West
30,htn_screened,88,84.6,91.4,Proportion,"88 (84.6, 91.4)",1455,sex,Male,Total,Goa,West
30,htn_diagnosed,23.3,20.5,26.1,Proportion,"23.3 (20.5, 26.1)",1455,sex,Male,Total,Goa,West
31,htn_screened,97.6,96.5,98.7,Proportion,"97.6 (96.5, 98.7)",991,sex,Female,Total,Lakshadweep,South
31,htn_diagnosed,22.8,18.5,27.2,Proportion,"22.8 (18.5, 27.2)",991,sex,Female,Total,Lakshadweep,South
31,htn_screened,94.7,92.2,97.1,Proportion,"94.7 (92.2, 97.1)",912,sex,Male,Total,Lakshadweep,South
31,htn_diagnosed,16.1,12.9,19.3,Proportion,"16.1 (12.9, 19.3)",912,sex,Male,Total,Lakshadweep,South
32,htn_screened,96.1,95.6,96.6,Proportion,"96.1 (95.6, 96.6)",10359,sex,Female,Total,Kerala,South
32,htn_diagnosed,38.1,36.8,39.4,Proportion,"38.1 (36.8, 39.4)",10359,sex,Female,Total,Kerala,South
32,htn_screened,88.9,88,89.9,Proportion,"88.9 (88, 89.9)",9505,sex,Male,Total,Kerala,South
32,htn_diagnosed,27.3,26.1,28.5,Proportion,"27.3 (26.1, 28.5)",9505,sex,Male,Total,Kerala,South
33,htn_screened,89.2,88.3,90.1,Proportion,"89.2 (88.3, 90.1)",20424,sex,Female,Total,Tamil Nadu,South
33,htn_diagnosed,26.9,25.4,28.5,Proportion,"26.9 (25.4, 28.5)",20424,sex,Female,Total,Tamil Nadu,South
33,htn_screened,80.5,79.5,81.6,Proportion,"80.5 (79.5, 81.6)",20996,sex,Male,Total,Tamil Nadu,South
33,htn_diagnosed,18,16.8,19.2,Proportion,"18 (16.8, 19.2)",20996,sex,Male,Total,Tamil Nadu,South
34,htn_screened,87.5,84.1,91,Proportion,"87.5 (84.1, 91)",2995,sex,Female,Total,Puducherry,South
34,htn_diagnosed,26.9,22.2,31.5,Proportion,"26.9 (22.2, 31.5)",2995,sex,Female,Total,Puducherry,South
34,htn_screened,80.5,76,85,Proportion,"80.5 (76, 85)",3025,sex,Male,Total,Puducherry,South
34,htn_diagnosed,20.9,17.7,24.1,Proportion,"20.9 (17.7, 24.1)",3025,sex,Male,Total,Puducherry,South
35,htn_screened,93.2,91.4,94.9,Proportion,"93.2 (91.4, 94.9)",2001,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,25.4,21.9,28.9,Proportion,"25.4 (21.9, 28.9)",2001,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_screened,84.5,81.8,87.2,Proportion,"84.5 (81.8, 87.2)",2473,sex,Male,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,17.4,15.1,19.7,Proportion,"17.4 (15.1, 19.7)",2473,sex,Male,Total,Andaman & Nicobar Islands,South
36,htn_screened,84.6,83.4,85.8,Proportion,"84.6 (83.4, 85.8)",19070,sex,Female,Total,Telangana,South
36,htn_diagnosed,25.9,24.9,26.9,Proportion,"25.9 (24.9, 26.9)",19070,sex,Female,Total,Telangana,South
36,htn_screened,77.8,76.4,79.2,Proportion,"77.8 (76.4, 79.2)",19493,sex,Male,Total,Telangana,South
36,htn_diagnosed,18.6,17.6,19.6,Proportion,"18.6 (17.6, 19.6)",19493,sex,Male,Total,Telangana,South
37,htn_screened,85.4,81.9,88.8,Proportion,"85.4 (81.9, 88.8)",1612,sex,Female,Total,Ladakh,North
37,htn_diagnosed,28.8,22.7,34.9,Proportion,"28.8 (22.7, 34.9)",1612,sex,Female,Total,Ladakh,North
37,htn_screened,77.9,73.6,82.1,Proportion,"77.9 (73.6, 82.1)",1747,sex,Male,Total,Ladakh,North
37,htn_diagnosed,27.9,22.2,33.6,Proportion,"27.9 (22.2, 33.6)",1747,sex,Male,Total,Ladakh,North
1,htn_screened,67.1,65.1,69.1,Proportion,"67.1 (65.1, 69.1)",13323,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_diagnosed,9.4,8.4,10.4,Proportion,"9.4 (8.4, 10.4)",13323,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_screened,88.6,87.2,90.1,Proportion,"88.6 (87.2, 90.1)",15478,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_diagnosed,28.6,26.8,30.3,Proportion,"28.6 (26.8, 30.3)",15478,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_screened,91.8,90.3,93.2,Proportion,"91.8 (90.3, 93.2)",3797,age_category,65 plus,Total,Jammu & Kashmir,North
1,htn_diagnosed,44,41.2,46.7,Proportion,"44 (41.2, 46.7)",3797,age_category,65 plus,Total,Jammu & Kashmir,North
