state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
20,htn_diagnosed,15.2,13.9,16.4,Proportion,"15.2 (13.9, 16.4)",36044,,NA,Total,Jharkhand,East
21,htn_screened,51.6,50.4,52.8,Proportion,"51.6 (50.4, 52.8)",42186,,NA,Total,Odisha,East
21,htn_diagnosed,15.2,14.3,16,Proportion,"15.2 (14.3, 16)",42186,,NA,Total,Odisha,East
22,htn_screened,60.2,58.5,61.9,Proportion,"60.2 (58.5, 61.9)",42178,,NA,Total,Chhattisgarh,Central
22,htn_diagnosed,10.4,9.6,11.1,Proportion,"10.4 (9.6, 11.1)",42178,,NA,Total,Chhattisgarh,Central
23,htn_screened,53.8,52.7,54.9,Proportion,"53.8 (52.7, 54.9)",67934,,NA,Total,Madhya Pradesh,Central
23,htn_diagnosed,10.4,9.9,10.9,Proportion,"10.4 (9.9, 10.9)",67934,,NA,Total,Madhya Pradesh,Central
24,htn_screened,58.8,57.2,60.4,Proportion,"58.8 (57.2, 60.4)",48032,,NA,Total,Gujarat,West
24,htn_diagnosed,12.2,11.7,12.8,Proportion,"12.2 (11.7, 12.8)",48032,,NA,Total,Gujarat,West
25,htn_screened,68.6,64.4,72.7,Proportion,"68.6 (64.4, 72.7)",3807,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,11.2,9.6,12.8,Proportion,"11.2 (9.6, 12.8)",3807,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,64.1,62.6,65.6,Proportion,"64.1 (62.6, 65.6)",52418,,NA,Total,Maharashtra,West
27,htn_diagnosed,12.6,12.1,13.1,Proportion,"12.6 (12.1, 13.1)",52418,,NA,Total,Maharashtra,West
28,htn_screened,75.8,74.3,77.3,Proportion,"75.8 (74.3, 77.3)",15927,,NA,Total,Andhra Pradesh,South
28,htn_diagnosed,18.7,17.8,19.7,Proportion,"18.7 (17.8, 19.7)",15927,,NA,Total,Andhra Pradesh,South
29,htn_screened,64.1,62,66.1,Proportion,"64.1 (62, 66.1)",44144,,NA,Total,Karnataka,South
29,htn_diagnosed,15.2,14.3,16.1,Proportion,"15.2 (14.3, 16.1)",44144,,NA,Total,Karnataka,South
30,htn_screened,88.1,85.1,91.1,Proportion,"88.1 (85.1, 91.1)",2921,,NA,Total,Goa,West
30,htn_diagnosed,22.6,20.7,24.5,Proportion,"22.6 (20.7, 24.5)",2921,,NA,Total,Goa,West
31,htn_screened,95,93.4,96.6,Proportion,"95 (93.4, 96.6)",1903,,NA,Total,Lakshadweep,South
31,htn_diagnosed,15.4,13.1,17.8,Proportion,"15.4 (13.1, 17.8)",1903,,NA,Total,Lakshadweep,South
32,htn_screened,88.9,88,89.7,Proportion,"88.9 (88, 89.7)",19864,,NA,Total,Kerala,South
32,htn_diagnosed,23,22.2,23.8,Proportion,"23 (22.2, 23.8)",19864,,NA,Total,Kerala,South
33,htn_screened,82.5,81.5,83.5,Proportion,"82.5 (81.5, 83.5)",41420,,NA,Total,Tamil Nadu,South
33,htn_diagnosed,19.5,18.1,20.9,Proportion,"19.5 (18.1, 20.9)",41420,,NA,Total,Tamil Nadu,South
34,htn_screened,81.3,77.5,85,Proportion,"81.3 (77.5, 85)",6020,,NA,Total,Puducherry,South
34,htn_diagnosed,19.7,16.9,22.4,Proportion,"19.7 (16.9, 22.4)",6020,,NA,Total,Puducherry,South
35,htn_screened,87,84.9,89,Proportion,"87 (84.9, 89)",4474,,NA,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,18.9,17.1,20.6,Proportion,"18.9 (17.1, 20.6)",4474,,NA,Total,Andaman & Nicobar Islands,South
36,htn_screened,79.6,78.4,80.9,Proportion,"79.6 (78.4, 80.9)",38563,,NA,Total,Telangana,South
36,htn_diagnosed,19,18.4,19.6,Proportion,"19 (18.4, 19.6)",38563,,NA,Total,Telangana,South
37,htn_screened,79.9,76.2,83.5,Proportion,"79.9 (76.2, 83.5)",3359,,NA,Total,Ladakh,North
37,htn_diagnosed,26.9,21,32.8,Proportion,"26.9 (21, 32.8)",3359,,NA,Total,Ladakh,North
1,htn_screened,82.9,81.4,84.4,Proportion,"82.9 (81.4, 84.4)",16027,sex,Female,Total,Jammu & Kashmir,North
1,htn_diagnosed,23.7,22.3,25.1,Proportion,"23.7 (22.3, 25.1)",16027,sex,Female,Total,Jammu & Kashmir,North
1,htn_screened,73.9,72.2,75.7,Proportion,"73.9 (72.2, 75.7)",16571,sex,Male,Total,Jammu & Kashmir,North
1,htn_diagnosed,17.9,16.7,19.1,Proportion,"17.9 (16.7, 19.1)",16571,sex,Male,Total,Jammu & Kashmir,North
2,htn_screened,85.1,83.7,86.4,Proportion,"85.1 (83.7, 86.4)",8265,sex,Female,Total,Himachal Pradesh,North
2,htn_diagnosed,25.7,24,27.3,Proportion,"25.7 (24, 27.3)",8265,sex,Female,Total,Himachal Pradesh,North
2,htn_screened,69.6,67.6,71.6,Proportion,"69.6 (67.6, 71.6)",8231,sex,Male,Total,Himachal Pradesh,North
2,htn_diagnosed,13.5,12.3,14.7,Proportion,"13.5 (12.3, 14.7)",8231,sex,Male,Total,Himachal Pradesh,North
3,htn_screened,88.7,87.7,89.6,Proportion,"88.7 (87.7, 89.6)",18678,sex,Female,Total,Punjab,North
3,htn_diagnosed,33.2,31.6,34.7,Proportion,"33.2 (31.6, 34.7)",18678,sex,Female,Total,Punjab,North
3,htn_screened,75.7,74.3,77.1,Proportion,"75.7 (74.3, 77.1)",19024,sex,Male,Total,Punjab,North
3,htn_diagnosed,17.6,16.6,18.6,Proportion,"17.6 (16.6, 18.6)",19024,sex,Male,Total,Punjab,North
4,htn_screened,91,86.5,95.5,Proportion,"91 (86.5, 95.5)",475,sex,Female,Total,Chandigarh,North
4,htn_diagnosed,29.2,22.3,36.1,Proportion,"29.2 (22.3, 36.1)",475,sex,Female,Total,Chandigarh,North
4,htn_screened,77.7,71.4,84,Proportion,"77.7 (71.4, 84)",421,sex,Male,Total,Chandigarh,North
4,htn_diagnosed,13.8,9.3,18.4,Proportion,"13.8 (9.3, 18.4)",421,sex,Male,Total,Chandigarh,North
5,htn_screened,78.3,76.8,79.8,Proportion,"78.3 (76.8, 79.8)",10328,sex,Female,Total,Uttarakhand,Central
5,htn_diagnosed,20,18.5,21.4,Proportion,"20 (18.5, 21.4)",10328,sex,Female,Total,Uttarakhand,Central
5,htn_screened,65.8,63.8,67.7,Proportion,"65.8 (63.8, 67.7)",8856,sex,Male,Total,Uttarakhand,Central
5,htn_diagnosed,13.6,12.4,14.7,Proportion,"13.6 (12.4, 14.7)",8856,sex,Male,Total,Uttarakhand,Central
6,htn_screened,84.6,83.6,85.5,Proportion,"84.6 (83.6, 85.5)",16428,sex,Female,Total,Haryana,North
6,htn_diagnosed,26.2,24.8,27.6,Proportion,"26.2 (24.8, 27.6)",16428,sex,Female,Total,Haryana,North
6,htn_screened,65.5,64.3,66.8,Proportion,"65.5 (64.3, 66.8)",16994,sex,Male,Total,Haryana,North
6,htn_diagnosed,12.9,12,13.7,Proportion,"12.9 (12, 13.7)",16994,sex,Male,Total,Haryana,North
7,htn_screened,88.2,87,89.4,Proportion,"88.2 (87, 89.4)",7347,sex,Female,Total,Nct Of Delhi,North
7,htn_diagnosed,23.3,21.8,24.8,Proportion,"23.3 (21.8, 24.8)",7347,sex,Female,Total,Nct Of Delhi,North
7,htn_screened,75.1,73.3,76.8,Proportion,"75.1 (73.3, 76.8)",7678,sex,Male,Total,Nct Of Delhi,North
7,htn_diagnosed,13.6,12.6,14.5,Proportion,"13.6 (12.6, 14.5)",7678,sex,Male,Total,Nct Of Delhi,North
8,htn_screened,66.1,64.8,67.5,Proportion,"66.1 (64.8, 67.5)",28273,sex,Female,Total,Rajasthan,North
8,htn_diagnosed,16.6,15.6,17.7,Proportion,"16.6 (15.6, 17.7)",28273,sex,Female,Total,Rajasthan,North
8,htn_screened,49.2,47.7,50.6,Proportion,"49.2 (47.7, 50.6)",29850,sex,Male,Total,Rajasthan,North
8,htn_diagnosed,10,9.2,10.8,Proportion,"10 (9.2, 10.8)",29850,sex,Male,Total,Rajasthan,North
9,htn_screened,71.4,70.5,72.3,Proportion,"71.4 (70.5, 72.3)",60480,sex,Female,Total,Uttar Pradesh,Central
9,htn_diagnosed,20.5,19.7,21.3,Proportion,"20.5 (19.7, 21.3)",60480,sex,Female,Total,Uttar Pradesh,Central
9,htn_screened,57.3,56.4,58.2,Proportion,"57.3 (56.4, 58.2)",60042,sex,Male,Total,Uttar Pradesh,Central
9,htn_diagnosed,11.7,11.1,12.3,Proportion,"11.7 (11.1, 12.3)",60042,sex,Male,Total,Uttar Pradesh,Central
10,htn_screened,74.4,73.4,75.5,Proportion,"74.4 (73.4, 75.5)",24132,sex,Female,Total,Bihar,East
10,htn_diagnosed,30,28.5,31.5,Proportion,"30 (28.5, 31.5)",24132,sex,Female,Total,Bihar,East
10,htn_screened,57.5,56.3,58.7,Proportion,"57.5 (56.3, 58.7)",21807,sex,Male,Total,Bihar,East
10,htn_diagnosed,19.1,17.9,20.3,Proportion,"19.1 (17.9, 20.3)",21807,sex,Male,Total,Bihar,East
11,htn_screened,80.8,77.5,84.1,Proportion,"80.8 (77.5, 84.1)",2957,sex,Female,Total,Sikkim,North East
11,htn_diagnosed,25,22,28,Proportion,"25 (22, 28)",2957,sex,Female,Total,Sikkim,North East
11,htn_screened,72.2,69,75.4,Proportion,"72.2 (69, 75.4)",3211,sex,Male,Total,Sikkim,North East
11,htn_diagnosed,17.3,15.2,19.3,Proportion,"17.3 (15.2, 19.3)",3211,sex,Male,Total,Sikkim,North East
12,htn_screened,67.6,65.6,69.5,Proportion,"67.6 (65.6, 69.5)",15602,sex,Female,Total,Arunachal Pradesh,North East
12,htn_diagnosed,16.3,14.9,17.6,Proportion,"16.3 (14.9, 17.6)",15602,sex,Female,Total,Arunachal Pradesh,North East
12,htn_screened,60.6,58.5,62.7,Proportion,"60.6 (58.5, 62.7)",17914,sex,Male,Total,Arunachal Pradesh,North East
12,htn_diagnosed,13.8,12.6,15,Proportion,"13.8 (12.6, 15)",17914,sex,Male,Total,Arunachal Pradesh,North East
13,htn_screened,63.4,60.6,66.3,Proportion,"63.4 (60.6, 66.3)",7149,sex,Female,Total,Nagaland,North East
13,htn_diagnosed,19.1,17.2,21,Proportion,"19.1 (17.2, 21)",7149,sex,Female,Total,Nagaland,North East
13,htn_screened,56.2,53.4,59,Proportion,"56.2 (53.4, 59)",8500,sex,Male,Total,Nagaland,North East
13,htn_diagnosed,15.7,14.1,17.4,Proportion,"15.7 (14.1, 17.4)",8500,sex,Male,Total,Nagaland,North East
14,htn_screened,89.7,88.5,90.8,Proportion,"89.7 (88.5, 90.8)",6328,sex,Female,Total,Manipur,North East
14,htn_diagnosed,21.6,20.2,23.1,Proportion,"21.6 (20.2, 23.1)",6328,sex,Female,Total,Manipur,North East
14,htn_screened,81.1,79.6,82.6,Proportion,"81.1 (79.6, 82.6)",7265,sex,Male,Total,Manipur,North East
14,htn_diagnosed,18.4,17.2,19.6,Proportion,"18.4 (17.2, 19.6)",7265,sex,Male,Total,Manipur,North East
15,htn_screened,86.9,85.1,88.6,Proportion,"86.9 (85.1, 88.6)",4365,sex,Female,Total,Mizoram,North East
15,htn_diagnosed,21.2,18.7,23.7,Proportion,"21.2 (18.7, 23.7)",4365,sex,Female,Total,Mizoram,North East
15,htn_screened,78.6,76.1,81,Proportion,"78.6 (76.1, 81)",5978,sex,Male,Total,Mizoram,North East
15,htn_diagnosed,18.2,16.4,20,Proportion,"18.2 (16.4, 20)",5978,sex,Male,Total,Mizoram,North East
16,htn_screened,79.7,77.3,82.1,Proportion,"79.7 (77.3, 82.1)",4569,sex,Female,Total,Tripura,North East
16,htn_diagnosed,26.4,24.3,28.5,Proportion,"26.4 (24.3, 28.5)",4569,sex,Female,Total,Tripura,North East
16,htn_screened,70,67.6,72.4,Proportion,"70 (67.6, 72.4)",4940,sex,Male,Total,Tripura,North East
16,htn_diagnosed,19.3,17.5,21.1,Proportion,"19.3 (17.5, 21.1)",4940,sex,Male,Total,Tripura,North East
17,htn_screened,64.7,61.3,68.1,Proportion,"64.7 (61.3, 68.1)",6905,sex,Female,Total,Meghalaya,North East
17,htn_diagnosed,17.6,15.4,19.7,Proportion,"17.6 (15.4, 19.7)",6905,sex,Female,Total,Meghalaya,North East
17,htn_screened,47.4,44.4,50.4,Proportion,"47.4 (44.4, 50.4)",8026,sex,Male,Total,Meghalaya,North East
17,htn_diagnosed,9.1,7.9,10.3,Proportion,"9.1 (7.9, 10.3)",8026,sex,Male,Total,Meghalaya,North East
18,htn_screened,76.2,75,77.5,Proportion,"76.2 (75, 77.5)",22148,sex,Female,Total,Assam,North East
18,htn_diagnosed,21.6,20.6,22.6,Proportion,"21.6 (20.6, 22.6)",22148,sex,Female,Total,Assam,North East
18,htn_screened,65,63.7,66.4,Proportion,"65 (63.7, 66.4)",23675,sex,Male,Total,Assam,North East
18,htn_diagnosed,15.1,14.3,15.8,Proportion,"15.1 (14.3, 15.8)",23675,sex,Male,Total,Assam,North East
19,htn_screened,73.2,71.5,74.9,Proportion,"73.2 (71.5, 74.9)",13987,sex,Female,Total,West Bengal,East
19,htn_diagnosed,18.5,17.6,19.5,Proportion,"18.5 (17.6, 19.5)",13987,sex,Female,Total,West Bengal,East
19,htn_screened,59.4,57.5,61.3,Proportion,"59.4 (57.5, 61.3)",14278,sex,Male,Total,West Bengal,East
19,htn_diagnosed,11.7,10.9,12.4,Proportion,"11.7 (10.9, 12.4)",14278,sex,Male,Total,West Bengal,East
20,htn_screened,64,62.5,65.6,Proportion,"64 (62.5, 65.6)",17564,sex,Female,Total,Jharkhand,East
20,htn_diagnosed,17.8,16.3,19.2,Proportion,"17.8 (16.3, 19.2)",17564,sex,Female,Total,Jharkhand,East
20,htn_screened,52.7,51.1,54.4,Proportion,"52.7 (51.1, 54.4)",18480,sex,Male,Total,Jharkhand,East
20,htn_diagnosed,12.7,11.5,13.9,Proportion,"12.7 (11.5, 13.9)",18480,sex,Male,Total,Jharkhand,East
21,htn_screened,60.4,59.1,61.8,Proportion,"60.4 (59.1, 61.8)",21174,sex,Female,Total,Odisha,East
21,htn_diagnosed,19.1,18,20.1,Proportion,"19.1 (18, 20.1)",21174,sex,Female,Total,Odisha,East
21,htn_screened,42.7,41.3,44,Proportion,"42.7 (41.3, 44)",21012,sex,Male,Total,Odisha,East
21,htn_diagnosed,11.2,10.4,11.9,Proportion,"11.2 (10.4, 11.9)",21012,sex,Male,Total,Odisha,East
22,htn_screened,66.6,64.9,68.3,Proportion,"66.6 (64.9, 68.3)",20278,sex,Female,Total,Chhattisgarh,Central
22,htn_diagnosed,12.9,11.9,13.9,Proportion,"12.9 (11.9, 13.9)",20278,sex,Female,Total,Chhattisgarh,Central
22,htn_screened,54.4,52.5,56.3,Proportion,"54.4 (52.5, 56.3)",21900,sex,Male,Total,Chhattisgarh,Central
22,htn_diagnosed,8.1,7.4,8.8,Proportion,"8.1 (7.4, 8.8)",21900,sex,Male,Total,Chhattisgarh,Central
23,htn_screened,64.9,63.7,66.1,Proportion,"64.9 (63.7, 66.1)",33165,sex,Female,Total,Madhya Pradesh,Central
23,htn_diagnosed,14,13.3,14.7,Proportion,"14 (13.3, 14.7)",33165,sex,Female,Total,Madhya Pradesh,Central
23,htn_screened,43.3,42.1,44.6,Proportion,"43.3 (42.1, 44.6)",34769,sex,Male,Total,Madhya Pradesh,Central
23,htn_diagnosed,7,6.6,7.5,Proportion,"7 (6.6, 7.5)",34769,sex,Male,Total,Madhya Pradesh,Central
24,htn_screened,66.4,64.8,68.1,Proportion,"66.4 (64.8, 68.1)",23379,sex,Female,Total,Gujarat,West
24,htn_diagnosed,16.3,15.5,17.1,Proportion,"16.3 (15.5, 17.1)",23379,sex,Female,Total,Gujarat,West
24,htn_screened,52,50.2,53.8,Proportion,"52 (50.2, 53.8)",24653,sex,Male,Total,Gujarat,West
24,htn_diagnosed,8.6,8.1,9.2,Proportion,"8.6 (8.1, 9.2)",24653,sex,Male,Total,Gujarat,West
25,htn_screened,75.2,71.1,79.3,Proportion,"75.2 (71.1, 79.3)",1802,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,14.4,12,16.9,Proportion,"14.4 (12, 16.9)",1802,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_screened,63.4,58.5,68.2,Proportion,"63.4 (58.5, 68.2)",2005,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,8.7,7,10.4,Proportion,"8.7 (7, 10.4)",2005,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,72.3,70.7,73.9,Proportion,"72.3 (70.7, 73.9)",25485,sex,Female,Total,Maharashtra,West
27,htn_diagnosed,16.1,15.3,16.8,Proportion,"16.1 (15.3, 16.8)",25485,sex,Female,Total,Maharashtra,West
27,htn_screened,56.8,55.1,58.5,Proportion,"56.8 (55.1, 58.5)",26933,sex,Male,Total,Maharashtra,West
27,htn_diagnosed,9.5,8.9,10,Proportion,"9.5 (8.9, 10)",26933,sex,Male,Total,Maharashtra,West
28,htn_screened,83.4,81.8,84.9,Proportion,"83.4 (81.8, 84.9)",7913,sex,Female,Total,Andhra Pradesh,South
28,htn_diagnosed,23.6,22.2,24.9,Proportion,"23.6 (22.2, 24.9)",7913,sex,Female,Total,Andhra Pradesh,South
28,htn_screened,68.8,66.9,70.7,Proportion,"68.8 (66.9, 70.7)",8014,sex,Male,Total,Andhra Pradesh,South
28,htn_diagnosed,14.3,13.3,15.2,Proportion,"14.3 (13.3, 15.2)",8014,sex,Male,Total,Andhra Pradesh,South
29,htn_screened,70.4,68.2,72.5,Proportion,"70.4 (68.2, 72.5)",21909,sex,Female,Total,Karnataka,South
29,htn_diagnosed,18.8,17.7,19.9,Proportion,"18.8 (17.7, 19.9)",21909,sex,Female,Total,Karnataka,South
29,htn_screened,58.1,56,60.2,Proportion,"58.1 (56, 60.2)",22235,sex,Male,Total,Karnataka,South
29,htn_diagnosed,11.7,10.9,12.6,Proportion,"11.7 (10.9, 12.6)",22235,sex,Male,Total,Karnataka,South
30,htn_screened,91.9,89,94.8,Proportion,"91.9 (89, 94.8)",1466,sex,Female,Total,Goa,West
30,htn_diagnosed,28.6,26.1,31.1,Proportion,"28.6 (26.1, 31.1)",1466,sex,Female,Total,Goa,West
30,htn_screened,84.4,80.4,88.4,Proportion,"84.4 (80.4, 88.4)",1455,sex,Male,Total,Goa,West
30,htn_diagnosed,16.8,14.9,18.7,Proportion,"16.8 (14.9, 18.7)",1455,sex,Male,Total,Goa,West
31,htn_screened,96.9,95.4,98.3,Proportion,"96.9 (95.4, 98.3)",991,sex,Female,Total,Lakshadweep,South
31,htn_diagnosed,18.4,14.9,21.8,Proportion,"18.4 (14.9, 21.8)",991,sex,Female,Total,Lakshadweep,South
31,htn_screened,93.1,90.1,96,Proportion,"93.1 (90.1, 96)",912,sex,Male,Total,Lakshadweep,South
31,htn_diagnosed,12.4,9.9,14.9,Proportion,"12.4 (9.9, 14.9)",912,sex,Male,Total,Lakshadweep,South
32,htn_screened,94.5,93.6,95.3,Proportion,"94.5 (93.6, 95.3)",10359,sex,Female,Total,Kerala,South
32,htn_diagnosed,28.3,27.1,29.5,Proportion,"28.3 (27.1, 29.5)",10359,sex,Female,Total,Kerala,South
32,htn_screened,83.4,82.1,84.8,Proportion,"83.4 (82.1, 84.8)",9505,sex,Male,Total,Kerala,South
32,htn_diagnosed,17.8,16.9,18.7,Proportion,"17.8 (16.9, 18.7)",9505,sex,Male,Total,Kerala,South
33,htn_screened,88.3,87.3,89.3,Proportion,"88.3 (87.3, 89.3)",20424,sex,Female,Total,Tamil Nadu,South
33,htn_diagnosed,24.6,22.9,26.3,Proportion,"24.6 (22.9, 26.3)",20424,sex,Female,Total,Tamil Nadu,South
33,htn_screened,77.3,76.1,78.5,Proportion,"77.3 (76.1, 78.5)",20996,sex,Male,Total,Tamil Nadu,South
33,htn_diagnosed,14.9,13.8,16.1,Proportion,"14.9 (13.8, 16.1)",20996,sex,Male,Total,Tamil Nadu,South
34,htn_screened,86.7,83.3,90,Proportion,"86.7 (83.3, 90)",2995,sex,Female,Total,Puducherry,South
34,htn_diagnosed,22.8,18.6,26.9,Proportion,"22.8 (18.6, 26.9)",2995,sex,Female,Total,Puducherry,South
34,htn_screened,76.9,72.2,81.5,Proportion,"76.9 (72.2, 81.5)",3025,sex,Male,Total,Puducherry,South
34,htn_diagnosed,17.1,14.4,19.8,Proportion,"17.1 (14.4, 19.8)",3025,sex,Male,Total,Puducherry,South
35,htn_screened,92.7,90.9,94.5,Proportion,"92.7 (90.9, 94.5)",2001,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,23.4,20.6,26.2,Proportion,"23.4 (20.6, 26.2)",2001,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_screened,82.6,79.8,85.5,Proportion,"82.6 (79.8, 85.5)",2473,sex,Male,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,15.4,13.5,17.3,Proportion,"15.4 (13.5, 17.3)",2473,sex,Male,Total,Andaman & Nicobar Islands,South
36,htn_screened,83.7,82.5,85,Proportion,"83.7 (82.5, 85)",19070,sex,Female,Total,Telangana,South
36,htn_diagnosed,22.7,21.9,23.6,Proportion,"22.7 (21.9, 23.6)",19070,sex,Female,Total,Telangana,South
36,htn_screened,75.8,74.4,77.3,Proportion,"75.8 (74.4, 77.3)",19493,sex,Male,Total,Telangana,South
36,htn_diagnosed,15.6,14.8,16.3,Proportion,"15.6 (14.8, 16.3)",19493,sex,Male,Total,Telangana,South
37,htn_screened,84,80.4,87.6,Proportion,"84 (80.4, 87.6)",1612,sex,Female,Total,Ladakh,North
37,htn_diagnosed,27.5,21.3,33.8,Proportion,"27.5 (21.3, 33.8)",1612,sex,Female,Total,Ladakh,North
37,htn_screened,76,71.6,80.3,Proportion,"76 (71.6, 80.3)",1747,sex,Male,Total,Ladakh,North
37,htn_diagnosed,26.3,20.5,32.2,Proportion,"26.3 (20.5, 32.2)",1747,sex,Male,Total,Ladakh,North
1,htn_screened,67.2,65.2,69.2,Proportion,"67.2 (65.2, 69.2)",13323,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_diagnosed,9.4,8.4,10.5,Proportion,"9.4 (8.4, 10.5)",13323,age_category,18-39,Total,Jammu & Kashmir,North
1,htn_screened,88.6,87.2,90.1,Proportion,"88.6 (87.2, 90.1)",15478,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_diagnosed,28.5,26.8,30.2,Proportion,"28.5 (26.8, 30.2)",15478,age_category,40-64,Total,Jammu & Kashmir,North
1,htn_screened,91.8,90.4,93.2,Proportion,"91.8 (90.4, 93.2)",3797,age_category,65 plus,Total,Jammu & Kashmir,North
