state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
2,htn_unscreened,13.6,12.3,14.8,Proportion,"13.6 (12.3, 14.8)",8265,sex,Female,Total,Himachal Pradesh,North
2,htn_undiagnosed,70.7,69,72.5,Proportion,"70.7 (69, 72.5)",8265,sex,Female,Total,Himachal Pradesh,North
2,htn_unscreened,26.8,24.9,28.6,Proportion,"26.8 (24.9, 28.6)",8231,sex,Male,Total,Himachal Pradesh,North
2,htn_undiagnosed,83.1,81.6,84.6,Proportion,"83.1 (81.6, 84.6)",8231,sex,Male,Total,Himachal Pradesh,North
3,htn_unscreened,10.5,9.6,11.4,Proportion,"10.5 (9.6, 11.4)",18678,sex,Female,Total,Punjab,North
3,htn_undiagnosed,65,63.5,66.5,Proportion,"65 (63.5, 66.5)",18678,sex,Female,Total,Punjab,North
3,htn_unscreened,22.1,20.8,23.5,Proportion,"22.1 (20.8, 23.5)",19024,sex,Male,Total,Punjab,North
3,htn_undiagnosed,80.3,79.2,81.3,Proportion,"80.3 (79.2, 81.3)",19024,sex,Male,Total,Punjab,North
4,htn_unscreened,8.4,3.9,12.8,Proportion,"8.4 (3.9, 12.8)",475,sex,Female,Total,Chandigarh,North
4,htn_undiagnosed,69.1,62.2,76.1,Proportion,"69.1 (62.2, 76.1)",475,sex,Female,Total,Chandigarh,North
4,htn_unscreened,20.4,14.3,26.5,Proportion,"20.4 (14.3, 26.5)",421,sex,Male,Total,Chandigarh,North
4,htn_undiagnosed,84.9,80,89.9,Proportion,"84.9 (80, 89.9)",421,sex,Male,Total,Chandigarh,North
5,htn_unscreened,21.3,19.7,22.9,Proportion,"21.3 (19.7, 22.9)",10328,sex,Female,Total,Uttarakhand,Central
5,htn_undiagnosed,78.5,77,80.1,Proportion,"78.5 (77, 80.1)",10328,sex,Female,Total,Uttarakhand,Central
5,htn_unscreened,32.7,30.7,34.6,Proportion,"32.7 (30.7, 34.6)",8856,sex,Male,Total,Uttarakhand,Central
5,htn_undiagnosed,85,83.6,86.3,Proportion,"85 (83.6, 86.3)",8856,sex,Male,Total,Uttarakhand,Central
6,htn_unscreened,15,14.1,15.9,Proportion,"15 (14.1, 15.9)",16428,sex,Female,Total,Haryana,North
6,htn_undiagnosed,72.9,71.5,74.3,Proportion,"72.9 (71.5, 74.3)",16428,sex,Female,Total,Haryana,North
6,htn_unscreened,32.9,31.6,34.2,Proportion,"32.9 (31.6, 34.2)",16994,sex,Male,Total,Haryana,North
6,htn_undiagnosed,86.1,85.2,87,Proportion,"86.1 (85.2, 87)",16994,sex,Male,Total,Haryana,North
7,htn_unscreened,11.6,10.3,12.8,Proportion,"11.6 (10.3, 12.8)",7347,sex,Female,Total,Nct Of Delhi,North
7,htn_undiagnosed,76.5,75,78.1,Proportion,"76.5 (75, 78.1)",7347,sex,Female,Total,Nct Of Delhi,North
7,htn_unscreened,24.5,22.7,26.3,Proportion,"24.5 (22.7, 26.3)",7678,sex,Male,Total,Nct Of Delhi,North
7,htn_undiagnosed,86.4,85.3,87.4,Proportion,"86.4 (85.3, 87.4)",7678,sex,Male,Total,Nct Of Delhi,North
8,htn_unscreened,33.4,32,34.8,Proportion,"33.4 (32, 34.8)",28273,sex,Female,Total,Rajasthan,North
8,htn_undiagnosed,82.7,81.6,83.8,Proportion,"82.7 (81.6, 83.8)",28273,sex,Female,Total,Rajasthan,North
8,htn_unscreened,49.4,47.9,50.9,Proportion,"49.4 (47.9, 50.9)",29850,sex,Male,Total,Rajasthan,North
8,htn_undiagnosed,89.3,88.5,90.2,Proportion,"89.3 (88.5, 90.2)",29850,sex,Male,Total,Rajasthan,North
9,htn_unscreened,28.2,27.3,29.1,Proportion,"28.2 (27.3, 29.1)",60480,sex,Female,Total,Uttar Pradesh,Central
9,htn_undiagnosed,79.1,78.3,79.9,Proportion,"79.1 (78.3, 79.9)",60480,sex,Female,Total,Uttar Pradesh,Central
9,htn_unscreened,41.7,40.8,42.6,Proportion,"41.7 (40.8, 42.6)",60042,sex,Male,Total,Uttar Pradesh,Central
9,htn_undiagnosed,87.7,87.1,88.4,Proportion,"87.7 (87.1, 88.4)",60042,sex,Male,Total,Uttar Pradesh,Central
10,htn_unscreened,25.1,24.1,26.2,Proportion,"25.1 (24.1, 26.2)",24132,sex,Female,Total,Bihar,East
10,htn_undiagnosed,69.2,67.7,70.7,Proportion,"69.2 (67.7, 70.7)",24132,sex,Female,Total,Bihar,East
10,htn_unscreened,40.2,39,41.4,Proportion,"40.2 (39, 41.4)",21807,sex,Male,Total,Bihar,East
10,htn_undiagnosed,79.2,78,80.4,Proportion,"79.2 (78, 80.4)",21807,sex,Male,Total,Bihar,East
11,htn_unscreened,18.7,15.5,22,Proportion,"18.7 (15.5, 22)",2957,sex,Female,Total,Sikkim,North East
11,htn_undiagnosed,74.5,71.1,77.9,Proportion,"74.5 (71.1, 77.9)",2957,sex,Female,Total,Sikkim,North East
11,htn_unscreened,27.1,23.8,30.5,Proportion,"27.1 (23.8, 30.5)",3211,sex,Male,Total,Sikkim,North East
11,htn_undiagnosed,82.1,79.9,84.2,Proportion,"82.1 (79.9, 84.2)",3211,sex,Male,Total,Sikkim,North East
12,htn_unscreened,32.5,30.5,34.4,Proportion,"32.5 (30.5, 34.4)",15602,sex,Female,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,83.8,82.4,85.1,Proportion,"83.8 (82.4, 85.1)",15602,sex,Female,Total,Arunachal Pradesh,North East
12,htn_unscreened,39,37,41.1,Proportion,"39 (37, 41.1)",17914,sex,Male,Total,Arunachal Pradesh,North East
12,htn_undiagnosed,86.1,84.9,87.3,Proportion,"86.1 (84.9, 87.3)",17914,sex,Male,Total,Arunachal Pradesh,North East
13,htn_unscreened,35.6,32.6,38.6,Proportion,"35.6 (32.6, 38.6)",7149,sex,Female,Total,Nagaland,North East
13,htn_undiagnosed,79.4,77.3,81.5,Proportion,"79.4 (77.3, 81.5)",7149,sex,Female,Total,Nagaland,North East
13,htn_unscreened,41.9,39,44.8,Proportion,"41.9 (39, 44.8)",8500,sex,Male,Total,Nagaland,North East
13,htn_undiagnosed,82.9,81.1,84.6,Proportion,"82.9 (81.1, 84.6)",8500,sex,Male,Total,Nagaland,North East
14,htn_unscreened,9.7,8.5,10.8,Proportion,"9.7 (8.5, 10.8)",6328,sex,Female,Total,Manipur,North East
14,htn_undiagnosed,76.4,74.8,78,Proportion,"76.4 (74.8, 78)",6328,sex,Female,Total,Manipur,North East
14,htn_unscreened,17.5,16,19,Proportion,"17.5 (16, 19)",7265,sex,Male,Total,Manipur,North East
14,htn_undiagnosed,79.5,78.1,80.9,Proportion,"79.5 (78.1, 80.9)",7265,sex,Male,Total,Manipur,North East
15,htn_unscreened,12.8,10.8,14.7,Proportion,"12.8 (10.8, 14.7)",4365,sex,Female,Total,Mizoram,North East
15,htn_undiagnosed,78,75.3,80.8,Proportion,"78 (75.3, 80.8)",4365,sex,Female,Total,Mizoram,North East
15,htn_unscreened,20.8,18.1,23.5,Proportion,"20.8 (18.1, 23.5)",5978,sex,Male,Total,Mizoram,North East
15,htn_undiagnosed,80.8,78.7,83,Proportion,"80.8 (78.7, 83)",5978,sex,Male,Total,Mizoram,North East
16,htn_unscreened,19.6,17,22.2,Proportion,"19.6 (17, 22.2)",4569,sex,Female,Total,Tripura,North East
16,htn_undiagnosed,71.8,69.3,74.3,Proportion,"71.8 (69.3, 74.3)",4569,sex,Female,Total,Tripura,North East
16,htn_unscreened,28.7,26,31.5,Proportion,"28.7 (26, 31.5)",4940,sex,Male,Total,Tripura,North East
16,htn_undiagnosed,79.1,76.9,81.2,Proportion,"79.1 (76.9, 81.2)",4940,sex,Male,Total,Tripura,North East
17,htn_unscreened,36,32.4,39.7,Proportion,"36 (32.4, 39.7)",6905,sex,Female,Total,Meghalaya,North East
17,htn_undiagnosed,84.3,82.4,86.2,Proportion,"84.3 (82.4, 86.2)",6905,sex,Female,Total,Meghalaya,North East
17,htn_unscreened,53.8,50.3,57.3,Proportion,"53.8 (50.3, 57.3)",8026,sex,Male,Total,Meghalaya,North East
17,htn_undiagnosed,91.8,90.5,93.1,Proportion,"91.8 (90.5, 93.1)",8026,sex,Male,Total,Meghalaya,North East
18,htn_unscreened,23.2,21.9,24.4,Proportion,"23.2 (21.9, 24.4)",22148,sex,Female,Total,Assam,North East
18,htn_undiagnosed,77.3,76.3,78.4,Proportion,"77.3 (76.3, 78.4)",22148,sex,Female,Total,Assam,North East
18,htn_unscreened,33.7,32.3,35.1,Proportion,"33.7 (32.3, 35.1)",23675,sex,Male,Total,Assam,North East
18,htn_undiagnosed,84,83.2,84.8,Proportion,"84 (83.2, 84.8)",23675,sex,Male,Total,Assam,North East
19,htn_unscreened,25.7,24,27.4,Proportion,"25.7 (24, 27.4)",13987,sex,Female,Total,West Bengal,East
19,htn_undiagnosed,79.6,78.5,80.6,Proportion,"79.6 (78.5, 80.6)",13987,sex,Female,Total,West Bengal,East
19,htn_unscreened,38.4,36.4,40.3,Proportion,"38.4 (36.4, 40.3)",14278,sex,Male,Total,West Bengal,East
19,htn_undiagnosed,86.9,86,87.7,Proportion,"86.9 (86, 87.7)",14278,sex,Male,Total,West Bengal,East
20,htn_unscreened,35.8,34.2,37.4,Proportion,"35.8 (34.2, 37.4)",17564,sex,Female,Total,Jharkhand,East
20,htn_undiagnosed,81.9,80.5,83.3,Proportion,"81.9 (80.5, 83.3)",17564,sex,Female,Total,Jharkhand,East
20,htn_unscreened,46.1,44.3,47.8,Proportion,"46.1 (44.3, 47.8)",18480,sex,Male,Total,Jharkhand,East
20,htn_undiagnosed,86.6,85.5,87.8,Proportion,"86.6 (85.5, 87.8)",18480,sex,Male,Total,Jharkhand,East
21,htn_unscreened,39.6,38.2,41,Proportion,"39.6 (38.2, 41)",21174,sex,Female,Total,Odisha,East
21,htn_undiagnosed,79.3,78.2,80.4,Proportion,"79.3 (78.2, 80.4)",21174,sex,Female,Total,Odisha,East
21,htn_unscreened,55,53.6,56.5,Proportion,"55 (53.6, 56.5)",21012,sex,Male,Total,Odisha,East
21,htn_undiagnosed,87.2,86.4,88,Proportion,"87.2 (86.4, 88)",21012,sex,Male,Total,Odisha,East
22,htn_unscreened,33.2,31.5,34.9,Proportion,"33.2 (31.5, 34.9)",20278,sex,Female,Total,Chhattisgarh,Central
22,htn_undiagnosed,86.6,85.6,87.7,Proportion,"86.6 (85.6, 87.7)",20278,sex,Female,Total,Chhattisgarh,Central
22,htn_unscreened,44.5,42.6,46.4,Proportion,"44.5 (42.6, 46.4)",21900,sex,Male,Total,Chhattisgarh,Central
22,htn_undiagnosed,91.4,90.7,92.2,Proportion,"91.4 (90.7, 92.2)",21900,sex,Male,Total,Chhattisgarh,Central
23,htn_unscreened,35.2,34,36.5,Proportion,"35.2 (34, 36.5)",33165,sex,Female,Total,Madhya Pradesh,Central
23,htn_undiagnosed,85.3,84.5,86,Proportion,"85.3 (84.5, 86)",33165,sex,Female,Total,Madhya Pradesh,Central
23,htn_unscreened,55.2,53.9,56.5,Proportion,"55.2 (53.9, 56.5)",34769,sex,Male,Total,Madhya Pradesh,Central
23,htn_undiagnosed,92.3,91.8,92.8,Proportion,"92.3 (91.8, 92.8)",34769,sex,Male,Total,Madhya Pradesh,Central
24,htn_unscreened,32.5,30.8,34.3,Proportion,"32.5 (30.8, 34.3)",23379,sex,Female,Total,Gujarat,West
24,htn_undiagnosed,81.8,80.8,82.8,Proportion,"81.8 (80.8, 82.8)",23379,sex,Female,Total,Gujarat,West
24,htn_unscreened,45.3,43.4,47.3,Proportion,"45.3 (43.4, 47.3)",24653,sex,Male,Total,Gujarat,West
24,htn_undiagnosed,89.6,88.9,90.3,Proportion,"89.6 (88.9, 90.3)",24653,sex,Male,Total,Gujarat,West
25,htn_unscreened,25.4,20.7,30.2,Proportion,"25.4 (20.7, 30.2)",1802,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,87,84.4,89.7,Proportion,"87 (84.4, 89.7)",1802,sex,Female,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_unscreened,37.6,32,43.2,Proportion,"37.6 (32, 43.2)",2005,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_undiagnosed,92.4,90.7,94.1,Proportion,"92.4 (90.7, 94.1)",2005,sex,Male,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_unscreened,26.7,25.1,28.3,Proportion,"26.7 (25.1, 28.3)",25485,sex,Female,Total,Maharashtra,West
27,htn_undiagnosed,81.4,80.6,82.3,Proportion,"81.4 (80.6, 82.3)",25485,sex,Female,Total,Maharashtra,West
27,htn_unscreened,40.4,38.7,42.2,Proportion,"40.4 (38.7, 42.2)",26933,sex,Male,Total,Maharashtra,West
27,htn_undiagnosed,88.3,87.7,89,Proportion,"88.3 (87.7, 89)",26933,sex,Male,Total,Maharashtra,West
28,htn_unscreened,15.5,14.1,16.9,Proportion,"15.5 (14.1, 16.9)",7913,sex,Female,Total,Andhra Pradesh,South
28,htn_undiagnosed,72.9,71.3,74.4,Proportion,"72.9 (71.3, 74.4)",7913,sex,Female,Total,Andhra Pradesh,South
28,htn_unscreened,27.5,25.7,29.2,Proportion,"27.5 (25.7, 29.2)",8014,sex,Male,Total,Andhra Pradesh,South
28,htn_undiagnosed,82.5,81.4,83.6,Proportion,"82.5 (81.4, 83.6)",8014,sex,Male,Total,Andhra Pradesh,South
29,htn_unscreened,28.2,26.2,30.2,Proportion,"28.2 (26.2, 30.2)",21909,sex,Female,Total,Karnataka,South
29,htn_undiagnosed,78.6,77.4,79.7,Proportion,"78.6 (77.4, 79.7)",21909,sex,Female,Total,Karnataka,South
29,htn_unscreened,38.9,36.8,41,Proportion,"38.9 (36.8, 41)",22235,sex,Male,Total,Karnataka,South
29,htn_undiagnosed,86,85,86.9,Proportion,"86 (85, 86.9)",22235,sex,Male,Total,Karnataka,South
30,htn_unscreened,6.5,3.9,9,Proportion,"6.5 (3.9, 9)",1466,sex,Female,Total,Goa,West
30,htn_undiagnosed,63.9,60.6,67.3,Proportion,"63.9 (60.6, 67.3)",1466,sex,Female,Total,Goa,West
30,htn_unscreened,12,8.6,15.4,Proportion,"12 (8.6, 15.4)",1455,sex,Male,Total,Goa,West
30,htn_undiagnosed,76.7,73.9,79.5,Proportion,"76.7 (73.9, 79.5)",1455,sex,Male,Total,Goa,West
31,htn_unscreened,2.4,1.3,3.5,Proportion,"2.4 (1.3, 3.5)",991,sex,Female,Total,Lakshadweep,South
31,htn_undiagnosed,77.2,72.8,81.5,Proportion,"77.2 (72.8, 81.5)",991,sex,Female,Total,Lakshadweep,South
31,htn_unscreened,5.3,2.9,7.8,Proportion,"5.3 (2.9, 7.8)",912,sex,Male,Total,Lakshadweep,South
31,htn_undiagnosed,83.9,80.7,87.1,Proportion,"83.9 (80.7, 87.1)",912,sex,Male,Total,Lakshadweep,South
32,htn_unscreened,3.9,3.4,4.4,Proportion,"3.9 (3.4, 4.4)",10359,sex,Female,Total,Kerala,South
32,htn_undiagnosed,61.9,60.6,63.2,Proportion,"61.9 (60.6, 63.2)",10359,sex,Female,Total,Kerala,South
32,htn_unscreened,11.1,10.1,12,Proportion,"11.1 (10.1, 12)",9505,sex,Male,Total,Kerala,South
32,htn_undiagnosed,72.7,71.5,73.9,Proportion,"72.7 (71.5, 73.9)",9505,sex,Male,Total,Kerala,South
33,htn_unscreened,10.8,9.9,11.7,Proportion,"10.8 (9.9, 11.7)",20424,sex,Female,Total,Tamil Nadu,South
33,htn_undiagnosed,73.1,71.5,74.6,Proportion,"73.1 (71.5, 74.6)",20424,sex,Female,Total,Tamil Nadu,South
33,htn_unscreened,19.5,18.4,20.5,Proportion,"19.5 (18.4, 20.5)",20996,sex,Male,Total,Tamil Nadu,South
33,htn_undiagnosed,82,80.8,83.2,Proportion,"82 (80.8, 83.2)",20996,sex,Male,Total,Tamil Nadu,South
34,htn_unscreened,12.5,9,15.9,Proportion,"12.5 (9, 15.9)",2995,sex,Female,Total,Puducherry,South
34,htn_undiagnosed,73.1,68.5,77.8,Proportion,"73.1 (68.5, 77.8)",2995,sex,Female,Total,Puducherry,South
34,htn_unscreened,19.5,15,24,Proportion,"19.5 (15, 24)",3025,sex,Male,Total,Puducherry,South
34,htn_undiagnosed,79.1,75.9,82.3,Proportion,"79.1 (75.9, 82.3)",3025,sex,Male,Total,Puducherry,South
35,htn_unscreened,6.8,5.1,8.6,Proportion,"6.8 (5.1, 8.6)",2001,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,74.6,71.1,78.1,Proportion,"74.6 (71.1, 78.1)",2001,sex,Female,Total,Andaman & Nicobar Islands,South
35,htn_unscreened,15.5,12.8,18.2,Proportion,"15.5 (12.8, 18.2)",2473,sex,Male,Total,Andaman & Nicobar Islands,South
35,htn_undiagnosed,82.6,80.3,84.9,Proportion,"82.6 (80.3, 84.9)",2473,sex,Male,Total,Andaman & Nicobar Islands,South
36,htn_unscreened,15.4,14.2,16.6,Proportion,"15.4 (14.2, 16.6)",19070,sex,Female,Total,Telangana,South
36,htn_undiagnosed,74.1,73.1,75.1,Proportion,"74.1 (73.1, 75.1)",19070,sex,Female,Total,Telangana,South
36,htn_unscreened,22.2,20.8,23.6,Proportion,"22.2 (20.8, 23.6)",19493,sex,Male,Total,Telangana,South
36,htn_undiagnosed,81.4,80.4,82.4,Proportion,"81.4 (80.4, 82.4)",19493,sex,Male,Total,Telangana,South
37,htn_unscreened,14.6,11.2,18.1,Proportion,"14.6 (11.2, 18.1)",1612,sex,Female,Total,Ladakh,North
37,htn_undiagnosed,71.2,65.1,77.3,Proportion,"71.2 (65.1, 77.3)",1612,sex,Female,Total,Ladakh,North
37,htn_unscreened,22.1,17.9,26.4,Proportion,"22.1 (17.9, 26.4)",1747,sex,Male,Total,Ladakh,North
37,htn_undiagnosed,72.1,66.4,77.8,Proportion,"72.1 (66.4, 77.8)",1747,sex,Male,Total,Ladakh,North
1,htn_unscreened,32.9,30.9,34.9,Proportion,"32.9 (30.9, 34.9)",13323,age_category,18-39,Total,Jammu & Kashmir,North
