state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,residence,n5_state,zone
4,htn_treated,8.2,5.8,10.5,Proportion,"8.2 (5.8, 10.5)",1418,,NA,Total,Chandigarh,North
4,htn_controlled,3.6,2.3,4.9,Proportion,"3.6 (2.3, 4.9)",1418,,NA,Total,Chandigarh,North
5,htn_screened,70.4,68.9,71.9,Proportion,"70.4 (68.9, 71.9)",28825,,NA,Total,Uttarakhand,Central
5,htn_disease,66.7,65.6,67.7,Proportion,"66.7 (65.6, 67.7)",28825,,NA,Total,Uttarakhand,Central
5,htn_diagnosed,12.3,11.4,13.1,Proportion,"12.3 (11.4, 13.1)",28825,,NA,Total,Uttarakhand,Central
5,htn_treated,6.4,5.8,7.1,Proportion,"6.4 (5.8, 7.1)",28825,,NA,Total,Uttarakhand,Central
5,htn_controlled,2.5,2.1,2.8,Proportion,"2.5 (2.1, 2.8)",28825,,NA,Total,Uttarakhand,Central
6,htn_screened,72.3,71.3,73.3,Proportion,"72.3 (71.3, 73.3)",50875,,NA,Total,Haryana,North
6,htn_disease,65.6,64.9,66.3,Proportion,"65.6 (64.9, 66.3)",50875,,NA,Total,Haryana,North
6,htn_diagnosed,13.4,12.6,14.1,Proportion,"13.4 (12.6, 14.1)",50875,,NA,Total,Haryana,North
6,htn_treated,5.6,5.3,5.9,Proportion,"5.6 (5.3, 5.9)",50875,,NA,Total,Haryana,North
6,htn_controlled,2.3,2.1,2.5,Proportion,"2.3 (2.1, 2.5)",50875,,NA,Total,Haryana,North
7,htn_screened,79.2,77.9,80.5,Proportion,"79.2 (77.9, 80.5)",22150,,NA,Total,Nct Of Delhi,North
7,htn_disease,67.8,66.7,68.9,Proportion,"67.8 (66.7, 68.9)",22150,,NA,Total,Nct Of Delhi,North
7,htn_diagnosed,12.5,11.8,13.2,Proportion,"12.5 (11.8, 13.2)",22150,,NA,Total,Nct Of Delhi,North
7,htn_treated,8,7.5,8.6,Proportion,"8 (7.5, 8.6)",22150,,NA,Total,Nct Of Delhi,North
7,htn_controlled,2.9,2.6,3.2,Proportion,"2.9 (2.6, 3.2)",22150,,NA,Total,Nct Of Delhi,North
8,htn_screened,53.4,52.1,54.6,Proportion,"53.4 (52.1, 54.6)",96730,,NA,Total,Rajasthan,North
8,htn_disease,60.4,59.5,61.2,Proportion,"60.4 (59.5, 61.2)",96730,,NA,Total,Rajasthan,North
8,htn_diagnosed,8.4,7.8,9,Proportion,"8.4 (7.8, 9)",96730,,NA,Total,Rajasthan,North
8,htn_treated,3.5,3.3,3.8,Proportion,"3.5 (3.3, 3.8)",96730,,NA,Total,Rajasthan,North
8,htn_controlled,1.5,1.4,1.7,Proportion,"1.5 (1.4, 1.7)",96730,,NA,Total,Rajasthan,North
9,htn_screened,60,59.2,60.8,Proportion,"60 (59.2, 60.8)",197361,,NA,Total,Uttar Pradesh,Central
9,htn_disease,61.1,60.6,61.5,Proportion,"61.1 (60.6, 61.5)",197361,,NA,Total,Uttar Pradesh,Central
9,htn_diagnosed,10.1,9.7,10.6,Proportion,"10.1 (9.7, 10.6)",197361,,NA,Total,Uttar Pradesh,Central
9,htn_treated,3.1,2.9,3.2,Proportion,"3.1 (2.9, 3.2)",197361,,NA,Total,Uttar Pradesh,Central
9,htn_controlled,1.3,1.3,1.4,Proportion,"1.3 (1.3, 1.4)",197361,,NA,Total,Uttar Pradesh,Central
10,htn_screened,59.8,58.8,60.8,Proportion,"59.8 (58.8, 60.8)",87239,,NA,Total,Bihar,East
10,htn_disease,52.8,52.1,53.5,Proportion,"52.8 (52.1, 53.5)",87239,,NA,Total,Bihar,East
10,htn_diagnosed,13.8,13,14.5,Proportion,"13.8 (13, 14.5)",87239,,NA,Total,Bihar,East
10,htn_treated,4.9,4.6,5.2,Proportion,"4.9 (4.6, 5.2)",87239,,NA,Total,Bihar,East
10,htn_controlled,2.4,2.3,2.6,Proportion,"2.4 (2.3, 2.6)",87239,,NA,Total,Bihar,East
11,htn_screened,73.8,70.6,76.9,Proportion,"73.8 (70.6, 76.9)",8036,,NA,Total,Sikkim,North East
11,htn_disease,73.6,71.4,75.9,Proportion,"73.6 (71.4, 75.9)",8036,,NA,Total,Sikkim,North East
11,htn_diagnosed,15.9,14.2,17.6,Proportion,"15.9 (14.2, 17.6)",8036,,NA,Total,Sikkim,North East
11,htn_treated,8.1,7,9.2,Proportion,"8.1 (7, 9.2)",8036,,NA,Total,Sikkim,North East
11,htn_controlled,2.2,1.6,2.8,Proportion,"2.2 (1.6, 2.8)",8036,,NA,Total,Sikkim,North East
12,htn_screened,61,59.1,62.8,Proportion,"61 (59.1, 62.8)",45722,,NA,Total,Arunachal Pradesh,North East
12,htn_disease,71.3,70.3,72.3,Proportion,"71.3 (70.3, 72.3)",45722,,NA,Total,Arunachal Pradesh,North East
12,htn_diagnosed,10.7,9.8,11.6,Proportion,"10.7 (9.8, 11.6)",45722,,NA,Total,Arunachal Pradesh,North East
12,htn_treated,3,2.7,3.3,Proportion,"3 (2.7, 3.3)",45722,,NA,Total,Arunachal Pradesh,North East
12,htn_controlled,0.8,0.7,1,Proportion,"0.8 (0.7, 1)",45722,,NA,Total,Arunachal Pradesh,North East
13,htn_screened,56.2,53.6,58.8,Proportion,"56.2 (53.6, 58.8)",24098,,NA,Total,Nagaland,North East
13,htn_disease,64.4,63,65.7,Proportion,"64.4 (63, 65.7)",24098,,NA,Total,Nagaland,North East
13,htn_diagnosed,12,10.9,13.1,Proportion,"12 (10.9, 13.1)",24098,,NA,Total,Nagaland,North East
13,htn_treated,3.9,3.3,4.4,Proportion,"3.9 (3.3, 4.4)",24098,,NA,Total,Nagaland,North East
13,htn_controlled,0.7,0.5,0.8,Proportion,"0.7 (0.5, 0.8)",24098,,NA,Total,Nagaland,North East
14,htn_screened,83.8,82.6,85,Proportion,"83.8 (82.6, 85)",20676,,NA,Total,Manipur,North East
14,htn_disease,67.8,66.5,69,Proportion,"67.8 (66.5, 69)",20676,,NA,Total,Manipur,North East
14,htn_diagnosed,14.9,13.9,15.9,Proportion,"14.9 (13.9, 15.9)",20676,,NA,Total,Manipur,North East
14,htn_treated,8.5,7.7,9.4,Proportion,"8.5 (7.7, 9.4)",20676,,NA,Total,Manipur,North East
14,htn_controlled,3.5,3.1,4,Proportion,"3.5 (3.1, 4)",20676,,NA,Total,Manipur,North East
15,htn_screened,79.6,77.2,82.1,Proportion,"79.6 (77.2, 82.1)",18543,,NA,Total,Mizoram,North East
15,htn_disease,58.4,56.6,60.3,Proportion,"58.4 (56.6, 60.3)",18543,,NA,Total,Mizoram,North East
15,htn_diagnosed,11.9,10.7,13.1,Proportion,"11.9 (10.7, 13.1)",18543,,NA,Total,Mizoram,North East
15,htn_treated,5.4,4.7,6.2,Proportion,"5.4 (4.7, 6.2)",18543,,NA,Total,Mizoram,North East
15,htn_controlled,2.5,2,3.1,Proportion,"2.5 (2, 3.1)",18543,,NA,Total,Mizoram,North East
16,htn_screened,70.7,68.3,73.1,Proportion,"70.7 (68.3, 73.1)",17662,,NA,Total,Tripura,North East
16,htn_disease,55,53.8,56.2,Proportion,"55 (53.8, 56.2)",17662,,NA,Total,Tripura,North East
16,htn_diagnosed,13.5,12.2,14.7,Proportion,"13.5 (12.2, 14.7)",17662,,NA,Total,Tripura,North East
16,htn_treated,8.5,7.6,9.5,Proportion,"8.5 (7.6, 9.5)",17662,,NA,Total,Tripura,North East
16,htn_controlled,4.3,3.7,4.9,Proportion,"4.3 (3.7, 4.9)",17662,,NA,Total,Tripura,North East
17,htn_screened,53.3,50.1,56.5,Proportion,"53.3 (50.1, 56.5)",25996,,NA,Total,Meghalaya,North East
17,htn_disease,57.4,55.6,59.2,Proportion,"57.4 (55.6, 59.2)",25996,,NA,Total,Meghalaya,North East
17,htn_diagnosed,6.8,6,7.5,Proportion,"6.8 (6, 7.5)",25996,,NA,Total,Meghalaya,North East
17,htn_treated,4.4,3.8,5,Proportion,"4.4 (3.8, 5)",25996,,NA,Total,Meghalaya,North East
17,htn_controlled,1.7,1.4,2,Proportion,"1.7 (1.4, 2)",25996,,NA,Total,Meghalaya,North East
18,htn_screened,65.5,64.3,66.8,Proportion,"65.5 (64.3, 66.8)",79163,,NA,Total,Assam,North East
18,htn_disease,56.1,55.3,56.9,Proportion,"56.1 (55.3, 56.9)",79163,,NA,Total,Assam,North East
18,htn_diagnosed,10.8,10.3,11.3,Proportion,"10.8 (10.3, 11.3)",79163,,NA,Total,Assam,North East
18,htn_treated,6.3,5.9,6.6,Proportion,"6.3 (5.9, 6.6)",79163,,NA,Total,Assam,North East
18,htn_controlled,2.5,2.3,2.7,Proportion,"2.5 (2.3, 2.7)",79163,,NA,Total,Assam,North East
19,htn_screened,63.3,61.7,64.9,Proportion,"63.3 (61.7, 64.9)",48759,,NA,Total,West Bengal,East
19,htn_disease,57.8,56.9,58.8,Proportion,"57.8 (56.9, 58.8)",48759,,NA,Total,West Bengal,East
19,htn_diagnosed,9.7,9.2,10.2,Proportion,"9.7 (9.2, 10.2)",48759,,NA,Total,West Bengal,East
19,htn_treated,7,6.5,7.4,Proportion,"7 (6.5, 7.4)",48759,,NA,Total,West Bengal,East
19,htn_controlled,2.8,2.6,3.1,Proportion,"2.8 (2.6, 3.1)",48759,,NA,Total,West Bengal,East
20,htn_screened,55.3,53.8,56.8,Proportion,"55.3 (53.8, 56.8)",58469,,NA,Total,Jharkhand,East
20,htn_disease,61.8,60.9,62.6,Proportion,"61.8 (60.9, 62.6)",58469,,NA,Total,Jharkhand,East
20,htn_diagnosed,9.7,8.9,10.5,Proportion,"9.7 (8.9, 10.5)",58469,,NA,Total,Jharkhand,East
20,htn_treated,3.4,3.1,3.7,Proportion,"3.4 (3.1, 3.7)",58469,,NA,Total,Jharkhand,East
20,htn_controlled,1.3,1.2,1.4,Proportion,"1.3 (1.2, 1.4)",58469,,NA,Total,Jharkhand,East
21,htn_screened,48.6,47.4,49.8,Proportion,"48.6 (47.4, 49.8)",68284,,NA,Total,Odisha,East
21,htn_disease,61.4,60.7,62.1,Proportion,"61.4 (60.7, 62.1)",68284,,NA,Total,Odisha,East
21,htn_diagnosed,10.3,9.8,10.9,Proportion,"10.3 (9.8, 10.9)",68284,,NA,Total,Odisha,East
21,htn_treated,6.3,6,6.7,Proportion,"6.3 (6, 6.7)",68284,,NA,Total,Odisha,East
21,htn_controlled,3.2,3,3.4,Proportion,"3.2 (3, 3.4)",68284,,NA,Total,Odisha,East
22,htn_screened,57.4,55.7,59.1,Proportion,"57.4 (55.7, 59.1)",66561,,NA,Total,Chhattisgarh,Central
22,htn_disease,64.5,63.7,65.2,Proportion,"64.5 (63.7, 65.2)",66561,,NA,Total,Chhattisgarh,Central
22,htn_diagnosed,7,6.5,7.5,Proportion,"7 (6.5, 7.5)",66561,,NA,Total,Chhattisgarh,Central
22,htn_treated,3.5,3.3,3.8,Proportion,"3.5 (3.3, 3.8)",66561,,NA,Total,Chhattisgarh,Central
22,htn_controlled,1.3,1.2,1.5,Proportion,"1.3 (1.2, 1.5)",66561,,NA,Total,Chhattisgarh,Central
23,htn_screened,51.9,50.8,53,Proportion,"51.9 (50.8, 53)",112514,,NA,Total,Madhya Pradesh,Central
23,htn_disease,59.9,59.3,60.5,Proportion,"59.9 (59.3, 60.5)",112514,,NA,Total,Madhya Pradesh,Central
23,htn_diagnosed,6.7,6.3,7,Proportion,"6.7 (6.3, 7)",112514,,NA,Total,Madhya Pradesh,Central
23,htn_treated,3.6,3.4,3.8,Proportion,"3.6 (3.4, 3.8)",112514,,NA,Total,Madhya Pradesh,Central
23,htn_controlled,1.5,1.4,1.6,Proportion,"1.5 (1.4, 1.6)",112514,,NA,Total,Madhya Pradesh,Central
24,htn_screened,56.3,54.6,58,Proportion,"56.3 (54.6, 58)",87521,,NA,Total,Gujarat,West
24,htn_disease,55.4,54.6,56.1,Proportion,"55.4 (54.6, 56.1)",87521,,NA,Total,Gujarat,West
24,htn_diagnosed,7.8,7.4,8.2,Proportion,"7.8 (7.4, 8.2)",87521,,NA,Total,Gujarat,West
24,htn_treated,5.8,5.5,6.2,Proportion,"5.8 (5.5, 6.2)",87521,,NA,Total,Gujarat,West
24,htn_controlled,3.2,3,3.5,Proportion,"3.2 (3, 3.5)",87521,,NA,Total,Gujarat,West
25,htn_screened,67.8,63.4,72.1,Proportion,"67.8 (63.4, 72.1)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_disease,57,54.8,59.2,Proportion,"57 (54.8, 59.2)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_diagnosed,5.6,4.6,6.7,Proportion,"5.6 (4.6, 6.7)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_treated,4,3.2,4.9,Proportion,"4 (3.2, 4.9)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
25,htn_controlled,2.1,1.6,2.7,Proportion,"2.1 (1.6, 2.7)",6460,,NA,Total,Dadra & Nagar Haveli And Daman & Diu,West
27,htn_screened,62,60.4,63.6,Proportion,"62 (60.4, 63.6)",89885,,NA,Total,Maharashtra,West
27,htn_disease,58.9,57.8,59.9,Proportion,"58.9 (57.8, 59.9)",89885,,NA,Total,Maharashtra,West
27,htn_diagnosed,8.8,8.4,9.2,Proportion,"8.8 (8.4, 9.2)",89885,,NA,Total,Maharashtra,West
27,htn_treated,6.9,6.6,7.3,Proportion,"6.9 (6.6, 7.3)",89885,,NA,Total,Maharashtra,West
27,htn_controlled,3.5,3.3,3.8,Proportion,"3.5 (3.3, 3.8)",89885,,NA,Total,Maharashtra,West
28,htn_screened,74,72.4,75.6,Proportion,"74 (72.4, 75.6)",27225,,NA,Total,Andhra Pradesh,South
28,htn_disease,58.7,57.8,59.6,Proportion,"58.7 (57.8, 59.6)",27225,,NA,Total,Andhra Pradesh,South
28,htn_diagnosed,13.1,12.3,13.8,Proportion,"13.1 (12.3, 13.8)",27225,,NA,Total,Andhra Pradesh,South
28,htn_treated,10.4,9.7,11,Proportion,"10.4 (9.7, 11)",27225,,NA,Total,Andhra Pradesh,South
28,htn_controlled,5,4.6,5.4,Proportion,"5 (4.6, 5.4)",27225,,NA,Total,Andhra Pradesh,South
29,htn_screened,61.5,59.6,63.3,Proportion,"61.5 (59.6, 63.3)",74641,,NA,Total,Karnataka,South
29,htn_disease,59.8,59,60.7,Proportion,"59.8 (59, 60.7)",74641,,NA,Total,Karnataka,South
29,htn_diagnosed,10.6,10,11.2,Proportion,"10.6 (10, 11.2)",74641,,NA,Total,Karnataka,South
29,htn_treated,8.3,7.8,8.8,Proportion,"8.3 (7.8, 8.8)",74641,,NA,Total,Karnataka,South
29,htn_controlled,3.5,3.3,3.7,Proportion,"3.5 (3.3, 3.7)",74641,,NA,Total,Karnataka,South
30,htn_screened,87.6,85.1,90.2,Proportion,"87.6 (85.1, 90.2)",5038,,NA,Total,Goa,West
30,htn_disease,58,55.9,60.1,Proportion,"58 (55.9, 60.1)",5038,,NA,Total,Goa,West
30,htn_diagnosed,17.3,15.5,19,Proportion,"17.3 (15.5, 19)",5038,,NA,Total,Goa,West
30,htn_treated,15.3,13.6,16.9,Proportion,"15.3 (13.6, 16.9)",5038,,NA,Total,Goa,West
30,htn_controlled,9.4,8.2,10.7,Proportion,"9.4 (8.2, 10.7)",5038,,NA,Total,Goa,West
31,htn_screened,92,89.9,94,Proportion,"92 (89.9, 94)",2936,,NA,Total,Lakshadweep,South
31,htn_disease,64,60.8,67.1,Proportion,"64 (60.8, 67.1)",2936,,NA,Total,Lakshadweep,South
31,htn_diagnosed,12.6,10.5,14.6,Proportion,"12.6 (10.5, 14.6)",2936,,NA,Total,Lakshadweep,South
31,htn_treated,10.7,9,12.4,Proportion,"10.7 (9, 12.4)",2936,,NA,Total,Lakshadweep,South
31,htn_controlled,3.8,2.8,4.9,Proportion,"3.8 (2.8, 4.9)",2936,,NA,Total,Lakshadweep,South
32,htn_screened,89.2,88.5,89.9,Proportion,"89.2 (88.5, 89.9)",31301,,NA,Total,Kerala,South
32,htn_disease,63.3,62.4,64.1,Proportion,"63.3 (62.4, 64.1)",31301,,NA,Total,Kerala,South
32,htn_diagnosed,20.8,20.1,21.5,Proportion,"20.8 (20.1, 21.5)",31301,,NA,Total,Kerala,South
32,htn_treated,17.4,16.8,18,Proportion,"17.4 (16.8, 18)",31301,,NA,Total,Kerala,South
32,htn_controlled,8.4,8,8.9,Proportion,"8.4 (8, 8.9)",31301,,NA,Total,Kerala,South
33,htn_screened,81.3,80.3,82.2,Proportion,"81.3 (80.3, 82.2)",66700,,NA,Total,Tamil Nadu,South
33,htn_disease,62.4,61.7,63,Proportion,"62.4 (61.7, 63)",66700,,NA,Total,Tamil Nadu,South
33,htn_diagnosed,14,13.1,14.8,Proportion,"14 (13.1, 14.8)",66700,,NA,Total,Tamil Nadu,South
33,htn_treated,9.1,8.8,9.5,Proportion,"9.1 (8.8, 9.5)",66700,,NA,Total,Tamil Nadu,South
33,htn_controlled,3.9,3.7,4.1,Proportion,"3.9 (3.7, 4.1)",66700,,NA,Total,Tamil Nadu,South
34,htn_screened,80.8,77.3,84.3,Proportion,"80.8 (77.3, 84.3)",9392,,NA,Total,Puducherry,South
34,htn_disease,58.7,55.5,61.9,Proportion,"58.7 (55.5, 61.9)",9392,,NA,Total,Puducherry,South
34,htn_diagnosed,13.9,11.9,15.9,Proportion,"13.9 (11.9, 15.9)",9392,,NA,Total,Puducherry,South
34,htn_treated,11.1,9.4,12.8,Proportion,"11.1 (9.4, 12.8)",9392,,NA,Total,Puducherry,South
34,htn_controlled,5.9,4.7,7.1,Proportion,"5.9 (4.7, 7.1)",9392,,NA,Total,Puducherry,South
35,htn_screened,85.5,83.8,87.2,Proportion,"85.5 (83.8, 87.2)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_disease,61.3,58.6,64,Proportion,"61.3 (58.6, 64)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_diagnosed,12.8,11.4,14.3,Proportion,"12.8 (11.4, 14.3)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_treated,10.2,8.9,11.6,Proportion,"10.2 (8.9, 11.6)",6721,,NA,Total,Andaman & Nicobar Islands,South
35,htn_controlled,4,3.3,4.7,Proportion,"4 (3.3, 4.7)",6721,,NA,Total,Andaman & Nicobar Islands,South
36,htn_screened,78.2,76.9,79.5,Proportion,"78.2 (76.9, 79.5)",64523,,NA,Total,Telangana,South
36,htn_disease,60.1,59.5,60.8,Proportion,"60.1 (59.5, 60.8)",64523,,NA,Total,Telangana,South
36,htn_diagnosed,13.4,12.8,13.9,Proportion,"13.4 (12.8, 13.9)",64523,,NA,Total,Telangana,South
36,htn_treated,10.9,10.4,11.4,Proportion,"10.9 (10.4, 11.4)",64523,,NA,Total,Telangana,South
36,htn_controlled,5.5,5.2,5.8,Proportion,"5.5 (5.2, 5.8)",64523,,NA,Total,Telangana,South
37,htn_screened,73.3,69.8,76.9,Proportion,"73.3 (69.8, 76.9)",5694,,NA,Total,Ladakh,North
37,htn_disease,59.2,55.6,62.9,Proportion,"59.2 (55.6, 62.9)",5694,,NA,Total,Ladakh,North
37,htn_diagnosed,16.8,12.9,20.6,Proportion,"16.8 (12.9, 20.6)",5694,,NA,Total,Ladakh,North
37,htn_treated,7.5,5.9,9.1,Proportion,"7.5 (5.9, 9.1)",5694,,NA,Total,Ladakh,North
37,htn_controlled,3,2.3,3.6,Proportion,"3 (2.3, 3.6)",5694,,NA,Total,Ladakh,North
1,htn_screened,77.8,76.4,79.2,Proportion,"77.8 (76.4, 79.2)",27412,sex,Female,Total,Jammu & Kashmir,North
1,htn_disease,58.3,56.9,59.6,Proportion,"58.3 (56.9, 59.6)",27412,sex,Female,Total,Jammu & Kashmir,North
1,htn_diagnosed,15,14.1,15.9,Proportion,"15 (14.1, 15.9)",27412,sex,Female,Total,Jammu & Kashmir,North
1,htn_treated,10,9.4,10.7,Proportion,"10 (9.4, 10.7)",27412,sex,Female,Total,Jammu & Kashmir,North
1,htn_controlled,4.7,4.2,5.2,Proportion,"4.7 (4.2, 5.2)",27412,sex,Female,Total,Jammu & Kashmir,North
1,htn_screened,70.1,68.5,71.7,Proportion,"70.1 (68.5, 71.7)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_disease,61.3,59.8,62.7,Proportion,"61.3 (59.8, 62.7)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_diagnosed,12.1,11.3,12.9,Proportion,"12.1 (11.3, 12.9)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_treated,7.8,7.2,8.4,Proportion,"7.8 (7.2, 8.4)",27115,sex,Male,Total,Jammu & Kashmir,North
1,htn_controlled,3.5,3.1,3.9,Proportion,"3.5 (3.1, 3.9)",27115,sex,Male,Total,Jammu & Kashmir,North
2,htn_screened,82.1,80.8,83.5,Proportion,"82.1 (80.8, 83.5)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_disease,56.5,55.1,57.9,Proportion,"56.5 (55.1, 57.9)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_diagnosed,16.6,15.5,17.6,Proportion,"16.6 (15.5, 17.6)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_treated,10.3,9.5,11,Proportion,"10.3 (9.5, 11)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_controlled,5.2,4.6,5.9,Proportion,"5.2 (4.6, 5.9)",14821,sex,Female,Total,Himachal Pradesh,North
2,htn_screened,67.6,65.7,69.5,Proportion,"67.6 (65.7, 69.5)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_disease,65.8,64.1,67.6,Proportion,"65.8 (64.1, 67.6)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_diagnosed,11.1,10.1,12.1,Proportion,"11.1 (10.1, 12.1)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_treated,6.8,6,7.5,Proportion,"6.8 (6, 7.5)",12638,sex,Male,Total,Himachal Pradesh,North
2,htn_controlled,3,2.5,3.5,Proportion,"3 (2.5, 3.5)",12638,sex,Male,Total,Himachal Pradesh,North
3,htn_screened,86.1,85.1,87.1,Proportion,"86.1 (85.1, 87.1)",27330,sex,Female,Total,Punjab,North
3,htn_disease,68.7,67.8,69.6,Proportion,"68.7 (67.8, 69.6)",27330,sex,Female,Total,Punjab,North
3,htn_diagnosed,24.1,23,25.2,Proportion,"24.1 (23, 25.2)",27330,sex,Female,Total,Punjab,North
3,htn_treated,10.9,10.4,11.4,Proportion,"10.9 (10.4, 11.4)",27330,sex,Female,Total,Punjab,North
3,htn_controlled,4.1,3.8,4.5,Proportion,"4.1 (3.8, 4.5)",27330,sex,Female,Total,Punjab,North
3,htn_screened,73.9,72.5,75.3,Proportion,"73.9 (72.5, 75.3)",24602,sex,Male,Total,Punjab,North
3,htn_disease,77.5,76.7,78.2,Proportion,"77.5 (76.7, 78.2)",24602,sex,Male,Total,Punjab,North
3,htn_diagnosed,15.3,14.5,16.1,Proportion,"15.3 (14.5, 16.1)",24602,sex,Male,Total,Punjab,North
3,htn_treated,6.6,6.1,7.1,Proportion,"6.6 (6.1, 7.1)",24602,sex,Male,Total,Punjab,North
3,htn_controlled,2.1,1.8,2.4,Proportion,"2.1 (1.8, 2.4)",24602,sex,Male,Total,Punjab,North
4,htn_screened,85.3,80.6,90,Proportion,"85.3 (80.6, 90)",811,sex,Female,Total,Chandigarh,North
4,htn_disease,58.4,53.4,63.4,Proportion,"58.4 (53.4, 63.4)",811,sex,Female,Total,Chandigarh,North
4,htn_diagnosed,18,13.5,22.6,Proportion,"18 (13.5, 22.6)",811,sex,Female,Total,Chandigarh,North
4,htn_treated,9.7,6.9,12.4,Proportion,"9.7 (6.9, 12.4)",811,sex,Female,Total,Chandigarh,North
4,htn_controlled,4.3,2.8,5.8,Proportion,"4.3 (2.8, 5.8)",811,sex,Female,Total,Chandigarh,North
4,htn_screened,74.3,66.9,81.7,Proportion,"74.3 (66.9, 81.7)",607,sex,Male,Total,Chandigarh,North
4,htn_disease,68.6,64,73.3,Proportion,"68.6 (64, 73.3)",607,sex,Male,Total,Chandigarh,North
4,htn_diagnosed,10.3,6.9,13.8,Proportion,"10.3 (6.9, 13.8)",607,sex,Male,Total,Chandigarh,North
4,htn_treated,6.2,3.6,8.8,Proportion,"6.2 (3.6, 8.8)",607,sex,Male,Total,Chandigarh,North
4,htn_controlled,2.6,1,4.1,Proportion,"2.6 (1, 4.1)",607,sex,Male,Total,Chandigarh,North
5,htn_screened,75.5,73.9,77.1,Proportion,"75.5 (73.9, 77.1)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_disease,61.4,60.1,62.6,Proportion,"61.4 (60.1, 62.6)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_diagnosed,13.2,12.2,14.1,Proportion,"13.2 (12.2, 14.1)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_treated,6.9,6.2,7.6,Proportion,"6.9 (6.2, 7.6)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_controlled,2.8,2.4,3.2,Proportion,"2.8 (2.4, 3.2)",16850,sex,Female,Total,Uttarakhand,Central
5,htn_screened,63.5,61.7,65.4,Proportion,"63.5 (61.7, 65.4)",11975,sex,Male,Total,Uttarakhand,Central
5,htn_disease,73.8,72.4,75.2,Proportion,"73.8 (72.4, 75.2)",11975,sex,Male,Total,Uttarakhand,Central
